SA2011,Label,Population,Catholic_bg,Protestant_bg,Other_None_bg,Proj_UI_decided_pct,provenance
N00003689,Bessbrook,293,68.3,29.0,2.7,62.6,modelled
N00003690,Binnian,543,47.3,50.5,2.2,46.6,modelled
N00003691,Binnian,467,51.6,45.8,2.6,50.0,modelled
N00003692,Binnian,379,52.5,44.6,2.9,50.8,modelled
N00003693,Binnian,423,65.0,29.3,5.7,61.0,modelled
N00003694,Binnian,516,20.5,74.4,5.1,27.3,modelled
N00003695,Binnian,379,52.2,45.6,2.2,50.3,modelled
N00003696,Binnian,431,32.3,64.5,3.2,35.6,modelled
N00003697,Burren and Kilbroney_1,454,92.3,5.5,2.2,80.6,modelled
N00003698,Burren and Kilbroney_1,704,88.2,9.1,2.7,77.7,modelled
N00003699,Burren and Kilbroney_1,406,93.1,5.4,1.5,81.0,modelled
N00003700,Burren and Kilbroney_1,400,90.5,9.0,0.5,78.8,modelled
N00003701,Burren and Kilbroney_2,624,94.6,4.3,1.1,82.0,modelled
N00003702,Burren and Kilbroney_2,862,93.6,4.3,2.1,81.6,modelled
N00003703,Burren and Kilbroney_2,629,91.7,7.2,1.1,79.8,modelled
N00003704,Burren and Kilbroney_2,427,91.6,5.2,3.2,80.4,modelled
N00003705,Camlough,429,95.1,2.6,2.3,82.8,modelled
N00003706,Camlough,575,89.7,8.2,2.1,78.6,modelled
N00003707,Camlough,562,97.0,2.7,0.3,83.6,modelled
N00003708,Camlough,510,97.6,2.0,0.4,84.1,modelled
N00003709,Camlough,386,98.7,1.0,0.3,84.9,modelled
N00003710,Camlough,475,97.5,1.7,0.8,84.1,modelled
N00003711,Camlough,545,94.3,2.9,2.8,82.3,modelled
N00003712,Clonallan_1,384,85.7,10.7,3.6,76.0,modelled
N00003713,Clonallan_1,381,87.4,9.2,3.4,77.3,modelled
N00003714,Clonallan_1,401,92.0,5.2,2.8,80.6,modelled
N00003715,Clonallan_1,291,88.7,8.2,3.1,78.2,modelled
N00003716,Clonallan_1,324,82.7,12.3,5.0,74.2,modelled
N00003717,Clonallan_1,271,79.7,15.9,4.4,71.8,modelled
N00003718,Clonallan_2,1470,88.4,10.3,1.3,77.4,modelled
N00003719,Clonallan_2,460,86.7,10.0,3.3,76.7,modelled
N00003720,Clonallan_2,411,89.8,9.5,0.7,78.3,modelled
N00003721,Creggan,579,95.2,3.5,1.3,82.5,modelled
N00003722,Creggan,488,93.2,6.1,0.7,80.9,modelled
N00003723,Creggan,421,95.5,3.8,0.7,82.6,modelled
N00003724,Creggan,419,91.9,7.6,0.5,79.8,modelled
N00003725,Creggan,303,90.1,8.3,1.6,78.8,modelled
N00003726,Creggan,472,93.9,5.5,0.6,81.3,modelled
N00003727,Creggan,406,92.9,5.7,1.4,80.8,modelled
N00003728,Crossmaglen,357,98.6,1.4,0.0,84.7,modelled
N00003729,Crossmaglen,404,93.6,4.7,1.7,81.4,modelled
N00003730,Crossmaglen,464,94.0,4.3,1.7,81.8,modelled
N00003731,Crossmaglen,374,95.2,3.7,1.1,82.5,modelled
N00003732,Crossmaglen,709,96.2,3.4,0.4,83.0,modelled
N00003733,Crossmaglen,357,95.0,4.2,0.8,82.2,modelled
N00003734,Daisy hill_1,380,95.3,2.6,2.1,82.9,modelled
N00003735,Daisy hill_1,306,93.8,3.9,2.3,81.8,modelled
N00003736,Daisy hill_1,350,94.6,3.1,2.3,82.4,modelled
N00003737,Daisy hill_1,544,93.4,3.1,3.5,81.8,modelled
N00003738,Daisy hill_2,292,91.1,4.5,4.4,80.4,modelled
N00003739,Daisy hill_2,440,89.8,5.9,4.3,79.4,modelled
N00003740,Daisy hill_2,283,90.5,6.7,2.8,79.4,modelled
N00003741,Daisy hill_2,244,88.9,5.7,5.4,79.0,modelled
N00003742,Daisy hill_2,316,95.9,1.9,2.2,83.3,modelled
N00003743,Derryleckagh_1,539,91.1,7.4,1.5,79.5,modelled
N00003744,Derryleckagh_1,393,95.4,4.1,0.5,82.5,modelled
N00003745,Derryleckagh_1,462,86.1,11.9,2.0,75.9,modelled
N00003746,Derryleckagh_1,338,96.7,1.8,1.5,83.7,modelled
N00003747,Derryleckagh_1,314,87.3,10.5,2.2,76.8,modelled
N00003748,Derryleckagh_2,392,74.0,24.7,1.3,66.5,modelled
N00003749,Derryleckagh_2,514,83.7,14.0,2.3,74.2,modelled
N00003750,Derryleckagh_2,491,86.4,10.4,3.2,76.5,modelled
N00003751,Derryleckagh_2,559,85.3,12.2,2.5,75.4,modelled
N00003752,Derryleckagh_2,456,90.6,6.4,3.0,79.6,modelled
N00003753,Derrymore_1,495,95.4,3.8,0.8,82.5,modelled
N00003754,Derrymore_1,347,89.6,8.1,2.3,78.6,modelled
N00003755,Derrymore_1,457,86.7,7.9,5.4,77.3,modelled
N00003756,Derrymore_1,353,94.6,4.0,1.4,82.1,modelled
N00003757,Derrymore_2,356,91.0,7.0,2.0,79.6,modelled
N00003758,Derrymore_2,547,83.5,13.9,2.6,74.1,modelled
N00003759,Derrymore_2,321,87.5,11.2,1.3,76.7,modelled
N00003760,Derrymore_2,319,90.9,6.9,2.2,79.6,modelled
N00003761,Donaghmore_1,439,69.5,28.0,2.5,63.5,modelled
N00003762,Donaghmore_1,494,30.4,66.8,2.8,34.1,modelled
N00003763,Donaghmore_1,511,56.9,42.5,0.6,53.4,modelled
N00003764,Donaghmore_1,613,70.5,26.8,2.7,64.3,modelled
N00003765,Donaghmore_2,426,47.2,51.9,0.9,46.2,modelled
N00003766,Donaghmore_2,495,89.3,8.9,1.8,78.2,modelled
N00003767,Donaghmore_2,495,86.3,13.1,0.6,75.6,modelled
N00003768,Drumalane_1,609,89.3,6.9,3.8,78.8,modelled
N00003769,Drumalane_1,351,90.3,6.0,3.7,79.6,modelled
N00003770,Drumalane_1,494,92.9,4.9,2.2,81.1,modelled
N00003771,Drumalane_1,512,90.2,6.8,3.0,79.3,modelled
N00003772,Drumalane_2,186,94.1,3.2,2.7,82.1,modelled
N00003773,Drumalane_2,323,93.8,3.1,3.1,82.0,modelled
N00003774,Drumalane_2,338,94.4,1.2,4.4,82.9,modelled
N00003775,Drumalane_2,539,93.1,3.7,3.2,81.5,modelled
N00003776,Drumgullion_1,384,91.4,6.0,2.6,80.1,modelled
N00003777,Drumgullion_1,289,90.3,7.3,2.4,79.2,modelled
N00003778,Drumgullion_1,391,84.7,8.4,6.9,76.3,modelled
N00003779,Drumgullion_1,355,88.2,8.7,3.1,77.8,modelled
N00003780,Drumgullion_2,380,94.2,4.7,1.1,81.7,modelled
N00003781,Drumgullion_2,388,92.3,5.2,2.5,80.7,modelled
N00003782,Drumgullion_2,581,80.7,16.9,2.4,71.9,modelled
N00003783,Drumgullion_2,330,86.7,8.8,4.5,77.1,modelled
N00003784,Fathom,501,94.8,4.2,1.0,82.1,modelled
N00003785,Fathom,570,95.3,4.0,0.7,82.4,modelled
N00003786,Fathom,495,96.8,1.8,1.4,83.8,modelled
N00003787,Fathom,402,96.0,3.5,0.5,82.9,modelled
N00003788,Fathom,337,92.3,5.3,2.4,80.7,modelled
N00003789,Fathom,442,93.4,5.4,1.2,81.2,modelled
N00003790,Fathom,363,95.9,4.1,0.0,82.7,modelled
N00003791,Forkhill_1,769,96.1,2.3,1.6,83.3,modelled
N00003792,Forkhill_1,313,93.0,5.8,1.2,80.8,modelled
N00003793,Forkhill_1,722,94.6,3.5,1.9,82.3,modelled
N00003794,Forkhill_1,401,92.5,6.5,1.0,80.4,modelled
N00003795,Forkhill_2,507,94.1,5.5,0.4,81.4,modelled
N00003796,Forkhill_2,654,95.3,2.8,1.9,82.8,modelled
N00003797,Forkhill_2,516,95.3,3.9,0.8,82.5,modelled
N00003798,Forkhill_2,474,93.9,4.4,1.7,81.7,modelled
N00003799,Kilkeel Central_1,329,17.3,76.0,6.7,25.3,modelled
N00003800,Kilkeel Central_1,464,10.3,86.0,3.7,19.1,modelled
N00003801,Kilkeel Central_1,414,19.1,72.0,8.9,27.3,modelled
N00003802,Kilkeel Central_1,282,8.9,87.2,3.9,18.1,modelled
N00003803,Kilkeel Central_1,373,10.5,84.2,5.3,19.8,modelled
N00003804,Kilkeel Central_2,436,21.1,74.3,4.6,27.6,modelled
N00003805,Kilkeel Central_2,289,61.2,35.3,3.5,57.5,modelled
N00003806,Kilkeel Central_2,460,40.0,52.8,7.2,42.6,modelled
N00003807,Kilkeel Central_2,305,58.4,31.1,10.5,57.5,modelled
N00003808,Kilkeel Central_2,335,19.1,72.5,8.4,27.2,modelled
N00003809,Kilkeel South_1,395,19.0,78.7,2.3,25.3,modelled
N00003810,Kilkeel South_1,188,13.3,82.4,4.3,21.6,modelled
N00003811,Kilkeel South_1,377,19.4,78.8,1.8,25.5,modelled
N00003812,Kilkeel South_1,342,68.1,29.5,2.4,62.4,modelled
N00003813,Kilkeel South_2,334,44.3,49.1,6.6,45.7,modelled
N00003814,Kilkeel South_2,350,85.4,13.4,1.2,75.1,modelled
N00003815,Kilkeel South_2,605,84.6,11.2,4.2,75.4,modelled
N00003816,Kilkeel South_2,392,86.2,9.7,4.1,76.6,modelled
N00003817,Lisnacree,505,85.1,13.7,1.2,74.9,modelled
N00003818,Lisnacree,533,52.7,40.9,6.4,52.0,modelled
N00003819,Lisnacree,388,55.4,42.0,2.6,52.9,modelled
N00003820,Lisnacree,593,72.3,24.3,3.4,65.9,modelled
N00003821,Lisnacree,414,64.0,34.5,1.5,59.0,modelled
N00003822,Lisnacree,557,55.1,41.7,3.2,52.8,modelled
N00003823,Mayobridge_1,588,68.5,28.6,2.9,62.9,modelled
N00003824,Mayobridge_1,749,83.6,15.2,1.2,73.8,modelled
N00003825,Mayobridge_1,965,94.8,2.7,2.5,82.6,modelled
N00003826,Mayobridge_2,675,94.1,4.4,1.5,81.8,modelled
N00003827,Mayobridge_2,1060,77.0,21.3,1.7,68.9,modelled
N00003828,Newtownhamilton,463,16.4,81.9,1.7,23.2,modelled
N00003829,Newtownhamilton,519,70.5,27.0,2.5,64.2,modelled
N00003830,Newtownhamilton,537,84.2,13.6,2.2,74.5,modelled
N00003831,Newtownhamilton,292,52.4,41.8,5.8,51.6,modelled
N00003832,Newtownhamilton,558,66.7,31.0,2.3,61.3,modelled
N00003833,Newtownhamilton,467,75.2,21.2,3.6,68.1,modelled
N00003834,Rostrevor,428,89.3,9.1,1.6,78.2,modelled
N00003835,Rostrevor,539,86.1,8.9,5.0,76.8,modelled
N00003836,Rostrevor,343,91.8,6.1,2.1,80.2,modelled
N00003837,Rostrevor,337,92.6,5.6,1.8,80.7,modelled
N00003838,Rostrevor,409,88.5,7.1,4.4,78.4,modelled
N00003839,Rostrevor,409,77.0,14.7,8.3,70.9,modelled
N00003840,Rostrevor,428,83.4,13.8,2.8,74.1,modelled
N00003841,Seaview_1,256,81.2,14.8,4.0,72.8,modelled
N00003842,Seaview_1,413,84.7,10.4,4.9,75.7,modelled
N00003843,Seaview_1,348,82.2,12.9,4.9,73.8,modelled
N00003844,Seaview_1,515,82.5,15.7,1.8,73.1,modelled
N00003845,Seaview_2,299,83.6,12.4,4.0,74.6,modelled
N00003846,Seaview_2,620,88.7,7.6,3.7,78.3,modelled
N00003847,Seaview_2,254,83.9,13.8,2.3,74.3,modelled
N00003848,Seaview_2,362,90.3,6.9,2.8,79.3,modelled
N00003849,Silver Bridge_1,608,91.0,4.4,4.6,80.3,modelled
N00003850,Silver Bridge_1,415,97.1,2.4,0.5,83.7,modelled
N00003851,Silver Bridge_1,470,95.1,3.8,1.1,82.4,modelled
N00003852,Silver Bridge_1,352,94.3,1.7,4.0,82.7,modelled
N00003853,Silver Bridge_2,514,95.5,2.9,1.6,82.9,modelled
N00003854,Silver Bridge_2,466,96.1,2.8,1.1,83.2,modelled
N00003855,Silver Bridge_2,454,94.7,4.6,0.7,82.0,modelled
N00003856,Silver Bridge_2,491,93.5,4.3,2.2,81.5,modelled
N00003857,Spelga,547,87.0,11.9,1.1,76.3,modelled
N00003858,Spelga,511,90.6,8.8,0.6,78.9,modelled
N00003859,Spelga,478,90.8,7.1,2.1,79.5,modelled
N00003860,Spelga,1070,92.8,6.2,1.0,80.6,modelled
N00003861,Spelga,546,87.2,12.1,0.7,76.3,modelled
N00003862,Spelga,431,47.3,51.0,1.7,46.5,modelled
N00003863,St Mary's,236,81.4,11.9,6.7,73.7,modelled
N00003864,St Mary's,380,95.8,2.1,2.1,83.2,modelled
N00003865,St Mary's,255,88.6,8.6,2.8,78.0,modelled
N00003866,St Mary's,339,91.7,4.4,3.9,80.7,modelled
N00003867,St Mary's,723,91.4,6.9,1.7,79.8,modelled
N00003868,St Mary's,351,94.3,3.7,2.0,82.1,modelled
N00003869,St Patrick's_1,1226,86.2,9.2,4.6,76.7,modelled
N00003870,St Patrick's_1,254,87.8,9.1,3.1,77.5,modelled
N00003871,St Patrick's_1,730,90.0,8.5,1.5,78.7,modelled
N00003872,St Patrick's_2,278,87.4,7.9,4.7,77.7,modelled
N00003873,St Patrick's_2,1042,92.8,6.0,1.2,80.7,modelled
N00003874,Tullyhappy,533,38.1,59.3,2.6,39.8,modelled
N00003875,Tullyhappy,418,89.0,10.5,0.5,77.6,modelled
N00003876,Tullyhappy,592,65.0,33.6,1.4,59.8,modelled
N00003877,Tullyhappy,373,33.8,64.6,1.6,36.3,modelled
N00003878,Tullyhappy,478,48.3,50.8,0.9,47.0,modelled
N00003879,Tullyhappy,503,59.8,39.2,1.0,55.7,modelled
N00003880,Tullyhappy,469,83.2,14.5,2.3,73.8,modelled
N00003881,Windsor Hill_1,491,87.8,10.8,1.4,77.0,modelled
N00003882,Windsor Hill_1,304,89.8,7.9,2.3,78.8,modelled
N00003883,Windsor Hill_1,819,84.0,12.5,3.5,74.7,modelled
N00003884,Windsor Hill_2,747,63.7,29.6,6.7,60.4,modelled
N00003885,Windsor Hill_2,337,48.7,41.5,9.8,50.0,modelled
N00003886,Windsor Hill_2,305,61.0,31.8,7.2,58.5,modelled
N00003887,Abbey_1,516,11.0,75.0,14.0,22.7,modelled
N00003888,Abbey_1,240,23.3,62.9,13.8,32.0,modelled
N00003889,Abbey_1,429,35.4,55.0,9.6,39.9,modelled
N00003890,Abbey_1,256,46.9,46.5,6.6,47.6,modelled
N00003891,Abbey_2,316,11.1,70.9,18.0,24.0,modelled
N00003892,Abbey_2,256,12.9,78.1,9.0,22.7,modelled
N00003893,Abbey_2,248,21.8,61.3,16.9,31.8,modelled
N00003894,Abbey_2,274,15.3,70.8,13.9,26.0,modelled
N00003895,Abbey_2,279,23.7,63.4,12.9,32.0,modelled
N00003896,Ballyclare North_1,771,5.8,86.4,7.8,17.0,modelled
N00003897,Ballyclare North_1,281,7.1,76.9,16.0,20.4,modelled
N00003898,Ballyclare North_1,372,3.5,89.2,7.3,15.1,modelled
N00003899,Ballyclare North_1,362,5.8,87.6,6.6,16.6,modelled
N00003900,Ballyclare North_2,280,2.5,86.8,10.7,15.3,modelled
N00003901,Ballyclare North_2,267,4.5,82.0,13.5,17.7,modelled
N00003902,Ballyclare North_2,349,1.4,93.7,4.9,12.8,modelled
N00003903,Ballyclare North_2,658,4.7,88.4,6.9,15.9,modelled
N00003904,Ballyclare North_2,511,6.5,85.1,8.4,17.7,modelled
N00003905,Ballyclare South_1,294,11.2,81.0,7.8,21.0,modelled
N00003906,Ballyclare South_1,229,7.4,86.9,5.7,17.6,modelled
N00003907,Ballyclare South_1,306,7.2,76.5,16.3,20.6,modelled
N00003908,Ballyclare South_1,195,5.6,85.6,8.8,17.1,modelled
N00003909,Ballyclare South_1,353,6.5,79.6,13.9,19.3,modelled
N00003910,Ballyclare South_1,250,3.2,88.0,8.8,15.3,modelled
N00003911,Ballyclare South_2,1281,5.3,83.1,11.6,17.7,modelled
N00003912,Ballyclare South_2,469,8.5,82.3,9.2,19.4,modelled
N00003913,Ballyclare South_2,261,5.4,88.1,6.5,16.3,modelled
N00003914,Ballyduff_1,366,15.6,71.9,12.5,25.8,modelled
N00003915,Ballyduff_1,308,7.5,78.6,13.9,20.1,modelled
N00003916,Ballyduff_1,390,7.2,78.7,14.1,19.9,modelled
N00003917,Ballyduff_1,280,4.3,85.4,10.3,16.6,modelled
N00003918,Ballyduff_1,267,4.9,86.9,8.2,16.4,modelled
N00003919,Ballyduff_2,297,17.2,72.4,10.4,26.3,modelled
N00003920,Ballyduff_2,329,19.1,70.5,10.4,27.8,modelled
N00003921,Ballyduff_2,326,11.3,77.6,11.1,22.1,modelled
N00003922,Ballyduff_2,303,11.9,81.2,6.9,21.3,modelled
N00003923,Ballyhenry_1,306,58.2,30.7,11.1,57.5,modelled
N00003924,Ballyhenry_1,305,12.8,74.8,12.4,23.6,modelled
N00003925,Ballyhenry_1,289,19.4,67.8,12.8,28.7,modelled
N00003926,Ballyhenry_1,305,43.3,49.2,7.5,45.2,modelled
N00003927,Ballyhenry_1,312,26.3,63.5,10.2,33.2,modelled
N00003928,Ballyhenry_2,462,31.8,58.2,10.0,37.3,modelled
N00003929,Ballyhenry_2,261,38.3,56.3,5.4,40.8,modelled
N00003930,Ballyhenry_2,318,23.3,68.9,7.8,30.2,modelled
N00003931,Ballyhenry_2,214,6.5,85.0,8.5,17.7,modelled
N00003932,Ballynure_1,347,6.6,81.8,11.6,18.7,modelled
N00003933,Ballynure_1,841,3.8,89.7,6.5,15.1,modelled
N00003934,Ballynure_1,337,5.6,87.5,6.9,16.5,modelled
N00003935,Ballynure_2,353,4.0,89.2,6.8,15.3,modelled
N00003936,Ballynure_2,938,3.2,89.2,7.6,14.9,modelled
N00003937,Ballynure_2,331,4.8,89.7,5.5,15.5,modelled
N00003938,Ballyrobert_1,259,7.3,84.9,7.8,18.1,modelled
N00003939,Ballyrobert_1,386,7.8,86.5,5.7,17.9,modelled
N00003940,Ballyrobert_1,317,3.5,90.2,6.3,14.8,modelled
N00003941,Ballyrobert_1,379,4.7,89.7,5.6,15.5,modelled
N00003942,Ballyrobert_1,468,4.9,83.5,11.6,17.4,modelled
N00003943,Ballyrobert_2,657,5.5,86.1,8.4,16.9,modelled
N00003944,Ballyrobert_2,390,4.6,87.9,7.5,16.0,modelled
N00003945,Ballyrobert_2,333,5.1,90.1,4.8,15.5,modelled
N00003946,Ballyrobert_2,446,4.5,87.9,7.6,15.9,modelled
N00003947,Ballyrobert_2,620,3.9,88.5,7.6,15.5,modelled
N00003948,Burnthill_1,323,16.4,75.9,7.7,24.9,modelled
N00003949,Burnthill_1,316,18.0,72.2,9.8,26.8,modelled
N00003950,Burnthill_1,315,30.5,57.5,12.0,36.9,modelled
N00003951,Burnthill_1,265,21.5,69.4,9.1,29.2,modelled
N00003952,Burnthill_2,267,15.4,79.0,5.6,23.6,modelled
N00003953,Burnthill_2,277,16.2,75.8,8.0,24.9,modelled
N00003954,Burnthill_2,223,7.2,83.9,8.9,18.4,modelled
N00003955,Burnthill_2,263,19.4,71.1,9.5,27.7,modelled
N00003956,Burnthill_2,310,22.6,65.2,12.2,31.0,modelled
N00003957,Carnmoney_1,221,5.9,83.7,10.4,17.8,modelled
N00003958,Carnmoney_1,531,4.7,81.9,13.4,17.8,modelled
N00003959,Carnmoney_1,264,10.6,78.0,11.4,21.7,modelled
N00003960,Carnmoney_1,260,7.7,84.2,8.1,18.5,modelled
N00003961,Carnmoney_2,286,8.0,87.8,4.2,17.6,modelled
N00003962,Carnmoney_2,676,27.5,66.3,6.2,32.9,modelled
N00003963,Carnmoney_2,296,15.9,77.4,6.7,24.3,modelled
N00003964,Cloughfern_1,349,3.7,81.9,14.4,17.3,modelled
N00003965,Cloughfern_1,381,7.9,80.6,11.5,19.7,modelled
N00003966,Cloughfern_1,301,2.3,81.4,16.3,16.9,modelled
N00003967,Cloughfern_1,405,33.6,56.5,9.9,38.6,modelled
N00003968,Cloughfern_1,282,6.4,86.5,7.1,17.2,modelled
N00003969,Cloughfern_2,260,5.4,85.8,8.8,17.0,modelled
N00003970,Cloughfern_2,330,3.6,81.8,14.6,17.3,modelled
N00003971,Cloughfern_2,311,6.1,84.2,9.7,17.8,modelled
N00003972,Cloughfern_2,327,0.3,93.0,6.7,12.5,modelled
N00003973,Collinbridge_1,345,70.4,26.4,3.2,64.4,modelled
N00003974,Collinbridge_1,633,83.3,11.5,5.2,74.7,modelled
N00003975,Collinbridge_1,372,73.7,19.4,6.9,68.0,modelled
N00003976,Collinbridge_1,347,72.6,20.7,6.7,67.1,modelled
N00003977,Collinbridge_2,284,76.4,18.3,5.3,69.5,modelled
N00003978,Collinbridge_2,370,78.9,17.0,4.1,71.1,modelled
N00003979,Collinbridge_2,349,80.2,16.3,3.5,71.9,modelled
N00003980,Collinbridge_2,378,68.0,29.1,2.9,62.5,modelled
N00003981,Coole,270,1.1,88.1,10.8,14.3,modelled
N00003982,Coole,211,16.1,71.6,12.3,26.1,modelled
N00003983,Coole,265,7.2,79.2,13.6,19.7,modelled
N00003984,Coole,363,3.9,87.9,8.2,15.7,modelled
N00003985,Coole,298,2.3,82.2,15.5,16.6,modelled
N00003986,Coole,247,1.6,88.3,10.1,14.5,modelled
N00003987,Coole,304,2.6,80.6,16.8,17.2,modelled
N00003988,Coole,288,2.8,90.3,6.9,14.4,modelled
N00003989,Coole,163,3.1,87.1,9.8,15.5,modelled
N00003990,Doagh_1,420,1.9,92.4,5.7,13.4,modelled
N00003991,Doagh_1,295,1.4,88.5,10.1,14.3,modelled
N00003992,Doagh_1,379,1.8,92.9,5.3,13.2,modelled
N00003993,Doagh_1,393,4.8,80.4,14.8,18.3,modelled
N00003994,Doagh_1,353,3.1,87.0,9.9,15.6,modelled
N00003995,Doagh_2,395,3.8,87.6,8.6,15.7,modelled
N00003996,Doagh_2,340,2.4,86.8,10.8,15.3,modelled
N00003997,Doagh_2,364,2.7,92.6,4.7,13.7,modelled
N00003998,Doagh_2,347,2.6,89.0,8.4,14.7,modelled
N00003999,Doagh_2,388,5.2,86.1,8.7,16.8,modelled
N00004000,Dunanney,311,2.3,85.5,12.2,15.6,modelled
N00004001,Dunanney,332,3.0,77.1,19.9,18.5,modelled
N00004002,Dunanney,275,4.4,84.0,11.6,17.0,modelled
N00004003,Dunanney,414,2.4,88.2,9.4,14.9,modelled
N00004004,Dunanney,234,2.1,88.0,9.9,14.8,modelled
N00004005,Dunanney,203,3.4,88.7,7.9,15.2,modelled
N00004006,Dunanney,224,4.9,82.6,12.5,17.7,modelled
N00004007,Dunanney,269,0.7,85.5,13.8,14.9,modelled
N00004008,Glebe_1,474,74.1,21.9,4.0,67.4,modelled
N00004009,Glebe_1,326,68.7,22.1,9.2,64.9,modelled
N00004010,Glebe_1,379,85.8,11.3,2.9,75.9,modelled
N00004011,Glebe_1,482,75.3,17.0,7.7,69.4,modelled
N00004012,Glebe_2,315,46.3,45.7,8.0,47.6,modelled
N00004013,Glebe_2,331,66.8,27.8,5.4,62.3,modelled
N00004014,Glebe_2,335,45.7,47.5,6.8,46.8,modelled
N00004015,Glebe_2,299,51.5,37.1,11.4,52.5,modelled
N00004016,Glebe_2,375,41.6,47.7,10.7,44.9,modelled
N00004017,Glengormley_1,305,57.0,34.4,8.6,55.9,modelled
N00004018,Glengormley_1,296,60.1,35.8,4.1,56.9,modelled
N00004019,Glengormley_1,310,68.1,25.8,6.1,63.5,modelled
N00004020,Glengormley_1,425,80.9,16.5,2.6,72.1,modelled
N00004021,Glengormley_1,332,55.4,35.5,9.1,54.8,modelled
N00004022,Glengormley_2,294,9.9,78.6,11.5,21.2,modelled
N00004023,Glengormley_2,247,27.1,68.4,4.5,32.1,modelled
N00004024,Glengormley_2,307,7.8,77.2,15.0,20.6,modelled
N00004025,Glengormley_2,449,19.4,67.7,12.9,28.8,modelled
N00004026,Hawthorne,327,17.4,74.3,8.3,25.9,modelled
N00004027,Hawthorne,305,9.8,83.9,6.3,19.5,modelled
N00004028,Hawthorne,307,5.5,87.3,7.2,16.6,modelled
N00004029,Hawthorne,283,4.9,88.0,7.1,16.1,modelled
N00004030,Hawthorne,281,7.5,83.3,9.2,18.7,modelled
N00004031,Hawthorne,261,5.7,82.4,11.9,18.1,modelled
N00004032,Hawthorne,233,13.7,74.7,11.6,24.1,modelled
N00004033,Hawthorne,269,5.6,84.0,10.4,17.6,modelled
N00004034,Hightown,237,29.5,61.2,9.3,35.3,modelled
N00004035,Hightown,288,29.9,60.1,10.0,35.8,modelled
N00004036,Hightown,261,11.5,73.9,14.6,23.3,modelled
N00004037,Hightown,307,62.5,30.0,7.5,59.7,modelled
N00004038,Hightown,255,17.6,74.1,8.3,26.0,modelled
N00004039,Hightown,285,34.0,59.3,6.7,37.9,modelled
N00004040,Hightown,300,38.3,54.3,7.4,41.4,modelled
N00004041,Hightown,304,28.3,66.4,5.3,33.2,modelled
N00004042,Jordanstown_1,586,4.9,89.6,5.5,15.6,modelled
N00004043,Jordanstown_1,357,2.8,89.9,7.3,14.6,modelled
N00004044,Jordanstown_1,290,2.4,89.3,8.3,14.5,modelled
N00004045,Jordanstown_1,347,2.3,86.7,11.0,15.3,modelled
N00004046,Jordanstown_1,292,5.1,84.6,10.3,17.2,modelled
N00004047,Jordanstown_2,1081,15.6,72.6,11.8,25.6,modelled
N00004048,Jordanstown_2,474,22.8,64.1,13.1,31.4,modelled
N00004049,Jordanstown_2,492,13.6,76.2,10.2,23.6,modelled
N00004050,Jordanstown_3,984,21.0,65.8,13.2,30.1,modelled
N00004051,Jordanstown_3,992,21.5,65.2,13.3,30.5,modelled
N00004052,Jordanstown_3,330,15.8,75.2,9.0,24.9,modelled
N00004053,Mallusk_1,300,9.3,84.0,6.7,19.3,modelled
N00004054,Mallusk_1,483,17.0,74.9,8.1,25.5,modelled
N00004055,Mallusk_1,235,8.9,79.1,12.0,20.6,modelled
N00004056,Mallusk_1,427,23.7,67.2,9.1,30.9,modelled
N00004057,Mallusk_1,382,16.5,78.5,5.0,24.2,modelled
N00004058,Mallusk_2,1248,36.7,53.7,9.6,40.8,modelled
N00004059,Mallusk_2,1463,59.7,31.5,8.8,58.0,modelled
N00004060,Mallusk_2,1223,78.3,16.0,5.7,71.1,modelled
N00004061,Mallusk_2,640,87.3,8.6,4.1,77.4,modelled
N00004062,Mallusk_3,493,41.6,47.5,10.9,44.9,modelled
N00004063,Mallusk_3,832,22.8,67.7,9.5,30.3,modelled
N00004064,Mallusk_3,612,30.4,59.2,10.4,36.3,modelled
N00004065,Monkstown_1,260,3.5,84.6,11.9,16.5,modelled
N00004066,Monkstown_1,245,2.4,91.8,5.8,13.8,modelled
N00004067,Monkstown_1,259,5.8,77.2,17.0,19.7,modelled
N00004068,Monkstown_1,289,4.8,85.8,9.4,16.7,modelled
N00004069,Monkstown_1,251,4.0,82.9,13.1,17.2,modelled
N00004070,Monkstown_1,213,0.9,88.3,10.8,14.2,modelled
N00004071,Monkstown_2,282,3.2,83.7,13.1,16.6,modelled
N00004072,Monkstown_2,341,8.8,76.5,14.7,21.3,modelled
N00004073,Monkstown_2,1068,19.3,66.4,14.3,29.1,modelled
N00004074,Monkstown_2,335,13.1,71.9,15.0,24.6,modelled
N00004075,Mossley_1,427,11.0,83.4,5.6,20.2,modelled
N00004076,Mossley_1,319,7.5,80.9,11.6,19.4,modelled
N00004077,Mossley_1,359,15.6,76.0,8.4,24.5,modelled
N00004078,Mossley_1,309,12.6,77.0,10.4,22.9,modelled
N00004079,Mossley_2,282,3.2,89.0,7.8,15.0,modelled
N00004080,Mossley_2,306,5.9,82.0,12.1,18.3,modelled
N00004081,Mossley_2,299,6.0,85.6,8.4,17.3,modelled
N00004082,Mossley_2,376,4.8,77.1,18.1,19.3,modelled
N00004083,Mossley_2,308,2.3,83.1,14.6,16.3,modelled
N00004084,Rostulla_1,317,17.7,75.7,6.6,25.6,modelled
N00004085,Rostulla_1,919,33.9,54.4,11.7,39.3,modelled
