code,label,pop,C,P,O,UI_v2,prov
N00000499,,296,9.5,83.4,7.1,16.6,modelled
N00000500,,503,3.8,92.0,4.2,11.3,modelled
N00000501,,300,7.0,82.3,10.7,15.9,modelled
N00000502,,196,4.6,78.6,16.8,16.1,modelled
N00000503,,395,9.9,81.3,8.8,17.4,modelled
N00000504,,236,5.1,86.0,8.9,13.8,modelled
N00000505,,225,7.1,84.4,8.5,15.2,modelled
N00000506,,282,4.3,89.0,6.7,12.5,modelled
N00000507,,269,4.8,88.8,6.4,12.8,modelled
N00000508,,316,3.8,92.1,4.1,11.3,modelled
N00000509,,357,5.9,80.4,13.7,16.0,modelled
N00000510,,290,9.0,76.2,14.8,18.8,modelled
N00000511,,520,28.3,65.0,6.7,30.7,modelled
N00000512,,430,25.1,69.1,5.8,28.0,modelled
N00000513,,327,17.4,76.8,5.8,22.1,modelled
N00000514,,357,19.0,77.6,3.4,22.5,modelled
N00000515,,345,19.1,73.6,7.3,23.9,modelled
N00000516,,215,12.1,82.8,5.1,17.9,modelled
N00000517,,394,16.2,74.6,9.2,22.3,modelled
N00000518,,311,11.6,80.1,8.3,18.6,modelled
N00000519,,260,6.2,90.4,3.4,12.8,modelled
N00000520,,612,2.5,90.8,6.7,11.1,modelled
N00000521,,413,7.0,84.3,8.7,15.2,modelled
N00000522,,451,5.3,90.7,4.0,12.4,modelled
N00000523,,397,4.0,91.4,4.6,11.6,modelled
N00000524,,488,6.8,87.1,6.1,14.2,modelled
N00000525,,431,3.2,90.3,6.5,11.6,modelled
N00000526,,260,41.2,48.1,10.7,41.8,modelled
N00000527,,344,24.1,61.6,14.3,30.0,modelled
N00000528,,247,32.4,58.7,8.9,34.5,modelled
N00000529,,238,35.7,55.0,9.3,37.1,modelled
N00000530,,292,41.8,54.5,3.7,39.9,modelled
N00000531,,317,58.0,33.1,8.9,53.9,modelled
N00000532,,214,55.1,40.7,4.2,50.1,modelled
N00000533,,214,20.6,74.3,5.1,24.3,modelled
N00000534,,490,5.5,89.6,4.9,12.8,modelled
N00000535,,519,3.9,90.9,5.2,11.7,modelled
N00000536,,392,9.9,83.7,6.4,16.6,modelled
N00000537,,413,1.7,94.7,3.6,9.5,modelled
N00000538,,395,6.3,90.1,3.6,13.0,modelled
N00000539,,381,13.4,81.1,5.5,19.0,modelled
N00000540,,291,1.7,94.2,4.1,9.7,modelled
N00000541,,407,1.7,93.6,4.7,9.9,modelled
N00000542,,265,1.5,92.5,6.0,10.1,modelled
N00000543,,389,3.1,85.6,11.3,13.1,modelled
N00000544,,273,8.4,84.2,7.4,15.8,modelled
N00000545,,288,4.5,86.1,9.4,13.5,modelled
N00000546,,280,6.1,88.2,5.7,13.5,modelled
N00000547,,327,2.1,89.9,8.0,11.3,modelled
N00000548,,285,6.7,84.9,8.4,14.9,modelled
N00000549,,215,47.9,43.3,8.8,46.2,modelled
N00000550,,429,48.7,41.3,10.0,47.2,modelled
N00000551,,269,50.9,38.7,10.4,49.0,modelled
N00000552,,254,60.6,34.3,5.1,54.6,modelled
N00000553,,347,58.5,31.7,9.8,54.6,modelled
N00000554,,250,64.0,30.0,6.0,57.5,modelled
N00000555,,251,67.7,22.7,9.6,61.5,modelled
N00000556,,348,57.5,35.3,7.2,53.0,modelled
N00000557,,552,34.1,61.2,4.7,34.4,modelled
N00000558,,466,4.1,90.3,5.6,12.0,modelled
N00000559,,322,7.1,85.7,7.2,14.8,modelled
N00000560,,413,1.9,95.2,2.9,9.4,modelled
N00000561,,493,31.2,67.5,1.3,31.1,modelled
N00000562,,364,4.1,88.2,7.7,12.7,modelled
N00000563,,923,54.8,36.8,8.4,51.3,modelled
N00000564,,323,62.8,31.0,6.2,56.6,modelled
N00000565,,218,36.2,56.9,6.9,36.7,modelled
N00000566,,320,66.6,28.1,5.3,59.2,modelled
N00000567,,517,5.8,87.6,6.6,13.6,modelled
N00000568,,369,0.8,91.1,8.1,10.3,modelled
N00000569,,380,2.9,90.5,6.6,11.4,modelled
N00000570,,337,5.3,85.8,8.9,14.0,modelled
N00000571,,303,1.3,95.4,3.3,9.1,modelled
N00000572,,572,10.5,82.5,7.0,17.3,modelled
N00000573,,364,18.7,76.1,5.2,22.9,modelled
N00000574,,435,10.3,82.8,6.9,17.1,modelled
N00000575,,462,11.3,86.6,2.1,16.3,modelled
N00000576,,344,94.5,4.1,1.4,79.1,modelled
N00000577,,434,78.6,21.0,0.4,66.7,modelled
N00000578,,718,90.5,7.5,2.0,76.2,modelled
N00000579,,480,87.5,8.1,4.4,74.8,modelled
N00000580,,474,9.1,87.6,3.3,15.0,modelled
N00000581,,539,47.5,46.8,5.7,44.9,modelled
N00000582,,401,3.2,92.3,4.5,10.9,modelled
N00000583,,305,14.4,81.0,4.6,19.4,modelled
N00000584,,493,11.2,83.2,5.6,17.4,modelled
N00000585,,477,4.8,88.7,6.5,12.8,modelled
N00000586,,446,22.0,75.1,2.9,24.6,modelled
N00000587,,465,25.4,66.5,8.1,28.9,modelled
N00000588,,394,5.3,92.4,2.3,11.8,modelled
N00000589,,639,78.7,19.1,2.2,67.4,modelled
N00000590,,416,2.2,92.8,5.0,10.3,modelled
N00000591,,454,41.6,55.1,3.3,39.6,modelled
N00000592,,480,13.8,80.4,5.8,19.4,modelled
N00000593,,576,76.2,21.5,2.3,65.5,modelled
N00000594,,371,7.5,88.4,4.1,14.1,modelled
N00000595,,525,27.8,68.0,4.2,29.5,modelled
N00000596,,293,8.9,83.3,7.8,16.3,modelled
N00000597,,235,6.4,86.8,6.8,14.1,modelled
N00000598,,287,18.8,67.9,13.3,25.7,modelled
N00000599,,223,6.7,84.8,8.5,14.9,modelled
N00000600,,350,8.9,83.4,7.7,16.3,modelled
N00000601,,283,6.4,87.6,6.0,13.9,modelled
N00000602,,214,2.3,93.5,4.2,10.2,modelled
N00000603,,414,5.3,92.3,2.4,11.8,modelled
N00000604,,340,2.9,91.2,5.9,11.2,modelled
N00000605,,488,5.1,88.9,6.0,12.9,modelled
N00000606,,352,6.0,86.9,7.1,13.9,modelled
N00000607,,310,1.9,89.4,8.7,11.3,modelled
N00000608,,365,10.1,84.4,5.5,16.5,modelled
N00000609,,375,7.5,88.0,4.5,14.2,modelled
N00000610,,419,5.7,86.6,7.7,13.9,modelled
N00000611,,301,1.3,92.0,6.7,10.2,modelled
N00000612,,543,6.6,85.6,7.8,14.6,modelled
N00000613,,236,9.3,83.5,7.2,16.5,modelled
N00000614,,217,5.5,88.5,6.0,13.2,modelled
N00000615,,139,7.9,83.5,8.6,15.9,modelled
N00000616,,301,6.3,84.7,9.0,14.8,modelled
N00000617,,310,7.7,84.2,8.1,15.5,modelled
N00000618,,621,27.7,61.0,11.3,31.8,modelled
N00000619,,371,40.4,57.4,2.2,38.3,modelled
N00000620,,372,35.5,57.0,7.5,36.4,modelled
N00000621,,390,39.2,53.1,7.7,39.3,modelled
N00000622,,385,35.6,53.2,11.2,37.7,modelled
N00000623,,332,42.5,55.1,2.4,40.0,modelled
N00000624,,469,4.9,93.0,2.1,11.4,modelled
N00000625,,262,61.5,36.3,2.2,54.3,modelled
N00000626,,492,45.9,51.8,2.3,42.5,modelled
N00000627,,456,32.2,65.1,2.7,32.3,modelled
N00000628,,415,25.8,71.8,2.4,27.4,modelled
N00000629,,438,40.0,56.8,3.2,38.4,modelled
N00000630,,272,44.9,52.9,2.2,41.8,modelled
N00000631,,406,6.7,88.9,4.4,13.5,modelled
N00000632,,474,13.7,78.1,8.2,20.1,modelled
N00000633,,325,10.2,83.4,6.4,16.9,modelled
N00000634,,495,3.0,89.7,7.3,11.7,modelled
N00000635,,410,28.3,66.8,4.9,30.1,modelled
N00000636,,399,12.5,83.2,4.3,17.9,modelled
N00000637,,832,56.1,37.9,6.0,51.5,modelled
N00000638,,398,58.3,36.4,5.3,52.9,modelled
N00000639,,408,81.6,16.7,1.7,69.4,modelled
N00000640,,343,76.4,14.3,9.3,68.0,modelled
N00000641,,341,78.9,17.6,3.5,67.9,modelled
N00000642,,389,61.4,33.9,4.7,55.1,modelled
N00000643,,477,94.3,5.5,0.2,78.5,modelled
N00000644,,548,94.0,5.3,0.7,78.4,modelled
N00000645,,451,89.6,8.6,1.8,75.5,modelled
N00000646,,419,86.6,11.2,2.2,73.3,modelled
N00000647,,723,5.7,90.5,3.8,12.6,modelled
N00000648,,381,10.8,81.9,7.3,17.6,modelled
N00000649,,389,4.9,89.2,5.9,12.7,modelled
N00000650,,602,4.2,87.4,8.4,13.0,modelled
N00000651,,278,17.6,68.7,13.7,24.9,modelled
N00000652,,533,16.1,78.8,5.1,20.9,modelled
N00000653,,309,16.2,78.3,5.5,21.1,modelled
N00000654,,269,14.9,79.2,5.9,20.3,modelled
N00000655,,368,19.0,73.6,7.4,23.9,modelled
N00000656,,242,16.5,80.2,3.3,20.6,modelled
N00000657,,851,32.2,63.6,4.2,32.8,modelled
N00000658,,364,62.4,34.3,3.3,55.4,modelled
N00000659,,391,37.3,57.8,4.9,36.9,modelled
N00000660,,387,31.5,64.3,4.2,32.3,modelled
N00000661,,384,14.1,82.0,3.9,19.0,modelled
N00000662,,352,8.2,83.2,8.6,16.1,modelled
N00000663,,395,11.4,81.8,6.8,17.9,modelled
N00000664,,378,7.7,87.8,4.5,14.3,modelled
N00000665,,485,89.5,9.5,1.0,75.1,modelled
N00000666,,439,37.1,60.8,2.1,35.8,modelled
N00000667,,538,94.2,4.5,1.3,78.8,modelled
N00000668,,323,95.4,3.7,0.9,79.6,modelled
N00000669,,493,93.9,4.9,1.2,78.5,modelled
N00000670,,292,15.8,79.1,5.1,20.7,modelled
N00000671,,239,9.6,85.4,5.0,15.9,modelled
N00000672,,324,34.3,61.4,4.3,34.4,modelled
N00000673,,943,12.6,78.2,9.2,19.6,modelled
N00000674,,316,21.2,72.5,6.3,25.2,modelled
N00000675,,387,11.6,80.9,7.5,18.3,modelled
N00000676,,721,14.4,79.3,6.3,20.0,modelled
N00000677,,295,21.0,70.8,8.2,25.6,modelled
N00000678,,531,41.2,54.0,4.8,39.8,modelled
N00000679,,561,17.1,79.1,3.8,21.2,modelled
N00000680,,413,73.1,23.5,3.4,63.5,modelled
N00000681,,385,11.7,78.7,9.6,19.1,modelled
N00000682,,485,64.5,33.0,2.5,56.7,modelled
N00000683,,391,24.3,72.4,3.3,26.5,modelled
N00000684,,595,72.4,24.4,3.2,62.9,modelled
N00000685,,326,70.6,27.3,2.1,61.2,modelled
N00000686,,499,38.9,57.5,3.6,37.7,modelled
N00000687,,379,12.1,83.4,4.5,17.7,modelled
N00000688,,407,62.2,31.9,5.9,56.1,modelled
N00000689,,392,24.5,71.9,3.6,26.8,modelled
N00000690,,282,19.1,74.1,6.8,23.7,modelled
N00000691,,303,5.9,87.1,7.0,13.8,modelled
N00000692,,244,7.0,86.5,6.5,14.5,modelled
N00000693,,287,11.8,82.6,5.6,17.8,modelled
N00000694,,873,16.7,77.8,5.5,21.5,modelled
N00000695,,518,11.2,80.1,8.7,18.4,modelled
N00000696,,180,31.7,62.8,5.5,32.9,modelled
N00000697,,380,13.7,78.4,7.9,20.0,modelled
N00000698,,451,15.3,80.3,4.4,20.1,modelled
N00000699,,256,14.8,78.5,6.7,20.5,modelled
N00000700,,262,50.8,43.5,5.7,47.4,modelled
N00000701,,235,4.3,86.8,8.9,13.2,modelled
N00000702,,771,17.8,75.4,6.8,22.8,modelled
N00000703,,342,8.5,81.3,10.2,16.8,modelled
N00000704,,656,10.2,83.2,6.6,16.9,modelled
N00000705,,680,22.2,72.2,5.6,25.7,modelled
N00000706,,437,33.0,60.9,6.1,34.0,modelled
N00000707,,360,6.9,86.9,6.2,14.3,modelled
N00000708,,466,32.6,61.8,5.6,33.6,modelled
N00000709,,465,8.8,83.9,7.3,16.1,modelled
N00000710,,345,10.7,84.9,4.4,16.6,modelled
N00000711,,522,9.6,83.7,6.7,16.5,modelled
N00000712,,385,25.2,71.4,3.4,27.2,modelled
N00000713,,421,54.2,42.5,3.3,49.2,modelled
N00000714,,453,42.6,52.5,4.9,40.9,modelled
N00000715,,656,34.6,57.8,7.6,37.3,modelled
N00000716,,897,21.0,72.7,6.3,26.6,modelled
N00000717,,576,26.0,64.9,9.1,31.3,modelled
N00000718,,1923,35.9,57.2,6.9,38.1,modelled
N00000719,,260,28.5,62.3,9.2,33.3,modelled
N00000720,,484,29.5,64.5,6.0,32.9,modelled
N00000721,,460,60.7,36.5,2.8,60.2,modelled
N00000722,,495,15.8,79.6,4.6,26.8,modelled
N00000723,,445,93.0,4.7,2.3,84.5,modelled
N00000724,,495,56.4,39.6,4.0,57.4,modelled
N00000725,,477,52.4,44.4,3.2,54.1,modelled
N00000726,,445,65.8,31.2,3.0,64.2,modelled
N00000727,,274,43.4,51.8,4.8,43.1,modelled
N00000728,,495,42.8,50.3,6.9,43.3,modelled
N00000729,,355,27.9,63.7,8.4,32.5,modelled
N00000730,,305,25.2,71.1,3.7,28.9,modelled
N00000731,,267,50.2,46.8,3.0,47.6,modelled
N00000732,,569,43.1,49.0,7.9,43.9,modelled
N00000733,,325,36.9,53.5,9.6,39.7,modelled
N00000734,,416,36.1,56.0,7.9,38.6,modelled
N00000735,,422,33.9,61.6,4.5,40.5,modelled
N00000736,,382,60.5,36.1,3.4,60.3,modelled
N00000737,,382,15.2,80.4,4.4,26.3,modelled
N00000738,,432,65.0,31.9,3.1,63.6,modelled
N00000739,,444,27.7,69.1,3.2,35.4,modelled
N00000740,,567,26.8,66.7,6.5,35.8,modelled
N00000741,,345,15.7,78.0,6.3,27.5,modelled
N00000742,,286,21.0,72.0,7.0,31.7,modelled
N00000743,,270,9.3,84.1,6.6,22.7,modelled
N00000744,,283,15.9,76.0,8.1,28.2,modelled
N00000745,,470,19.1,73.4,7.5,30.5,modelled
N00000746,,508,21.5,70.3,8.2,32.5,modelled
N00000747,,401,21.4,68.6,10.0,33.0,modelled
N00000748,,454,17.2,75.6,7.2,28.9,modelled
N00000749,,387,8.5,82.2,9.3,23.0,modelled
N00000750,,319,16.6,72.1,11.3,29.8,modelled
N00000751,,464,17.5,70.7,11.8,30.7,modelled
N00000752,,412,15.5,76.9,7.6,27.8,modelled
N00000753,,436,18.1,72.2,9.7,30.4,modelled
N00000754,,436,14.7,75.5,9.8,27.9,modelled
N00000755,,391,8.2,84.9,6.9,22.0,modelled
N00000756,,366,15.8,76.2,8.0,28.1,modelled
N00000757,,451,10.0,84.3,5.7,23.0,modelled
N00000758,,471,58.4,36.1,5.5,54.7,modelled
N00000759,,304,55.3,40.8,3.9,51.8,modelled
N00000760,,250,34.0,61.6,4.4,35.8,modelled
N00000761,,421,44.4,48.9,6.7,44.5,modelled
N00000762,,222,43.7,53.6,2.7,42.6,modelled
N00000763,,410,48.0,43.4,8.6,47.8,modelled
N00000764,,278,50.7,45.0,4.3,48.4,modelled
N00000765,,413,47.2,43.1,9.7,47.6,modelled
N00000766,,776,30.7,65.1,4.2,33.3,modelled
N00000767,,312,20.5,72.8,6.7,26.4,modelled
N00000768,,276,11.2,80.8,8.0,19.7,modelled
N00000769,,393,33.6,62.1,4.3,35.5,modelled
N00000770,,374,32.1,63.4,4.5,34.4,modelled
N00000771,,233,27.5,63.1,9.4,32.6,modelled
N00000772,,456,25.9,69.1,5.0,29.9,modelled
N00000773,,420,35.7,56.4,7.9,38.3,modelled
N00000774,,1023,44.3,49.2,6.5,44.3,modelled
N00000775,,296,10.8,83.8,5.4,18.6,modelled
N00000776,,327,73.1,22.3,4.6,65.5,modelled
N00000777,,912,10.9,84.6,4.5,23.3,modelled
N00000778,,432,28.7,66.0,5.3,37.0,modelled
N00000779,,564,21.1,68.3,10.6,33.0,modelled
N00000780,,531,10.9,82.7,6.4,23.9,modelled
N00000781,,508,12.0,77.6,10.4,26.1,modelled
N00000782,,526,4.0,91.8,4.2,17.9,modelled
N00000783,,565,44.8,51.5,3.7,48.5,modelled
N00000784,,437,26.3,70.0,3.7,34.5,modelled
N00000785,,332,13.6,81.3,5.1,25.3,modelled
N00000786,,384,4.7,90.6,4.7,18.5,modelled
N00000787,,437,25.9,65.7,8.4,35.7,modelled
N00000788,,427,52.7,42.2,5.1,54.9,modelled
N00000789,,997,63.6,32.4,4.0,58.1,modelled
N00000790,,530,52.6,42.5,4.9,50.1,modelled
N00000791,,347,55.6,37.5,6.9,53.0,modelled
N00000792,,399,18.5,73.7,7.8,25.2,modelled
N00000793,,451,62.1,37.7,0.2,55.7,modelled
N00000794,,467,42.0,51.6,6.4,42.5,modelled
N00000795,,539,26.5,72.5,1.0,29.0,modelled
N00000796,,351,63.8,32.8,3.4,58.1,modelled
N00000797,,349,35.0,57.6,7.4,37.6,modelled
N00000798,,527,43.5,52.4,4.1,42.9,modelled
N00000799,,475,7.4,88.2,4.4,15.7,modelled
N00000800,,428,22.9,73.4,3.7,32.1,modelled
N00000801,,529,9.5,86.4,4.1,22.1,modelled
N00000802,,272,16.9,76.1,7.0,28.6,modelled
N00000803,,398,17.1,76.4,6.5,28.6,modelled
N00000804,,422,7.8,85.1,7.1,21.8,modelled
N00000805,,383,14.6,79.9,5.5,26.4,modelled
N00000806,,341,37.5,59.2,3.3,42.8,modelled
N00000807,,521,37.6,57.0,5.4,43.6,modelled
N00000808,,243,24.3,68.7,7.0,34.1,modelled
N00000809,,557,44.0,51.2,4.8,48.3,modelled
N00000810,,434,46.1,50.2,3.7,49.5,modelled
N00000811,,345,31.0,64.9,4.1,38.2,modelled
N00000812,,299,40.5,54.8,4.7,45.6,modelled
N00000813,,491,23.8,70.1,6.1,28.7,modelled
N00000814,,258,14.7,80.6,4.7,21.3,modelled
N00000815,,487,20.7,72.9,6.4,26.4,modelled
N00000816,,558,24.9,70.1,5.0,29.1,modelled
N00000817,,256,29.7,64.8,5.5,32.9,modelled
N00000818,,324,22.5,74.4,3.1,26.7,modelled
N00000819,,253,34.8,58.9,6.3,37.1,modelled
N00000820,,375,27.7,64.3,8.0,32.2,modelled
N00000821,,269,38.3,53.9,7.8,40.2,modelled
N00000822,,209,44.5,48.3,7.2,44.7,modelled
N00000823,,365,36.2,58.6,5.2,37.8,modelled
N00000824,,253,37.9,53.8,8.3,40.1,modelled
N00000825,,367,95.4,4.1,0.5,86.9,modelled
N00000826,,302,92.1,6.3,1.6,84.8,modelled
N00000827,,298,95.3,2.7,2.0,87.4,modelled
N00000828,,231,96.5,3.0,0.5,87.8,modelled
N00000829,,310,95.8,2.6,1.6,87.6,modelled
N00000830,,260,95.4,4.2,0.4,86.9,modelled
N00000831,,306,95.1,3.9,1.0,86.9,modelled
N00000832,,273,91.6,3.7,4.7,85.5,modelled
N00000833,,253,98.0,1.2,0.8,89.0,modelled
N00000834,,390,94.9,4.1,1.0,86.7,modelled
N00000835,,301,94.4,4.7,0.9,86.3,modelled
N00000836,,347,96.5,1.4,2.1,88.3,modelled
N00000837,,351,91.7,3.7,4.6,85.5,modelled
N00000838,,283,90.5,5.3,4.2,84.5,modelled
N00000839,,363,95.0,2.2,2.8,87.4,modelled
N00000840,,272,94.9,4.4,0.7,86.6,modelled
N00000841,,295,91.2,8.1,0.7,78.8,modelled
N00000842,,556,90.5,7.9,1.6,78.6,modelled
N00000843,,233,94.4,3.4,2.2,81.7,modelled
N00000844,,213,94.4,5.2,0.4,81.1,modelled
N00000845,,202,96.5,2.5,1.0,82.9,modelled
N00000846,,246,94.7,4.9,0.4,81.3,modelled
N00000847,,958,89.5,5.9,4.6,78.8,modelled
N00000848,,240,97.1,2.9,0.0,83.0,modelled
N00000849,,307,91.2,7.2,1.6,79.1,modelled
N00000850,,270,92.2,4.4,3.4,80.5,modelled
N00000851,,243,94.2,4.1,1.7,81.4,modelled
N00000852,,1179,94.4,3.8,1.8,81.6,modelled
N00000853,,282,91.8,5.7,2.5,79.9,modelled
N00000854,,763,94.0,4.3,1.7,81.3,modelled
N00000855,,169,26.0,66.3,7.7,37.9,modelled
N00000856,,182,20.9,64.3,14.8,36.4,modelled
N00000857,,386,13.7,79.8,6.5,28.2,modelled
N00000858,,239,25.5,51.0,23.5,42.8,modelled
N00000859,,287,27.9,56.4,15.7,42.0,modelled
N00000860,,437,18.3,69.6,12.1,33.5,modelled
N00000861,,303,19.5,64.0,16.5,35.9,modelled
N00000862,,876,19.5,66.9,13.6,35.0,modelled
N00000863,,294,9.2,80.6,10.2,26.0,modelled
N00000864,,305,13.8,66.6,19.6,32.6,modelled
N00000865,,358,19.0,64.0,17.0,35.7,modelled
N00000866,,342,20.5,58.2,21.3,38.3,modelled
N00000867,,288,23.3,59.4,17.3,39.1,modelled
N00000868,,297,17.2,66.3,16.5,34.2,modelled
N00000869,,186,16.1,73.7,10.2,31.2,modelled
N00000870,,394,7.9,75.1,17.0,27.3,modelled
N00000871,,340,7.6,80.3,12.1,25.4,modelled
N00000872,,256,10.2,78.5,11.3,27.1,modelled
N00000873,,322,95.7,3.1,1.2,88.5,modelled
N00000874,,533,62.5,25.5,12.0,67.0,modelled
N00000875,,284,82.4,14.4,3.2,79.1,modelled
N00000876,,212,66.0,32.5,1.5,66.1,modelled
N00000877,,357,13.4,77.9,8.7,28.7,modelled
N00000878,,234,35.9,59.4,4.7,44.4,modelled
N00000879,,1015,88.6,9.5,1.9,83.4,modelled
N00000880,,315,76.8,19.0,4.2,75.2,modelled
N00000881,,296,13.9,76.7,9.4,29.3,modelled
N00000882,,253,12.3,74.7,13.0,29.3,modelled
N00000883,,264,14.8,73.9,11.3,30.6,modelled
N00000884,,205,8.3,83.4,8.3,24.7,modelled
N00000885,,618,17.2,66.2,16.6,34.2,modelled
N00000886,,253,63.6,24.5,11.9,71.8,modelled
N00000887,,308,73.7,17.5,8.8,78.4,modelled
N00000888,,308,67.9,22.7,9.4,74.2,modelled
N00000889,,259,77.6,13.5,8.9,81.4,modelled
N00000890,,339,59.6,24.5,15.9,70.1,modelled
N00000891,,346,59.8,23.4,16.8,70.5,modelled
N00000892,,318,63.2,26.7,10.1,70.9,modelled
N00000893,,284,51.8,27.8,20.4,65.7,modelled
N00000894,,263,60.5,26.2,13.3,69.9,modelled
N00000895,,272,46.0,37.9,16.1,59.9,modelled
N00000896,,265,63.4,25.3,11.3,71.4,modelled
N00000897,,300,61.0,22.3,16.7,71.4,modelled
N00000898,,307,53.7,26.1,20.2,67.1,modelled
N00000899,,306,61.1,25.2,13.7,70.5,modelled
N00000900,,216,30.6,52.3,17.1,48.5,modelled
N00000901,,313,65.5,18.8,15.7,74.5,modelled
N00000902,,294,60.5,25.2,14.3,70.2,modelled
N00000903,,206,20.4,34.5,45.1,50.1,modelled
N00000904,,446,43.3,37.0,19.7,59.0,modelled
N00000905,,325,46.2,34.8,19.0,61.0,modelled
N00000906,,263,3.0,93.5,3.5,12.9,modelled
N00000907,,332,4.8,78.3,16.9,18.7,modelled
N00000908,,329,2.7,89.1,8.2,14.3,modelled
N00000909,,246,8.9,85.4,5.7,18.1,modelled
N00000910,,273,10.3,77.3,12.4,21.4,modelled
N00000911,,239,5.0,85.8,9.2,16.3,modelled
N00000912,,243,8.6,79.4,12.0,20.0,modelled
N00000913,,321,6.2,86.9,6.9,16.5,modelled
N00000914,,294,10.5,82.7,6.8,19.7,modelled
N00000915,,214,10.7,83.2,6.1,19.6,modelled
N00000916,,234,6.0,82.1,11.9,18.0,modelled
N00000917,,226,11.1,81.9,7.0,20.2,modelled
N00000918,,261,10.0,79.3,10.7,20.6,modelled
N00000919,,229,11.4,79.5,9.1,21.1,modelled
N00000920,,148,3.4,87.8,8.8,15.0,modelled
N00000921,,713,4.3,88.1,7.6,15.3,modelled
N00000922,,292,25.0,65.4,9.6,31.6,modelled
N00000923,,257,8.2,80.5,11.3,19.5,modelled
N00000924,,224,6.7,88.4,4.9,16.2,modelled
N00000925,,288,4.2,86.5,9.3,15.8,modelled
N00000926,,284,89.4,7.0,3.6,83.4,modelled
N00000927,,421,86.0,12.6,1.4,80.1,modelled
N00000928,,356,93.0,5.6,1.4,85.4,modelled
N00000929,,437,89.7,6.4,3.9,83.8,modelled
N00000930,,364,88.2,6.0,5.8,83.3,modelled
N00000931,,682,92.2,6.0,1.8,84.9,modelled
N00000932,,419,90.9,5.7,3.4,84.5,modelled
N00000933,,288,91.0,3.8,5.2,85.2,modelled
N00000934,,282,90.1,4.3,5.6,84.6,modelled
N00000935,,251,84.5,8.8,6.7,80.7,modelled
N00000936,,473,96.0,2.7,1.3,87.7,modelled
N00000937,,433,92.4,4.6,3.0,85.5,modelled
N00000938,,345,95.9,3.5,0.6,87.4,modelled
N00000939,,198,86.4,11.1,2.5,80.8,modelled
N00000940,,252,90.1,5.6,4.3,84.2,modelled
N00000941,,343,71.1,23.0,5.9,65.3,modelled
N00000942,,280,77.9,18.9,3.2,69.6,modelled
N00000943,,272,82.0,11.8,6.2,73.7,modelled
N00000944,,245,82.4,12.7,4.9,73.5,modelled
N00000945,,254,78.0,18.9,3.1,69.6,modelled
N00000946,,386,24.9,63.7,11.4,32.1,modelled
N00000947,,248,87.5,9.3,3.2,76.8,modelled
N00000948,,225,80.9,12.0,7.1,73.1,modelled
N00000949,,314,80.6,15.3,4.1,71.9,modelled
N00000950,,317,63.4,29.0,7.6,60.0,modelled
N00000951,,240,53.8,42.5,3.7,51.5,modelled
N00000952,,391,20.5,61.4,18.1,31.0,modelled
N00000953,,238,79.0,16.4,4.6,70.9,modelled
N00000954,,275,13.8,75.3,10.9,23.6,modelled
N00000955,,394,70.3,23.9,5.8,64.7,modelled
N00000956,,488,78.1,15.4,6.5,70.8,modelled
N00000957,,555,10.3,81.1,8.6,26.3,modelled
N00000958,,294,8.2,81.3,10.5,25.4,modelled
N00000959,,476,4.0,85.3,10.7,22.2,modelled
N00000960,,515,11.1,78.6,10.3,27.5,modelled
N00000961,,311,5.5,83.9,10.6,23.3,modelled
N00000962,,338,11.5,76.9,11.6,28.2,modelled
N00000963,,252,8.3,80.2,11.5,25.8,modelled
N00000964,,297,6.1,84.8,9.1,23.3,modelled
N00000965,,300,5.3,87.3,7.4,22.1,modelled
N00000966,,331,7.3,81.9,10.8,24.8,modelled
N00000967,,378,13.0,73.5,13.5,30.0,modelled
N00000968,,255,7.1,83.9,9.0,24.0,modelled
N00000969,,193,11.4,77.7,10.9,27.9,modelled
N00000970,,486,14.0,73.0,13.0,30.6,modelled
N00000971,,261,3.1,88.5,8.4,20.8,modelled
N00000972,,317,5.0,84.2,10.8,23.0,modelled
N00000973,,331,12.4,74.9,12.7,29.3,modelled
N00000974,,275,6.2,80.0,13.8,24.9,modelled
N00000975,,262,13.7,71.0,15.3,35.1,modelled
N00000976,,141,17.0,71.6,11.4,36.3,modelled
N00000977,,285,8.8,80.4,10.8,29.9,modelled
N00000978,,239,14.2,71.5,14.3,35.2,modelled
N00000979,,217,12.9,72.8,14.3,34.2,modelled
N00000980,,223,24.2,65.0,10.8,41.6,modelled
N00000981,,207,17.4,69.6,13.0,37.2,modelled
N00000982,,252,21.0,61.9,17.1,41.3,modelled
N00000983,,336,11.0,75.0,14.0,32.6,modelled
N00000984,,329,24.6,59.6,15.8,43.5,modelled
N00000985,,244,9.8,81.6,8.6,29.9,modelled
N00000986,,214,15.4,71.5,13.1,35.7,modelled
N00000987,,367,12.5,73.0,14.5,34.0,modelled
N00000988,,146,23.3,64.4,12.3,41.4,modelled
N00000989,,262,5.0,85.1,9.9,26.7,modelled
N00000990,,274,15.3,67.2,17.5,37.1,modelled
N00000991,,269,15.6,70.6,13.8,32.1,modelled
N00000992,,462,13.4,68.4,18.2,31.9,modelled
N00000993,,236,15.3,66.5,18.2,33.3,modelled
N00000994,,928,16.8,67.0,16.2,33.8,modelled
N00000995,,195,7.2,80.0,12.8,25.4,modelled
N00000996,,383,15.4,73.4,11.2,31.0,modelled
N00000997,,271,14.8,75.3,9.9,30.2,modelled
