DZ21,con,catholic_bg_pct,soft,unity,lo90,hi90,band90_width,p_below50,maj_uncert
N20000311,NEWRY AND ARMAGH,62.4,0.676,56.5,48.1,65.0,16.9,0.101,0.101
N20000312,NEWRY AND ARMAGH,78.5,0.815,65.7,55.7,75.6,19.9,0.005,0.005
N20000313,NEWRY AND ARMAGH,71.1,0.751,61.5,52.2,70.7,18.5,0.021,0.021
N20000314,NEWRY AND ARMAGH,25.5,0.358,35.7,30.4,40.9,10.5,1.0,0.0
N20000315,NEWRY AND ARMAGH,43.9,0.517,46.1,39.3,52.9,13.6,0.829,0.171
N20000316,NEWRY AND ARMAGH,82.9,0.853,68.2,57.8,78.5,20.7,0.002,0.002
N20000317,NEWRY AND ARMAGH,86.7,0.885,70.3,59.6,81.0,21.4,0.001,0.001
N20000318,NEWRY AND ARMAGH,87.7,0.894,70.9,60.1,81.6,21.5,0.001,0.001
N20000319,NEWRY AND ARMAGH,71.1,0.751,61.5,52.2,70.7,18.5,0.021,0.021
N20000320,NEWRY AND ARMAGH,27.6,0.376,36.9,31.4,42.3,10.9,1.0,0.0
N20000321,NEWRY AND ARMAGH,92.7,0.937,73.7,62.5,84.9,22.4,0.0,0.0
N20000322,NEWRY AND ARMAGH,91.4,0.926,73.0,61.8,84.1,22.3,0.0,0.0
N20000323,NEWRY AND ARMAGH,75.7,0.791,64.1,54.4,73.7,19.3,0.008,0.008
N20000324,NEWRY AND ARMAGH,48.1,0.553,48.5,41.3,55.6,14.3,0.639,0.361
N20000325,NEWRY AND ARMAGH,47.9,0.551,48.3,41.2,55.5,14.3,0.649,0.351
N20000326,NEWRY AND ARMAGH,9.4,0.22,26.6,22.4,30.7,8.3,1.0,0.0
N20000328,NEWRY AND ARMAGH,52.2,0.588,50.8,43.3,58.3,15.0,0.433,0.433
N20000329,NEWRY AND ARMAGH,88.5,0.901,71.3,60.5,82.2,21.7,0.001,0.001
N20000330,NEWRY AND ARMAGH,84.2,0.864,68.9,58.4,79.3,20.9,0.002,0.002
N20000331,NEWRY AND ARMAGH,84.7,0.868,69.2,58.7,79.7,21.0,0.001,0.001
N20000332,NEWRY AND ARMAGH,58.6,0.643,54.4,46.3,62.5,16.2,0.186,0.186
N20000334,NEWRY AND ARMAGH,53.5,0.599,51.5,43.9,59.1,15.2,0.373,0.373
N20000335,NEWRY AND ARMAGH,83.7,0.86,68.6,58.2,79.0,20.8,0.002,0.002
N20000336,NEWRY AND ARMAGH,65.8,0.705,58.5,49.7,67.2,17.5,0.056,0.056
N20000337,NEWRY AND ARMAGH,67.4,0.719,59.4,50.5,68.3,17.8,0.042,0.042
N20000338,NEWRY AND ARMAGH,25.7,0.36,35.8,30.5,41.1,10.6,1.0,0.0
N20000339,NEWRY AND ARMAGH,65.2,0.7,58.1,49.5,66.8,17.3,0.062,0.062
N20000340,NEWRY AND ARMAGH,32.4,0.418,39.6,33.8,45.4,11.6,0.998,0.002
N20000341,NEWRY AND ARMAGH,71.7,0.756,61.8,52.5,71.1,18.6,0.018,0.018
N20000342,NEWRY AND ARMAGH,87.8,0.895,70.9,60.1,81.7,21.6,0.001,0.001
N20000343,NEWRY AND ARMAGH,54.3,0.606,52.0,44.3,59.7,15.4,0.338,0.338
N20000344,NEWRY AND ARMAGH,55.7,0.618,52.8,44.9,60.6,15.7,0.282,0.282
N20000346,NEWRY AND ARMAGH,65.5,0.703,58.3,49.6,67.0,17.4,0.059,0.059
N20000348,NEWRY AND ARMAGH,89.1,0.906,71.7,60.8,82.6,21.8,0.001,0.001
N20000350,NEWRY AND ARMAGH,91.4,0.926,73.0,61.8,84.1,22.3,0.0,0.0
N20000351,NEWRY AND ARMAGH,87.0,0.888,70.5,59.8,81.2,21.4,0.001,0.001
N20000352,NEWRY AND ARMAGH,83.9,0.861,68.7,58.3,79.1,20.8,0.002,0.002
N20000353,NEWRY AND ARMAGH,84.9,0.87,69.3,58.8,79.8,21.0,0.001,0.001
N20000354,NEWRY AND ARMAGH,78.6,0.816,65.7,55.8,75.6,19.8,0.005,0.005
N20000355,NEWRY AND ARMAGH,94.3,0.951,74.6,63.2,86.0,22.8,0.0,0.0
N20000356,UPPER BANN,53.2,0.608,51.3,43.6,59.0,15.4,0.388,0.388
N20000357,FERMANAGH AND SOUTH TYRONE,6.5,0.176,24.9,21.1,28.8,7.7,1.0,0.0
N20000358,UPPER BANN,36.9,0.471,42.1,35.8,48.4,12.6,0.98,0.02
N20000360,UPPER BANN,47.9,0.563,48.3,41.1,55.6,14.5,0.646,0.354
N20000361,FERMANAGH AND SOUTH TYRONE,63.2,0.676,57.0,48.6,65.4,16.8,0.086,0.086
N20000362,FERMANAGH AND SOUTH TYRONE,20.3,0.298,32.7,28.0,37.5,9.5,1.0,0.0
N20000364,UPPER BANN,33.6,0.443,40.2,34.2,46.3,12.1,0.996,0.004
N20000366,UPPER BANN,23.9,0.362,34.8,29.5,40.1,10.6,1.0,0.0
N20000367,NEWRY AND ARMAGH,40.9,0.491,44.4,37.9,50.9,13.0,0.921,0.079
N20000368,UPPER BANN,15.6,0.292,30.1,25.4,34.8,9.4,1.0,0.0
N20000371,UPPER BANN,90.1,0.917,72.2,61.2,83.3,22.1,0.0,0.0
N20000372,UPPER BANN,89.6,0.913,71.9,61.0,82.9,21.9,0.001,0.001
N20000373,UPPER BANN,92.7,0.939,73.7,62.4,85.0,22.6,0.0,0.0
N20000375,UPPER BANN,85.7,0.88,69.7,59.1,80.4,21.3,0.001,0.001
N20000377,UPPER BANN,30.5,0.417,38.5,32.7,44.3,11.6,0.999,0.001
N20000378,UPPER BANN,94.0,0.95,74.4,63.0,85.8,22.8,0.0,0.0
N20000379,UPPER BANN,79.6,0.829,66.3,56.2,76.3,20.1,0.004,0.004
N20000380,UPPER BANN,72.0,0.765,62.0,52.6,71.4,18.8,0.018,0.018
N20000381,UPPER BANN,84.2,0.868,68.9,58.4,79.4,21.0,0.002,0.002
N20000382,UPPER BANN,75.1,0.791,63.7,54.1,73.4,19.3,0.01,0.01
N20000383,UPPER BANN,29.0,0.405,37.6,32.0,43.3,11.3,1.0,0.0
N20000384,UPPER BANN,11.1,0.255,27.5,23.1,31.9,8.8,1.0,0.0
N20000385,UPPER BANN,12.9,0.27,28.5,24.0,33.0,9.0,1.0,0.0
N20000386,UPPER BANN,78.3,0.818,65.5,55.6,75.5,19.9,0.005,0.005
N20000387,UPPER BANN,11.8,0.261,27.9,23.5,32.3,8.8,1.0,0.0
N20000388,UPPER BANN,11.3,0.256,27.6,23.2,32.0,8.8,1.0,0.0
N20000389,UPPER BANN,17.1,0.305,30.9,26.1,35.7,9.6,1.0,0.0
N20000390,UPPER BANN,17.8,0.311,31.3,26.5,36.2,9.7,1.0,0.0
N20000392,UPPER BANN,9.3,0.24,26.5,22.2,30.8,8.6,1.0,0.0
N20000393,UPPER BANN,25.8,0.378,35.8,30.4,41.3,10.9,1.0,0.0
N20000395,UPPER BANN,42.4,0.517,45.2,38.4,52.0,13.6,0.876,0.124
N20000396,UPPER BANN,10.6,0.251,27.2,22.9,31.6,8.7,1.0,0.0
N20000397,UPPER BANN,3.9,0.194,23.4,19.5,27.4,7.9,1.0,0.0
N20000398,UPPER BANN,31.7,0.427,39.2,33.3,45.1,11.8,0.999,0.001
N20000400,UPPER BANN,42.5,0.518,45.3,38.5,52.1,13.6,0.873,0.127
N20000401,NEWRY AND ARMAGH,69.2,0.735,60.4,51.3,69.4,18.1,0.03,0.03
N20000402,UPPER BANN,16.8,0.302,30.7,26.0,35.5,9.5,1.0,0.0
N20000403,UPPER BANN,40.7,0.503,44.3,37.6,50.9,13.3,0.922,0.078
N20000404,UPPER BANN,17.7,0.31,31.2,26.4,36.1,9.7,1.0,0.0
N20000405,UPPER BANN,29.0,0.405,37.6,32.0,43.3,11.3,1.0,0.0
N20000407,UPPER BANN,14.5,0.283,29.4,24.8,34.1,9.3,1.0,0.0
N20000408,NEWRY AND ARMAGH,20.5,0.315,32.8,27.9,37.7,9.8,1.0,0.0
N20000409,UPPER BANN,5.7,0.209,24.5,20.4,28.5,8.1,1.0,0.0
N20000410,UPPER BANN,16.4,0.299,30.5,25.8,35.3,9.5,1.0,0.0
N20000411,UPPER BANN,37.1,0.473,42.2,35.9,48.6,12.7,0.978,0.022
N20000412,UPPER BANN,20.0,0.329,32.6,27.5,37.6,10.1,1.0,0.0
N20000413,UPPER BANN,23.6,0.36,34.6,29.3,39.9,10.6,1.0,0.0
N20000414,UPPER BANN,19.0,0.321,32.0,27.1,36.9,9.8,1.0,0.0
N20000415,UPPER BANN,19.2,0.323,32.1,27.2,37.0,9.8,1.0,0.0
N20000416,NEWRY AND ARMAGH,33.3,0.425,40.1,34.2,46.0,11.8,0.997,0.003
N20000417,UPPER BANN,8.5,0.233,26.0,21.8,30.3,8.5,1.0,0.0
N20000418,NEWRY AND ARMAGH,38.1,0.467,42.8,36.5,49.1,12.6,0.97,0.03
N20000419,UPPER BANN,23.4,0.358,34.5,29.2,39.7,10.5,1.0,0.0
N20000420,UPPER BANN,18.0,0.313,31.4,26.6,36.3,9.7,1.0,0.0
N20000422,UPPER BANN,77.6,0.812,65.2,55.3,75.0,19.7,0.006,0.006
N20000423,UPPER BANN,93.0,0.941,73.9,62.6,85.2,22.6,0.0,0.0
N20000424,UPPER BANN,82.4,0.852,67.9,57.5,78.2,20.7,0.002,0.002
N20000425,UPPER BANN,78.7,0.821,65.8,55.8,75.8,20.0,0.005,0.005
N20000426,UPPER BANN,95.8,0.965,75.5,63.9,87.0,23.1,0.0,0.0
N20000427,UPPER BANN,92.9,0.94,73.8,62.5,85.1,22.6,0.0,0.0
N20000428,UPPER BANN,91.7,0.93,73.1,62.0,84.3,22.3,0.0,0.0
N20000429,UPPER BANN,91.5,0.929,73.0,61.9,84.2,22.3,0.0,0.0
N20000430,UPPER BANN,22.6,0.351,34.0,28.8,39.2,10.4,1.0,0.0
N20000431,UPPER BANN,90.7,0.922,72.6,61.5,83.6,22.1,0.0,0.0
N20000432,UPPER BANN,92.4,0.936,73.5,62.3,84.8,22.5,0.0,0.0
N20000433,UPPER BANN,61.5,0.677,56.0,47.6,64.5,16.9,0.12,0.12
N20000434,UPPER BANN,54.8,0.621,52.2,44.4,60.1,15.7,0.319,0.319
N20000435,UPPER BANN,75.7,0.796,64.1,54.4,73.8,19.4,0.009,0.009
N20000436,UPPER BANN,60.3,0.667,55.4,47.0,63.7,16.7,0.146,0.146
N20000437,UPPER BANN,55.6,0.628,52.7,44.8,60.6,15.8,0.288,0.288
N20000438,UPPER BANN,51.7,0.595,50.5,42.9,58.1,15.2,0.458,0.458
N20000439,UPPER BANN,91.5,0.929,73.0,61.9,84.2,22.3,0.0,0.0
N20000440,UPPER BANN,20.5,0.334,32.8,27.8,37.9,10.1,1.0,0.0
N20000441,UPPER BANN,70.2,0.75,61.0,51.7,70.2,18.5,0.026,0.026
N20000442,UPPER BANN,76.5,0.803,64.5,54.7,74.3,19.6,0.007,0.007
N20000443,UPPER BANN,37.1,0.473,42.2,35.9,48.6,12.7,0.978,0.022
N20000444,UPPER BANN,53.6,0.611,51.6,43.8,59.3,15.5,0.37,0.37
N20000445,UPPER BANN,65.9,0.714,58.5,49.7,67.4,17.7,0.057,0.057
N20000446,UPPER BANN,33.6,0.443,40.2,34.2,46.3,12.1,0.996,0.004
N20000447,UPPER BANN,42.8,0.52,45.5,38.6,52.3,13.7,0.863,0.137
N20000448,UPPER BANN,84.5,0.87,69.1,58.5,79.6,21.1,0.001,0.001
N20000449,UPPER BANN,79.4,0.827,66.2,56.1,76.2,20.1,0.004,0.004
N20000450,UPPER BANN,8.6,0.234,26.1,21.9,30.3,8.4,1.0,0.0
N20000451,UPPER BANN,26.1,0.38,36.0,30.5,41.5,11.0,1.0,0.0
N20000452,UPPER BANN,82.6,0.854,68.0,57.6,78.3,20.7,0.002,0.002
N20000453,UPPER BANN,81.3,0.843,67.2,57.0,77.5,20.5,0.003,0.003
N20000454,UPPER BANN,80.1,0.833,66.6,56.5,76.7,20.2,0.004,0.004
N20000455,UPPER BANN,22.8,0.353,34.1,28.9,39.3,10.4,1.0,0.0
N20000456,UPPER BANN,14.2,0.281,29.3,24.7,33.9,9.2,1.0,0.0
N20000457,UPPER BANN,14.0,0.279,29.2,24.6,33.7,9.1,1.0,0.0
N20000458,UPPER BANN,41.4,0.509,44.7,38.0,51.4,13.4,0.904,0.096
N20000459,UPPER BANN,18.4,0.316,31.6,26.8,36.5,9.7,1.0,0.0
N20000460,UPPER BANN,18.8,0.319,31.9,27.0,36.8,9.8,1.0,0.0
N20000461,UPPER BANN,16.7,0.302,30.7,25.9,35.5,9.6,1.0,0.0
N20000462,UPPER BANN,8.8,0.235,26.2,22.0,30.5,8.5,1.0,0.0
N20000463,UPPER BANN,7.3,0.223,25.4,21.2,29.5,8.3,1.0,0.0
N20000464,UPPER BANN,14.0,0.279,29.2,24.6,33.7,9.1,1.0,0.0
N20000465,UPPER BANN,47.2,0.557,47.9,40.8,55.1,14.3,0.68,0.32
N20000466,UPPER BANN,8.2,0.23,25.9,21.7,30.1,8.4,1.0,0.0
N20000467,UPPER BANN,47.2,0.557,47.9,40.8,55.1,14.3,0.68,0.32
N20000468,UPPER BANN,17.2,0.306,31.0,26.2,35.8,9.6,1.0,0.0
N20000469,UPPER BANN,10.4,0.249,27.1,22.8,31.5,8.7,1.0,0.0
N20000470,UPPER BANN,8.7,0.235,26.2,21.9,30.4,8.5,1.0,0.0
N20000472,UPPER BANN,12.8,0.269,28.5,24.0,33.0,9.0,1.0,0.0
N20000473,UPPER BANN,30.7,0.419,38.6,32.8,44.4,11.6,0.999,0.001
N20000474,UPPER BANN,15.6,0.292,30.1,25.4,34.8,9.4,1.0,0.0
N20000475,UPPER BANN,9.4,0.24,26.6,22.3,30.8,8.5,1.0,0.0
N20000476,UPPER BANN,79.7,0.83,66.3,56.3,76.4,20.1,0.004,0.004
N20000477,UPPER BANN,89.4,0.911,71.8,60.9,82.8,21.9,0.001,0.001
N20000478,UPPER BANN,80.6,0.837,66.8,56.7,77.0,20.3,0.003,0.003
N20000481,UPPER BANN,91.9,0.932,73.2,62.1,84.4,22.3,0.0,0.0
N20000482,UPPER BANN,59.9,0.664,55.1,46.8,63.4,16.6,0.155,0.155
N20000483,UPPER BANN,93.8,0.948,74.3,63.0,85.7,22.7,0.0,0.0
N20000484,UPPER BANN,93.0,0.941,73.9,62.6,85.2,22.6,0.0,0.0
N20000488,UPPER BANN,54.8,0.621,52.2,44.4,60.1,15.7,0.319,0.319
N20000489,UPPER BANN,96.6,0.971,75.9,64.3,87.5,23.2,0.0,0.0
N20000490,UPPER BANN,94.9,0.957,74.9,63.5,86.4,22.9,0.0,0.0
N20000492,UPPER BANN,96.6,0.971,75.9,64.3,87.5,23.2,0.0,0.0
N20000493,UPPER BANN,95.0,0.958,75.0,63.5,86.5,23.0,0.0,0.0
N20000494,UPPER BANN,95.6,0.963,75.3,63.8,86.9,23.1,0.0,0.0
N20000495,UPPER BANN,94.9,0.957,74.9,63.5,86.4,22.9,0.0,0.0
N20000496,UPPER BANN,87.5,0.895,70.8,60.0,81.5,21.5,0.001,0.001
N20000498,UPPER BANN,68.3,0.734,59.9,50.8,68.9,18.1,0.036,0.036
N20000500,UPPER BANN,82.0,0.849,67.6,57.4,77.9,20.5,0.002,0.002
N20000501,UPPER BANN,24.0,0.363,34.8,29.5,40.1,10.6,1.0,0.0
N20000502,UPPER BANN,31.6,0.427,39.1,33.2,45.0,11.8,0.999,0.001
N20000503,UPPER BANN,94.4,0.953,74.7,63.2,86.1,22.9,0.0,0.0
N20000504,UPPER BANN,76.8,0.806,64.7,54.9,74.5,19.6,0.007,0.007
N20000505,UPPER BANN,86.9,0.89,70.4,59.7,81.1,21.4,0.001,0.001
N20000506,UPPER BANN,78.6,0.821,65.7,55.7,75.7,20.0,0.005,0.005
N20000507,UPPER BANN,29.8,0.411,38.1,32.3,43.8,11.5,1.0,0.0
N20000508,UPPER BANN,85.0,0.874,69.3,58.8,79.9,21.1,0.001,0.001
N20000509,UPPER BANN,82.1,0.85,67.7,57.4,78.0,20.6,0.002,0.002
N20000510,UPPER BANN,12.3,0.265,28.2,23.7,32.7,9.0,1.0,0.0
N20000512,UPPER BANN,73.1,0.774,62.6,53.1,72.1,19.0,0.015,0.015
N20000513,UPPER BANN,36.5,0.468,41.9,35.6,48.2,12.6,0.983,0.017
N20000514,UPPER BANN,22.6,0.351,34.0,28.8,39.2,10.4,1.0,0.0
N20000515,UPPER BANN,36.9,0.471,42.1,35.8,48.4,12.6,0.98,0.02
N20000516,UPPER BANN,86.6,0.888,70.2,59.5,81.0,21.5,0.001,0.001
N20000517,UPPER BANN,7.0,0.22,25.2,21.1,29.3,8.2,1.0,0.0
N20000518,UPPER BANN,6.0,0.212,24.6,20.5,28.7,8.2,1.0,0.0
N20000519,UPPER BANN,14.1,0.28,29.2,24.6,33.8,9.2,1.0,0.0
N20000520,UPPER BANN,7.0,0.22,25.2,21.1,29.3,8.2,1.0,0.0
N20000521,UPPER BANN,32.8,0.437,39.8,33.8,45.8,12.0,0.997,0.003
N20000522,UPPER BANN,92.2,0.935,73.4,62.2,84.6,22.4,0.0,0.0
N20000523,UPPER BANN,13.6,0.276,28.9,24.4,33.5,9.1,1.0,0.0
N20000524,UPPER BANN,75.7,0.796,64.1,54.4,73.8,19.4,0.009,0.009
N20000526,UPPER BANN,18.2,0.314,31.5,26.7,36.4,9.7,1.0,0.0
N20000527,UPPER BANN,31.0,0.422,38.8,32.9,44.6,11.7,0.999,0.001
N20000528,UPPER BANN,93.5,0.946,74.2,62.8,85.5,22.7,0.0,0.0
N20000529,UPPER BANN,18.8,0.319,31.9,27.0,36.8,9.8,1.0,0.0
N20000530,UPPER BANN,92.7,0.939,73.7,62.4,85.0,22.6,0.0,0.0
N20000531,UPPER BANN,8.5,0.233,26.0,21.8,30.3,8.5,1.0,0.0
N20000532,UPPER BANN,87.4,0.894,70.7,59.9,81.5,21.6,0.001,0.001
N20000533,UPPER BANN,12.3,0.265,28.2,23.7,32.7,9.0,1.0,0.0
N20000534,UPPER BANN,23.0,0.354,34.2,29.0,39.5,10.5,1.0,0.0
N20000535,UPPER BANN,80.2,0.834,66.6,56.5,76.7,20.2,0.004,0.004
N20000536,UPPER BANN,82.9,0.857,68.2,57.8,78.5,20.7,0.002,0.002
N20000537,UPPER BANN,8.0,0.229,25.8,21.6,30.0,8.4,1.0,0.0
N20000538,UPPER BANN,90.1,0.917,72.2,61.2,83.3,22.1,0.0,0.0
N20000539,UPPER BANN,14.3,0.282,29.3,24.7,33.9,9.2,1.0,0.0
N20000540,UPPER BANN,20.7,0.335,32.9,27.9,38.0,10.1,1.0,0.0
N20000542,UPPER BANN,13.8,0.277,29.0,24.5,33.6,9.1,1.0,0.0
N20000543,UPPER BANN,94.4,0.953,74.7,63.2,86.1,22.9,0.0,0.0
N20000544,UPPER BANN,9.6,0.242,26.7,22.4,31.0,8.6,1.0,0.0
N20000545,UPPER BANN,7.0,0.22,25.2,21.1,29.3,8.2,1.0,0.0
N20000546,UPPER BANN,18.3,0.315,31.6,26.7,36.5,9.8,1.0,0.0
N20000547,UPPER BANN,13.4,0.274,28.8,24.3,33.4,9.1,1.0,0.0
N20000548,UPPER BANN,12.2,0.264,28.1,23.7,32.6,8.9,1.0,0.0
N20000549,UPPER BANN,8.2,0.23,25.9,21.7,30.1,8.4,1.0,0.0
N20000550,UPPER BANN,18.6,0.318,31.8,26.9,36.7,9.8,1.0,0.0
N20000551,UPPER BANN,9.2,0.239,26.4,22.2,30.7,8.5,1.0,0.0
N20000552,UPPER BANN,8.7,0.235,26.2,21.9,30.4,8.5,1.0,0.0
N20000553,UPPER BANN,11.9,0.261,28.0,23.5,32.4,8.9,1.0,0.0
N20000554,UPPER BANN,11.4,0.257,27.7,23.3,32.1,8.8,1.0,0.0
N20000555,UPPER BANN,5.1,0.204,24.1,20.1,28.1,8.0,1.0,0.0
N20000556,UPPER BANN,12.7,0.268,28.4,23.9,32.9,9.0,1.0,0.0
N20000557,UPPER BANN,6.1,0.213,24.7,20.6,28.8,8.2,1.0,0.0
N20000558,UPPER BANN,9.9,0.245,26.8,22.5,31.2,8.7,1.0,0.0
N20000559,UPPER BANN,5.9,0.211,24.6,20.5,28.6,8.1,1.0,0.0
N20000560,LAGAN VALLEY,19.4,0.32,32.2,27.3,37.1,9.8,1.0,0.0
N20000561,UPPER BANN,7.9,0.228,25.7,21.5,29.9,8.4,1.0,0.0
N20000562,LAGAN VALLEY,8.6,0.229,26.1,21.9,30.3,8.4,1.0,0.0
N20000563,LAGAN VALLEY,26.4,0.379,36.2,30.7,41.6,10.9,1.0,0.0
N20000564,UPPER BANN,9.2,0.239,26.4,22.2,30.7,8.5,1.0,0.0
N20000565,LAGAN VALLEY,20.6,0.33,32.9,27.9,37.9,10.0,1.0,0.0
N20000566,LAGAN VALLEY,14.3,0.277,29.3,24.8,33.9,9.1,1.0,0.0
N20000567,UPPER BANN,5.4,0.207,24.3,20.2,28.3,8.1,1.0,0.0
N20000568,LAGAN VALLEY,16.5,0.295,30.6,25.9,35.3,9.4,1.0,0.0
N20000569,UPPER BANN,19.7,0.327,32.4,27.4,37.4,10.0,1.0,0.0
N20000570,LAGAN VALLEY,24.6,0.364,35.2,29.8,40.5,10.7,1.0,0.0
N20000571,LAGAN VALLEY,19.0,0.317,32.0,27.1,36.9,9.8,1.0,0.0
N20000572,UPPER BANN,5.9,0.211,24.6,20.5,28.6,8.1,1.0,0.0
N20000573,LAGAN VALLEY,18.6,0.313,31.8,26.9,36.6,9.7,1.0,0.0
N20000574,LAGAN VALLEY,15.5,0.287,30.0,25.4,34.7,9.3,1.0,0.0
N20000575,LAGAN VALLEY,15.4,0.286,29.9,25.3,34.6,9.3,1.0,0.0
N20000577,LAGAN VALLEY,12.1,0.258,28.1,23.7,32.5,8.8,1.0,0.0
N20000578,LAGAN VALLEY,18.3,0.311,31.6,26.7,36.4,9.7,1.0,0.0
N20000579,LAGAN VALLEY,10.9,0.248,27.4,23.1,31.7,8.6,1.0,0.0
N20000580,UPPER BANN,17.9,0.312,31.4,26.5,36.2,9.7,1.0,0.0
N20000581,UPPER BANN,6.7,0.218,25.0,20.9,29.1,8.2,1.0,0.0
N20000582,LAGAN VALLEY,12.2,0.259,28.1,23.7,32.6,8.9,1.0,0.0
N20000583,LAGAN VALLEY,13.3,0.268,28.8,24.3,33.3,9.0,1.0,0.0
N20000584,LAGAN VALLEY,12.2,0.259,28.1,23.7,32.6,8.9,1.0,0.0
N20000585,UPPER BANN,18.2,0.314,31.5,26.7,36.4,9.7,1.0,0.0
N20000586,LAGAN VALLEY,10.9,0.248,27.4,23.1,31.7,8.6,1.0,0.0
N20000587,LAGAN VALLEY,11.0,0.249,27.5,23.1,31.8,8.7,1.0,0.0
N20000589,LAGAN VALLEY,5.8,0.205,24.5,20.5,28.6,8.1,1.0,0.0
N20000590,LAGAN VALLEY,26.7,0.382,36.3,30.9,41.8,10.9,1.0,0.0
N20000591,SOUTH DOWN,19.2,0.317,32.1,27.2,37.0,9.8,1.0,0.0
N20000592,SOUTH DOWN,41.4,0.505,44.7,38.0,51.3,13.3,0.906,0.094
N20000593,SOUTH DOWN,24.0,0.358,34.8,29.6,40.1,10.5,1.0,0.0
N20000594,UPPER BANN,24.8,0.37,35.3,29.9,40.6,10.7,1.0,0.0
N20000595,UPPER BANN,38.3,0.483,42.9,36.5,49.3,12.8,0.965,0.035
N20000597,UPPER BANN,60.8,0.671,55.6,47.3,64.0,16.7,0.135,0.135
N20000598,UPPER BANN,53.9,0.614,51.7,44.0,59.5,15.5,0.357,0.357
N20000599,UPPER BANN,22.8,0.353,34.1,28.9,39.3,10.4,1.0,0.0
N20000600,UPPER BANN,65.0,0.707,58.0,49.3,66.8,17.5,0.066,0.066
N20000601,UPPER BANN,39.2,0.49,43.4,36.9,49.9,13.0,0.951,0.049
N20000602,UPPER BANN,36.4,0.467,41.8,35.5,48.1,12.6,0.983,0.017
N20000603,UPPER BANN,18.5,0.317,31.7,26.8,36.6,9.8,1.0,0.0
N20000604,UPPER BANN,21.9,0.345,33.6,28.5,38.8,10.3,1.0,0.0
N20000605,UPPER BANN,64.3,0.701,57.6,48.9,66.3,17.4,0.075,0.075
N20000606,UPPER BANN,48.8,0.571,48.9,41.5,56.2,14.7,0.601,0.399
N20000608,UPPER BANN,29.2,0.406,37.8,32.1,43.5,11.4,1.0,0.0
N20000609,UPPER BANN,36.3,0.466,41.8,35.5,48.1,12.6,0.984,0.016
N20000610,UPPER BANN,29.1,0.406,37.7,32.0,43.4,11.4,1.0,0.0
N20000611,UPPER BANN,33.8,0.445,40.4,34.3,46.4,12.1,0.995,0.005
N20000612,UPPER BANN,36.7,0.469,42.0,35.7,48.3,12.6,0.981,0.019
N20000613,UPPER BANN,32.6,0.435,39.7,33.7,45.7,12.0,0.998,0.002
N20000614,SOUTH DOWN,24.2,0.359,34.9,29.7,40.2,10.5,1.0,0.0
N20000615,UPPER BANN,46.1,0.548,47.3,40.2,54.4,14.2,0.732,0.268
N20000616,UPPER BANN,38.4,0.484,43.0,36.5,49.4,12.9,0.963,0.037
N20000617,UPPER BANN,35.1,0.456,41.1,34.9,47.3,12.4,0.991,0.009
N20000618,UPPER BANN,39.6,0.494,43.6,37.1,50.2,13.1,0.944,0.056
N20000619,UPPER BANN,60.6,0.67,55.5,47.2,63.9,16.7,0.139,0.139
N20000620,UPPER BANN,39.1,0.489,43.4,36.9,49.9,13.0,0.953,0.047
N20000621,UPPER BANN,50.8,0.588,50.0,42.5,57.5,15.0,0.501,0.499
N20000622,UPPER BANN,50.5,0.585,49.8,42.3,57.3,15.0,0.516,0.484
N20000623,UPPER BANN,30.5,0.417,38.5,32.7,44.3,11.6,0.999,0.001
N20000624,UPPER BANN,45.2,0.541,46.8,39.8,53.8,14.0,0.772,0.228
N20000625,UPPER BANN,51.1,0.59,50.2,42.6,57.7,15.1,0.487,0.487
N20000627,UPPER BANN,41.0,0.505,44.4,37.8,51.1,13.3,0.915,0.085
N20000628,UPPER BANN,19.2,0.323,32.1,27.2,37.0,9.8,1.0,0.0
N20000629,UPPER BANN,23.9,0.362,34.8,29.5,40.1,10.6,1.0,0.0
N20000630,UPPER BANN,36.4,0.467,41.8,35.5,48.1,12.6,0.983,0.017
N20000631,UPPER BANN,37.5,0.476,42.5,36.1,48.8,12.7,0.974,0.026
N20000632,UPPER BANN,40.7,0.503,44.3,37.6,50.9,13.3,0.922,0.078
N20000633,UPPER BANN,22.9,0.354,34.2,29.0,39.4,10.4,1.0,0.0
N20000634,UPPER BANN,13.4,0.274,28.8,24.3,33.4,9.1,1.0,0.0
N20000635,UPPER BANN,36.9,0.471,42.1,35.8,48.4,12.6,0.98,0.02
N20000636,UPPER BANN,27.7,0.394,36.9,31.3,42.5,11.2,1.0,0.0
N20000637,UPPER BANN,25.8,0.378,35.8,30.4,41.3,10.9,1.0,0.0
N20000638,UPPER BANN,24.2,0.365,34.9,29.6,40.2,10.6,1.0,0.0
N20000639,UPPER BANN,27.8,0.395,37.0,31.4,42.6,11.2,1.0,0.0
N20000641,UPPER BANN,38.9,0.488,43.2,36.8,49.7,12.9,0.956,0.044
N20000642,UPPER BANN,52.0,0.598,50.7,43.1,58.3,15.2,0.443,0.443
N20000643,UPPER BANN,38.8,0.487,43.2,36.7,49.7,13.0,0.958,0.042
N20000645,SOUTH DOWN,45.3,0.538,46.9,39.9,53.9,14.0,0.769,0.231
N20000646,UPPER BANN,57.0,0.64,53.5,45.5,61.5,16.0,0.238,0.238
N20000647,UPPER BANN,54.7,0.62,52.2,44.4,60.0,15.6,0.323,0.323
