DZ21,con,catholic_bg_pct,p_soft,soft_v11b,soft_v11c,band_v11b,band_v11c
N20002038,FERMANAGH AND SOUTH TYRONE,95.8,0.585,0.963,0.984,23.1,23.5
N20002039,FERMANAGH AND SOUTH TYRONE,42.8,0.585,0.496,0.783,13.1,19.1
N20002040,FERMANAGH AND SOUTH TYRONE,76.4,0.585,0.792,0.91,19.3,21.9
N20002041,FERMANAGH AND SOUTH TYRONE,50.9,0.585,0.567,0.813,14.6,19.8
N20002043,FERMANAGH AND SOUTH TYRONE,75.4,0.585,0.783,0.907,19.1,21.8
N20002044,FERMANAGH AND SOUTH TYRONE,71.7,0.585,0.751,0.892,18.4,21.5
N20002045,FERMANAGH AND SOUTH TYRONE,75.4,0.585,0.783,0.907,19.1,21.8
N20002046,FERMANAGH AND SOUTH TYRONE,66.6,0.585,0.706,0.873,17.5,21.1
N20002047,FERMANAGH AND SOUTH TYRONE,69.8,0.585,0.734,0.885,18.1,21.4
N20002048,FERMANAGH AND SOUTH TYRONE,90.9,0.585,0.92,0.965,22.1,23.1
N20002049,FERMANAGH AND SOUTH TYRONE,89.2,0.585,0.905,0.959,21.8,23.0
N20002050,FERMANAGH AND SOUTH TYRONE,63.3,0.585,0.677,0.861,16.9,20.8
N20002051,FERMANAGH AND SOUTH TYRONE,71.5,0.585,0.749,0.892,18.4,21.5
N20002052,FERMANAGH AND SOUTH TYRONE,56.5,0.585,0.617,0.835,15.6,20.3
N20002054,FERMANAGH AND SOUTH TYRONE,88.6,0.585,0.9,0.957,21.7,22.9
N20002055,FERMANAGH AND SOUTH TYRONE,71.8,0.585,0.752,0.893,18.5,21.5
N20002056,FERMANAGH AND SOUTH TYRONE,78.0,0.585,0.806,0.916,19.6,22.0
N20002059,FERMANAGH AND SOUTH TYRONE,84.1,0.585,0.86,0.94,20.8,22.5
N20002060,FERMANAGH AND SOUTH TYRONE,78.2,0.585,0.808,0.917,19.7,22.1
N20002061,FERMANAGH AND SOUTH TYRONE,42.6,0.585,0.494,0.782,13.1,19.1
N20002062,FERMANAGH AND SOUTH TYRONE,68.7,0.585,0.724,0.881,17.9,21.3
N20002063,FERMANAGH AND SOUTH TYRONE,72.9,0.585,0.761,0.897,18.7,21.6
N20002064,FERMANAGH AND SOUTH TYRONE,69.1,0.585,0.728,0.883,18.0,21.3
N20002065,FERMANAGH AND SOUTH TYRONE,30.7,0.585,0.389,0.737,11.1,18.1
N20002066,FERMANAGH AND SOUTH TYRONE,87.9,0.585,0.893,0.954,21.5,22.9
N20002067,FERMANAGH AND SOUTH TYRONE,67.1,0.585,0.71,0.875,17.6,21.1
N20002069,FERMANAGH AND SOUTH TYRONE,64.2,0.585,0.685,0.864,17.0,20.9
N20002070,FERMANAGH AND SOUTH TYRONE,53.0,0.585,0.586,0.821,15.0,20.0
N20002071,FERMANAGH AND SOUTH TYRONE,53.8,0.585,0.593,0.824,15.1,20.0
N20002072,FERMANAGH AND SOUTH TYRONE,57.8,0.585,0.628,0.84,15.8,20.4
N20002074,FERMANAGH AND SOUTH TYRONE,88.9,0.585,0.902,0.958,21.7,22.9
N20002077,FERMANAGH AND SOUTH TYRONE,89.8,0.585,0.91,0.961,21.9,23.0
N20002078,FERMANAGH AND SOUTH TYRONE,74.9,0.585,0.779,0.905,19.0,21.8
N20002079,FERMANAGH AND SOUTH TYRONE,90.4,0.585,0.915,0.964,22.0,23.1
N20002081,FERMANAGH AND SOUTH TYRONE,41.5,0.585,0.485,0.778,12.9,19.0
N20002082,FERMANAGH AND SOUTH TYRONE,13.2,0.585,0.235,0.67,8.5,16.7
N20002083,FERMANAGH AND SOUTH TYRONE,26.1,0.585,0.349,0.719,10.4,17.8
N20002084,FERMANAGH AND SOUTH TYRONE,29.7,0.585,0.381,0.733,10.9,18.1
N20002085,FERMANAGH AND SOUTH TYRONE,58.3,0.585,0.633,0.842,15.9,20.4
N20002086,FERMANAGH AND SOUTH TYRONE,76.8,0.585,0.796,0.912,19.4,21.9
N20002087,FERMANAGH AND SOUTH TYRONE,55.1,0.585,0.604,0.829,15.4,20.1
N20002088,FERMANAGH AND SOUTH TYRONE,66.0,0.585,0.7,0.871,17.4,21.0
N20002090,FERMANAGH AND SOUTH TYRONE,54.6,0.585,0.6,0.828,15.3,20.1
N20002091,FERMANAGH AND SOUTH TYRONE,79.9,0.585,0.823,0.924,20.0,22.2
N20002092,FERMANAGH AND SOUTH TYRONE,59.6,0.585,0.644,0.847,16.2,20.5
N20002093,FERMANAGH AND SOUTH TYRONE,47.8,0.585,0.54,0.802,14.0,19.5
N20002094,FERMANAGH AND SOUTH TYRONE,68.9,0.585,0.726,0.882,17.9,21.3
N20002095,FERMANAGH AND SOUTH TYRONE,87.4,0.585,0.889,0.952,21.4,22.8
N20002096,FERMANAGH AND SOUTH TYRONE,75.5,0.585,0.784,0.907,19.2,21.8
N20002097,FERMANAGH AND SOUTH TYRONE,46.7,0.585,0.53,0.798,13.8,19.5
N20002098,FERMANAGH AND SOUTH TYRONE,66.2,0.585,0.702,0.872,17.4,21.1
N20002099,FERMANAGH AND SOUTH TYRONE,63.3,0.585,0.677,0.861,16.9,20.8
N20002100,FERMANAGH AND SOUTH TYRONE,55.3,0.585,0.606,0.83,15.4,20.2
N20002101,FERMANAGH AND SOUTH TYRONE,69.8,0.585,0.734,0.885,18.1,21.4
N20002102,FERMANAGH AND SOUTH TYRONE,54.7,0.585,0.601,0.828,15.3,20.1
N20002103,FERMANAGH AND SOUTH TYRONE,72.3,0.585,0.756,0.895,18.6,21.6
N20002104,FERMANAGH AND SOUTH TYRONE,63.5,0.585,0.678,0.861,16.9,20.8
N20002105,FERMANAGH AND SOUTH TYRONE,49.6,0.585,0.556,0.809,14.4,19.7
N20002106,FERMANAGH AND SOUTH TYRONE,51.8,0.585,0.575,0.817,14.7,19.9
N20002107,FERMANAGH AND SOUTH TYRONE,56.4,0.585,0.616,0.834,15.6,20.2
N20002108,FERMANAGH AND SOUTH TYRONE,39.9,0.585,0.471,0.772,12.6,18.9
N20002109,FERMANAGH AND SOUTH TYRONE,40.2,0.585,0.473,0.773,12.7,18.9
N20002110,FERMANAGH AND SOUTH TYRONE,26.5,0.585,0.352,0.721,10.4,17.8
N20002111,FERMANAGH AND SOUTH TYRONE,49.1,0.585,0.552,0.807,14.3,19.6
N20002112,FERMANAGH AND SOUTH TYRONE,61.2,0.585,0.658,0.853,16.5,20.6
N20002113,FERMANAGH AND SOUTH TYRONE,54.1,0.585,0.596,0.826,15.2,20.1
N20002114,FERMANAGH AND SOUTH TYRONE,68.4,0.585,0.722,0.88,17.8,21.2
N20002116,FERMANAGH AND SOUTH TYRONE,60.1,0.585,0.648,0.848,16.3,20.6
N20002117,FERMANAGH AND SOUTH TYRONE,11.7,0.585,0.222,0.665,8.3,16.6
N20002118,FERMANAGH AND SOUTH TYRONE,13.0,0.585,0.234,0.67,8.5,16.7
N20002119,FERMANAGH AND SOUTH TYRONE,12.6,0.585,0.23,0.668,8.4,16.7
N20002120,FERMANAGH AND SOUTH TYRONE,32.0,0.585,0.401,0.742,11.3,18.2
N20002121,FERMANAGH AND SOUTH TYRONE,39.1,0.585,0.463,0.769,12.5,18.8
N20002122,FERMANAGH AND SOUTH TYRONE,39.1,0.585,0.463,0.769,12.5,18.8
N20002123,FERMANAGH AND SOUTH TYRONE,26.6,0.585,0.353,0.721,10.4,17.8
N20002124,FERMANAGH AND SOUTH TYRONE,84.0,0.585,0.859,0.939,20.8,22.5
N20002125,FERMANAGH AND SOUTH TYRONE,56.8,0.585,0.619,0.836,15.7,20.3
N20002126,FERMANAGH AND SOUTH TYRONE,23.5,0.585,0.326,0.709,10.0,17.6
N20002127,FERMANAGH AND SOUTH TYRONE,21.7,0.585,0.31,0.703,9.7,17.4
N20002129,FERMANAGH AND SOUTH TYRONE,60.4,0.585,0.651,0.85,16.3,20.6
N20002130,FERMANAGH AND SOUTH TYRONE,26.2,0.585,0.35,0.72,10.4,17.8
N20002132,FERMANAGH AND SOUTH TYRONE,76.7,0.585,0.795,0.911,19.4,21.9
N20002133,FERMANAGH AND SOUTH TYRONE,71.7,0.585,0.751,0.892,18.4,21.5
N20002134,FERMANAGH AND SOUTH TYRONE,77.8,0.585,0.804,0.916,19.6,22.0
N20002135,FERMANAGH AND SOUTH TYRONE,62.7,0.585,0.671,0.858,16.8,20.8
N20002136,FERMANAGH AND SOUTH TYRONE,65.2,0.585,0.693,0.868,17.2,21.0
N20002138,FERMANAGH AND SOUTH TYRONE,77.1,0.585,0.798,0.913,19.5,22.0
N20002139,FERMANAGH AND SOUTH TYRONE,35.4,0.585,0.431,0.755,11.9,18.5
N20002142,FERMANAGH AND SOUTH TYRONE,52.5,0.585,0.582,0.82,14.9,19.9
N20002143,FERMANAGH AND SOUTH TYRONE,8.1,0.585,0.19,0.651,7.9,16.3
N20002145,FERMANAGH AND SOUTH TYRONE,37.1,0.585,0.446,0.761,12.2,18.7
N20002146,FERMANAGH AND SOUTH TYRONE,70.1,0.585,0.737,0.886,18.1,21.4
N20002147,FERMANAGH AND SOUTH TYRONE,29.8,0.585,0.382,0.733,10.9,18.1
N20002148,FERMANAGH AND SOUTH TYRONE,41.5,0.585,0.485,0.778,12.9,19.0
N20002149,FERMANAGH AND SOUTH TYRONE,65.9,0.585,0.7,0.87,17.4,21.0
N20002150,WEST TYRONE,21.5,0.555,0.293,0.677,9.4,16.9
N20002151,WEST TYRONE,51.3,0.555,0.562,0.799,14.5,19.5
N20002152,WEST TYRONE,57.7,0.555,0.619,0.826,15.7,20.1
N20002153,WEST TYRONE,29.4,0.555,0.364,0.709,10.6,17.6
N20002154,WEST TYRONE,77.4,0.555,0.797,0.907,19.4,21.8
N20002156,WEST TYRONE,61.8,0.555,0.656,0.843,16.4,20.4
N20002157,WEST TYRONE,78.6,0.555,0.807,0.912,19.7,21.9
N20002158,WEST TYRONE,43.3,0.555,0.49,0.766,13.0,18.8
N20002159,WEST TYRONE,87.7,0.555,0.889,0.949,21.4,22.8
N20002160,WEST TYRONE,80.1,0.555,0.821,0.918,20.0,22.1
N20002161,WEST TYRONE,59.5,0.555,0.635,0.833,16.0,20.2
N20002162,WEST TYRONE,80.4,0.555,0.824,0.919,20.0,22.1
N20002163,WEST TYRONE,78.1,0.555,0.803,0.91,19.6,21.9
N20002164,WEST TYRONE,57.5,0.555,0.617,0.825,15.6,20.0
N20002165,WEST TYRONE,46.3,0.555,0.517,0.779,13.6,19.0
N20002166,WEST TYRONE,76.5,0.555,0.788,0.903,19.3,21.8
N20002167,WEST TYRONE,86.2,0.555,0.876,0.943,21.2,22.6
N20002168,WEST TYRONE,54.1,0.555,0.587,0.811,15.0,19.7
N20002169,WEST TYRONE,75.1,0.555,0.776,0.897,19.0,21.6
N20002170,WEST TYRONE,79.7,0.555,0.817,0.916,19.9,22.0
N20002171,WEST TYRONE,67.8,0.555,0.71,0.867,17.6,21.0
N20002172,WEST TYRONE,72.6,0.555,0.753,0.887,18.5,21.4
N20002174,WEST TYRONE,66.2,0.555,0.696,0.861,17.3,20.8
N20002175,WEST TYRONE,73.0,0.555,0.757,0.889,18.6,21.4
N20002176,WEST TYRONE,71.3,0.555,0.742,0.882,18.2,21.3
N20002177,WEST TYRONE,71.4,0.555,0.743,0.882,18.3,21.3
N20002178,WEST TYRONE,83.8,0.555,0.854,0.933,20.7,22.4
N20002180,WEST TYRONE,45.7,0.555,0.511,0.776,13.4,19.0
N20002181,WEST TYRONE,46.3,0.555,0.517,0.779,13.6,19.0
N20002182,WEST TYRONE,75.2,0.555,0.777,0.898,19.0,21.6
N20002183,WEST TYRONE,88.6,0.555,0.897,0.953,21.6,22.8
N20002185,WEST TYRONE,85.4,0.555,0.869,0.94,21.0,22.6
N20002188,WEST TYRONE,84.2,0.555,0.858,0.935,20.8,22.4
N20002189,WEST TYRONE,60.6,0.555,0.645,0.838,16.2,20.3
N20002190,WEST TYRONE,84.8,0.555,0.863,0.937,20.9,22.5
N20002192,WEST TYRONE,63.7,0.555,0.673,0.85,16.8,20.6
N20002193,WEST TYRONE,78.8,0.555,0.809,0.913,19.7,22.0
N20002195,WEST TYRONE,65.0,0.555,0.685,0.856,17.0,20.7
N20002196,WEST TYRONE,56.8,0.555,0.611,0.822,15.5,20.0
N20002197,WEST TYRONE,31.4,0.555,0.382,0.717,11.0,17.7
N20002198,WEST TYRONE,82.1,0.555,0.839,0.926,20.3,22.3
N20002199,WEST TYRONE,64.6,0.555,0.681,0.854,17.0,20.7
N20002200,WEST TYRONE,10.5,0.555,0.194,0.631,7.9,15.9
N20002201,WEST TYRONE,23.7,0.555,0.313,0.686,9.7,17.1
N20002202,WEST TYRONE,85.6,0.555,0.87,0.941,21.0,22.6
N20002203,WEST TYRONE,91.9,0.555,0.927,0.967,22.3,23.1
N20002204,WEST TYRONE,91.2,0.555,0.921,0.964,22.1,23.1
N20002205,WEST TYRONE,85.3,0.555,0.868,0.939,21.0,22.5
N20002206,WEST TYRONE,24.9,0.555,0.324,0.691,9.9,17.2
N20002207,WEST TYRONE,52.7,0.555,0.574,0.805,14.7,19.6
N20002208,WEST TYRONE,68.6,0.555,0.717,0.871,17.7,21.0
N20002209,WEST TYRONE,33.5,0.555,0.401,0.726,11.3,17.9
N20002210,WEST TYRONE,93.6,0.555,0.942,0.974,22.6,23.3
N20002211,WEST TYRONE,60.3,0.555,0.643,0.836,16.1,20.3
N20002212,WEST TYRONE,84.6,0.555,0.861,0.937,20.8,22.5
N20002213,WEST TYRONE,78.7,0.555,0.808,0.912,19.7,21.9
N20002214,WEST TYRONE,92.3,0.555,0.931,0.968,22.4,23.2
N20002216,WEST TYRONE,77.4,0.555,0.797,0.907,19.4,21.8
N20002217,WEST TYRONE,14.5,0.555,0.23,0.648,8.4,16.3
N20002218,WEST TYRONE,66.2,0.555,0.696,0.861,17.3,20.8
N20002219,WEST TYRONE,81.2,0.555,0.831,0.923,20.2,22.2
N20002220,WEST TYRONE,65.9,0.555,0.693,0.86,17.2,20.8
N20002221,WEST TYRONE,69.4,0.555,0.725,0.874,17.9,21.1
N20002223,WEST TYRONE,93.9,0.555,0.945,0.975,22.7,23.3
N20002225,WEST TYRONE,85.8,0.555,0.872,0.942,21.1,22.6
N20002230,WEST TYRONE,68.5,0.555,0.716,0.87,17.7,21.0
N20002232,WEST TYRONE,60.5,0.555,0.644,0.837,16.2,20.3
N20002233,WEST TYRONE,71.8,0.555,0.746,0.884,18.3,21.3
N20002234,WEST TYRONE,74.7,0.555,0.772,0.896,18.9,21.6
N20002236,WEST TYRONE,75.7,0.555,0.781,0.9,19.1,21.7
N20002237,WEST TYRONE,94.3,0.555,0.949,0.977,22.7,23.4
N20002238,WEST TYRONE,90.4,0.555,0.914,0.96,22.0,23.0
N20002239,WEST TYRONE,86.3,0.555,0.877,0.944,21.2,22.6
N20002240,WEST TYRONE,95.3,0.555,0.958,0.981,22.9,23.5
N20002242,WEST TYRONE,66.3,0.555,0.697,0.861,17.3,20.8
N20002243,WEST TYRONE,75.0,0.555,0.775,0.897,19.0,21.6
N20002244,WEST TYRONE,64.1,0.555,0.677,0.852,16.9,20.6
N20002245,WEST TYRONE,51.5,0.555,0.563,0.8,14.5,19.5
N20002246,WEST TYRONE,30.5,0.555,0.374,0.714,10.8,17.7
N20002247,WEST TYRONE,62.1,0.555,0.659,0.844,16.5,20.5
N20002248,WEST TYRONE,90.0,0.555,0.91,0.959,21.9,23.0
N20002249,WEST TYRONE,46.2,0.555,0.516,0.778,13.5,19.0
N20002251,WEST TYRONE,92.0,0.555,0.928,0.967,22.3,23.2
N20002252,LAGAN VALLEY,17.6,0.69,0.305,0.766,9.6,18.8
N20002253,LAGAN VALLEY,21.9,0.69,0.341,0.778,10.2,19.0
N20002254,LAGAN VALLEY,16.3,0.69,0.294,0.763,9.4,18.7
N20002255,LAGAN VALLEY,16.5,0.69,0.295,0.763,9.4,18.7
N20002256,LAGAN VALLEY,21.1,0.69,0.334,0.776,10.1,19.0
N20002257,LAGAN VALLEY,38.2,0.69,0.479,0.825,12.8,20.0
N20002258,LAGAN VALLEY,11.6,0.69,0.254,0.749,8.8,18.4
N20002259,LAGAN VALLEY,5.9,0.69,0.206,0.733,8.1,18.1
N20002260,LAGAN VALLEY,11.1,0.69,0.25,0.748,8.7,18.4
N20002261,LAGAN VALLEY,12.8,0.69,0.264,0.753,8.9,18.5
N20002262,LAGAN VALLEY,13.9,0.69,0.274,0.756,9.1,18.6
N20002263,LAGAN VALLEY,22.4,0.69,0.345,0.78,10.3,19.1
N20002264,LAGAN VALLEY,17.8,0.69,0.306,0.767,9.6,18.8
N20002265,LAGAN VALLEY,14.8,0.69,0.281,0.758,9.2,18.6
N20002266,LAGAN VALLEY,17.7,0.69,0.306,0.767,9.6,18.8
N20002267,LAGAN VALLEY,19.8,0.69,0.323,0.773,9.9,18.9
N20002268,LAGAN VALLEY,20.2,0.69,0.327,0.774,10.0,18.9
N20002269,LAGAN VALLEY,13.4,0.69,0.269,0.754,9.0,18.5
N20002270,LAGAN VALLEY,22.2,0.69,0.344,0.779,10.3,19.1
N20002271,LAGAN VALLEY,21.9,0.69,0.341,0.778,10.2,19.0
N20002272,LAGAN VALLEY,27.7,0.69,0.39,0.795,11.1,19.4
N20002273,LAGAN VALLEY,24.0,0.69,0.359,0.784,10.5,19.2
N20002274,LAGAN VALLEY,13.6,0.69,0.271,0.755,9.0,18.5
N20002275,LAGAN VALLEY,23.9,0.69,0.358,0.784,10.5,19.2
N20002276,LAGAN VALLEY,28.2,0.69,0.394,0.796,11.2,19.4
N20002278,LAGAN VALLEY,7.7,0.69,0.221,0.738,8.3,18.2
N20002279,LAGAN VALLEY,16.1,0.69,0.292,0.762,9.4,18.7
N20002280,LAGAN VALLEY,13.5,0.69,0.27,0.755,9.0,18.5
N20002281,LAGAN VALLEY,14.7,0.69,0.28,0.758,9.2,18.6
N20002282,LAGAN VALLEY,12.6,0.69,0.263,0.752,8.9,18.5
N20002283,LAGAN VALLEY,17.2,0.69,0.301,0.765,9.5,18.8
N20002284,LAGAN VALLEY,11.0,0.69,0.249,0.748,8.7,18.4
N20002285,LAGAN VALLEY,9.1,0.69,0.233,0.742,8.5,18.3
N20002286,LAGAN VALLEY,8.7,0.69,0.23,0.741,8.4,18.2
N20002288,SOUTH ANTRIM,88.4,0.385,0.903,0.939,21.7,22.5
N20002289,SOUTH ANTRIM,60.7,0.385,0.67,0.792,16.7,19.3
N20002290,SOUTH ANTRIM,87.8,0.385,0.898,0.936,21.6,22.5
N20002291,SOUTH ANTRIM,77.4,0.385,0.81,0.881,19.7,21.3
N20002292,SOUTH ANTRIM,89.8,0.385,0.914,0.946,22.0,22.7
N20002293,SOUTH ANTRIM,67.8,0.385,0.73,0.83,18.0,20.2
N20002294,SOUTH ANTRIM,36.2,0.385,0.465,0.663,12.5,16.6
N20002295,SOUTH ANTRIM,63.5,0.385,0.694,0.807,17.2,19.7
N20002296,SOUTH ANTRIM,36.5,0.385,0.467,0.664,12.6,16.6
N20002297,LAGAN VALLEY,39.5,0.69,0.49,0.828,13.0,20.1
N20002298,SOUTH ANTRIM,24.8,0.385,0.369,0.603,10.7,15.3
N20002299,LAGAN VALLEY,41.7,0.69,0.508,0.835,13.4,20.3
N20002300,LAGAN VALLEY,24.8,0.69,0.365,0.787,10.7,19.2
N20002301,LAGAN VALLEY,12.1,0.69,0.258,0.751,8.8,18.4
N20002302,LAGAN VALLEY,18.4,0.69,0.311,0.769,9.7,18.8
N20002303,LAGAN VALLEY,21.9,0.69,0.341,0.778,10.2,19.0
N20002305,LAGAN VALLEY,55.7,0.69,0.626,0.874,15.8,21.1
N20002306,LAGAN VALLEY,57.6,0.69,0.642,0.88,16.1,21.2
N20002307,LAGAN VALLEY,48.8,0.69,0.568,0.855,14.6,20.7
N20002308,LAGAN VALLEY,56.8,0.69,0.635,0.877,16.0,21.2
N20002309,LAGAN VALLEY,47.8,0.69,0.56,0.852,14.4,20.6
N20002310,LAGAN VALLEY,44.2,0.69,0.529,0.842,13.8,20.4
N20002312,LAGAN VALLEY,41.2,0.69,0.504,0.833,13.3,20.2
N20002313,LAGAN VALLEY,8.7,0.69,0.23,0.741,8.4,18.2
N20002314,LAGAN VALLEY,14.2,0.69,0.276,0.757,9.1,18.6
N20002315,LAGAN VALLEY,12.6,0.69,0.263,0.752,8.9,18.5
N20002316,LAGAN VALLEY,13.0,0.69,0.266,0.753,9.0,18.5
N20002317,LAGAN VALLEY,17.5,0.69,0.304,0.766,9.6,18.8
N20002318,LAGAN VALLEY,42.4,0.69,0.514,0.837,13.5,20.3
N20002319,LAGAN VALLEY,18.9,0.69,0.316,0.77,9.8,18.9
N20002320,LAGAN VALLEY,13.8,0.69,0.273,0.755,9.1,18.5
N20002321,LAGAN VALLEY,9.5,0.69,0.236,0.743,8.5,18.3
N20002322,LAGAN VALLEY,7.5,0.69,0.22,0.738,8.3,18.2
N20002323,LAGAN VALLEY,10.0,0.69,0.241,0.745,8.6,18.3
N20002324,LAGAN VALLEY,8.7,0.69,0.23,0.741,8.4,18.2
N20002325,LAGAN VALLEY,8.6,0.69,0.229,0.741,8.4,18.2
N20002326,LAGAN VALLEY,24.0,0.69,0.359,0.784,10.5,19.2
N20002327,LAGAN VALLEY,11.3,0.69,0.252,0.748,8.7,18.4
N20002328,LAGAN VALLEY,11.1,0.69,0.25,0.748,8.7,18.4
N20002329,LAGAN VALLEY,7.7,0.69,0.221,0.738,8.3,18.2
N20002330,LAGAN VALLEY,18.6,0.69,0.313,0.769,9.7,18.8
N20002332,LAGAN VALLEY,5.9,0.69,0.206,0.733,8.1,18.1
N20002334,LAGAN VALLEY,7.7,0.69,0.221,0.738,8.3,18.2
N20002335,LAGAN VALLEY,16.1,0.69,0.292,0.762,9.4,18.7
N20002336,LAGAN VALLEY,18.2,0.69,0.31,0.768,9.7,18.8
N20002337,LAGAN VALLEY,8.8,0.69,0.23,0.741,8.4,18.2
N20002338,LAGAN VALLEY,22.0,0.69,0.342,0.779,10.2,19.0
N20002339,LAGAN VALLEY,12.8,0.69,0.264,0.753,8.9,18.5
N20002340,LAGAN VALLEY,13.6,0.69,0.271,0.755,9.0,18.5
N20002341,LAGAN VALLEY,16.9,0.69,0.299,0.764,9.5,18.7
N20002342,LAGAN VALLEY,27.4,0.69,0.387,0.794,11.1,19.4
N20002343,LAGAN VALLEY,17.4,0.69,0.303,0.766,9.6,18.8
N20002344,LAGAN VALLEY,23.4,0.69,0.354,0.783,10.4,19.1
N20002345,LAGAN VALLEY,17.2,0.69,0.301,0.765,9.5,18.8
N20002346,LAGAN VALLEY,24.7,0.69,0.365,0.786,10.6,19.2
N20002347,LAGAN VALLEY,12.7,0.69,0.263,0.752,8.9,18.5
N20002348,LAGAN VALLEY,21.3,0.69,0.336,0.777,10.1,19.0
N20002349,LAGAN VALLEY,26.4,0.69,0.379,0.791,10.9,19.3
N20002350,LAGAN VALLEY,22.6,0.69,0.347,0.78,10.3,19.1
N20002351,LAGAN VALLEY,33.7,0.69,0.441,0.812,12.1,19.8
N20002352,LAGAN VALLEY,19.9,0.69,0.324,0.773,9.9,18.9
N20002353,LAGAN VALLEY,27.8,0.69,0.391,0.795,11.1,19.4
N20002354,LAGAN VALLEY,36.0,0.69,0.46,0.818,12.4,19.9
N20002355,LAGAN VALLEY,49.5,0.69,0.574,0.857,14.7,20.7
N20002357,LAGAN VALLEY,40.5,0.69,0.498,0.831,13.2,20.2
N20002358,LAGAN VALLEY,37.5,0.69,0.473,0.823,12.7,20.0
N20002359,LAGAN VALLEY,42.8,0.69,0.517,0.838,13.6,20.3
N20002360,LAGAN VALLEY,26.4,0.69,0.379,0.791,10.9,19.3
N20002361,LAGAN VALLEY,55.2,0.69,0.622,0.873,15.7,21.1
N20002362,LAGAN VALLEY,30.1,0.69,0.41,0.802,11.5,19.5
N20002363,LAGAN VALLEY,30.3,0.69,0.412,0.802,11.5,19.6
N20002364,LAGAN VALLEY,42.7,0.69,0.517,0.837,13.6,20.3
N20002366,LAGAN VALLEY,22.0,0.69,0.342,0.779,10.2,19.0
N20002368,LAGAN VALLEY,18.0,0.69,0.308,0.767,9.6,18.8
N20002370,LAGAN VALLEY,8.2,0.69,0.225,0.74,8.4,18.2
N20002371,LAGAN VALLEY,10.9,0.69,0.248,0.747,8.7,18.4
N20002372,LAGAN VALLEY,25.9,0.69,0.375,0.79,10.8,19.3
N20002373,LAGAN VALLEY,27.8,0.69,0.391,0.795,11.1,19.4
N20002374,LAGAN VALLEY,11.3,0.69,0.252,0.748,8.7,18.4
N20002375,LAGAN VALLEY,10.6,0.69,0.246,0.746,8.7,18.4
N20002376,LAGAN VALLEY,18.6,0.69,0.313,0.769,9.7,18.8
N20002377,LAGAN VALLEY,65.3,0.69,0.707,0.902,17.5,21.7
N20002378,LAGAN VALLEY,59.4,0.69,0.657,0.885,16.5,21.3
N20002379,LAGAN VALLEY,11.4,0.69,0.252,0.749,8.8,18.4
N20002380,LAGAN VALLEY,5.3,0.69,0.201,0.731,8.0,18.0
N20002381,LAGAN VALLEY,40.2,0.69,0.495,0.83,13.1,20.2
N20002382,LAGAN VALLEY,7.7,0.69,0.221,0.738,8.3,18.2
N20002383,LAGAN VALLEY,34.7,0.69,0.449,0.815,12.2,19.8
N20002384,LAGAN VALLEY,17.8,0.69,0.306,0.767,9.6,18.8
N20002385,LAGAN VALLEY,71.4,0.69,0.759,0.919,18.6,22.1
N20002386,LAGAN VALLEY,7.7,0.69,0.221,0.738,8.3,18.2
N20002387,LAGAN VALLEY,33.9,0.69,0.442,0.813,12.1,19.8
N20002388,LAGAN VALLEY,5.5,0.69,0.203,0.732,8.0,18.0
N20002389,LAGAN VALLEY,62.8,0.69,0.686,0.894,17.1,21.6
N20002391,LAGAN VALLEY,47.3,0.69,0.555,0.851,14.3,20.6
N20002392,LAGAN VALLEY,60.4,0.69,0.666,0.888,16.6,21.4
N20002393,LAGAN VALLEY,30.5,0.69,0.414,0.803,11.5,19.6
N20002395,LAGAN VALLEY,68.4,0.69,0.733,0.91,18.1,21.9
N20002396,LAGAN VALLEY,32.4,0.69,0.43,0.808,11.8,19.7
N20002397,LAGAN VALLEY,31.0,0.69,0.418,0.804,11.6,19.6
N20002398,LAGAN VALLEY,37.9,0.69,0.476,0.824,12.7,20.0
N20002399,LAGAN VALLEY,38.4,0.69,0.48,0.825,12.8,20.1
N20002400,LAGAN VALLEY,26.2,0.69,0.377,0.791,10.9,19.3
N20002401,LAGAN VALLEY,25.5,0.69,0.371,0.789,10.8,19.3
N20002402,LAGAN VALLEY,30.0,0.69,0.409,0.801,11.5,19.5
N20002403,LAGAN VALLEY,20.5,0.69,0.329,0.774,10.0,19.0
N20002404,LAGAN VALLEY,16.4,0.69,0.295,0.763,9.4,18.7
N20002405,LAGAN VALLEY,27.5,0.69,0.388,0.794,11.1,19.4
N20002406,LAGAN VALLEY,39.0,0.69,0.485,0.827,12.9,20.1
N20002407,LAGAN VALLEY,10.4,0.69,0.244,0.746,8.6,18.3
N20002408,LAGAN VALLEY,24.4,0.69,0.362,0.786,10.6,19.2
N20002409,LAGAN VALLEY,14.6,0.69,0.279,0.758,9.2,18.6
N20002410,LAGAN VALLEY,21.1,0.69,0.334,0.776,10.1,19.0
N20002411,LAGAN VALLEY,25.3,0.69,0.37,0.788,10.7,19.2
N20002412,LAGAN VALLEY,32.0,0.69,0.426,0.807,11.8,19.7
N20002413,LAGAN VALLEY,22.7,0.69,0.348,0.781,10.3,19.1
N20002414,LAGAN VALLEY,21.2,0.69,0.335,0.776,10.1,19.0
N20002415,LAGAN VALLEY,21.8,0.69,0.34,0.778,10.2,19.0
N20002416,LAGAN VALLEY,15.6,0.69,0.288,0.761,9.3,18.7
