DZ21,con,catholic_bg_pct,unity,lo90,hi90
N20002520,BELFAST EAST,9.3,22.4,18.8,25.9
N20002521,BELFAST EAST,4.6,19.7,15.9,23.3
N20002522,BELFAST EAST,1.3,17.8,14.1,21.6
N20002524,BELFAST EAST,11.8,23.8,20.2,27.3
N20002525,BELFAST EAST,6.8,21.0,17.2,24.5
N20002526,BELFAST EAST,16.2,26.3,22.9,29.8
N20002527,BELFAST EAST,5.6,20.3,16.5,23.9
N20002528,BELFAST EAST,15.5,25.9,22.5,29.3
N20002531,BELFAST EAST,9.9,22.7,19.1,26.2
N20002532,BELFAST EAST,9.6,22.5,18.9,26.1
N20002534,BELFAST EAST,10.1,22.8,19.2,26.3
N20002535,BELFAST EAST,6.0,20.5,16.8,24.1
N20002537,BELFAST EAST,5.4,20.2,16.4,23.8
N20002538,BELFAST EAST,11.1,23.4,19.8,26.9
N20002539,BELFAST EAST,11.1,23.4,19.8,26.9
N20002541,BELFAST EAST,7.5,21.4,17.7,24.9
N20002542,STRANGFORD,6.4,20.7,17.0,24.3
N20002543,STRANGFORD,11.6,23.7,20.1,27.2
N20002544,STRANGFORD,4.1,19.4,15.6,23.1
N20002545,STRANGFORD,5.0,19.9,16.2,23.6
N20002546,STRANGFORD,5.8,20.4,16.6,24.0
N20002547,STRANGFORD,16.0,26.2,22.7,29.6
N20002549,NORTH ANTRIM,6.0,20.5,16.8,24.1
N20002551,NORTH ANTRIM,7.8,21.5,17.8,25.0
N20002552,NORTH ANTRIM,35.6,37.3,34.1,40.6
N20002553,NORTH ANTRIM,37.9,38.6,35.4,41.8
N20002554,NORTH ANTRIM,2.5,18.5,14.7,22.2
N20002555,NORTH ANTRIM,5.0,19.9,16.2,23.6
N20002556,NORTH ANTRIM,3.5,19.1,15.3,22.7
N20002557,NORTH ANTRIM,1.5,18.0,14.2,21.7
N20002558,NORTH ANTRIM,3.4,19.0,15.2,22.7
N20002559,NORTH ANTRIM,6.1,20.6,16.8,24.2
N20002560,NORTH ANTRIM,37.9,38.6,35.4,41.8
N20002561,NORTH ANTRIM,68.0,55.6,52.3,59.2
N20002562,NORTH ANTRIM,51.2,46.1,43.1,49.4
N20002563,NORTH ANTRIM,9.6,22.5,18.9,26.1
N20002564,NORTH ANTRIM,7.5,21.4,17.7,24.9
N20002565,NORTH ANTRIM,9.5,22.5,18.9,26.0
N20002567,NORTH ANTRIM,3.7,19.2,15.4,22.8
N20002569,NORTH ANTRIM,11.0,23.3,19.8,26.8
N20002571,NORTH ANTRIM,3.0,18.8,15.0,22.5
N20002572,NORTH ANTRIM,3.3,19.0,15.2,22.6
N20002573,NORTH ANTRIM,4.6,19.7,15.9,23.3
N20002574,NORTH ANTRIM,5.6,20.3,16.5,23.9
N20002577,NORTH ANTRIM,53.7,47.5,44.4,50.8
N20002578,NORTH ANTRIM,6.3,20.7,16.9,24.3
N20002579,NORTH ANTRIM,5.6,20.3,16.5,23.9
N20002580,NORTH ANTRIM,18.4,27.5,24.2,31.0
N20002581,NORTH ANTRIM,28.7,33.4,30.3,36.6
N20002582,NORTH ANTRIM,8.2,21.8,18.1,25.3
N20002583,NORTH ANTRIM,64.7,53.7,50.5,57.3
N20002584,NORTH ANTRIM,23.2,30.2,27.0,33.5
N20002587,NORTH ANTRIM,56.2,48.9,45.8,52.3
N20002588,NORTH ANTRIM,61.8,52.1,48.9,55.6
N20002590,NORTH ANTRIM,67.9,55.6,52.3,59.2
N20002591,NORTH ANTRIM,34.8,36.8,33.6,40.1
N20002593,NORTH ANTRIM,65.9,54.4,51.2,58.0
N20002594,NORTH ANTRIM,51.8,46.4,43.4,49.7
N20002595,NORTH ANTRIM,28.2,33.1,30.0,36.3
N20002596,NORTH ANTRIM,50.9,45.9,42.9,49.2
N20002597,NORTH ANTRIM,37.1,38.1,34.9,41.3
N20002598,NORTH ANTRIM,74.9,59.5,56.2,63.1
N20002599,NORTH ANTRIM,25.5,31.5,28.4,34.8
N20002600,NORTH ANTRIM,12.4,24.1,20.6,27.6
N20002601,NORTH ANTRIM,44.4,42.2,39.2,45.4
N20002602,NORTH ANTRIM,65.8,54.4,51.1,57.9
N20002604,NORTH ANTRIM,62.5,52.5,49.3,56.0
N20002605,NORTH ANTRIM,52.8,47.0,43.9,50.3
N20002606,NORTH ANTRIM,30.4,34.3,31.2,37.5
N20002607,NORTH ANTRIM,14.8,25.5,22.1,28.9
N20002608,NORTH ANTRIM,44.6,42.4,39.3,45.5
N20002610,NORTH ANTRIM,22.6,29.9,26.7,33.2
N20002612,NORTH ANTRIM,60.0,51.1,47.9,54.5
N20002613,NORTH ANTRIM,27.9,32.9,29.8,36.1
N20002615,NORTH ANTRIM,24.9,31.2,28.0,34.5
N20002616,NORTH ANTRIM,36.0,37.5,34.3,40.8
N20002617,NORTH ANTRIM,26.8,32.3,29.2,35.5
N20002618,NORTH ANTRIM,18.7,27.7,24.4,31.1
N20002619,NORTH ANTRIM,9.6,22.5,18.9,26.1
N20002620,NORTH ANTRIM,19.0,27.9,24.5,31.3
N20002621,NORTH ANTRIM,15.5,25.9,22.5,29.3
N20002622,NORTH ANTRIM,5.0,19.9,16.2,23.6
N20002623,NORTH ANTRIM,11.4,23.6,20.0,27.1
N20002624,NORTH ANTRIM,23.7,30.5,27.3,33.8
N20002625,NORTH ANTRIM,10.5,23.1,19.5,26.6
N20002626,NORTH ANTRIM,1.7,18.1,14.3,21.8
N20002627,NORTH ANTRIM,8.4,21.9,18.2,25.4
N20002628,NORTH ANTRIM,16.1,26.2,22.8,29.7
N20002629,NORTH ANTRIM,7.1,21.1,17.4,24.7
N20002631,NORTH ANTRIM,6.5,20.8,17.1,24.4
N20002633,NORTH ANTRIM,17.9,27.2,23.9,30.7
N20002634,NORTH ANTRIM,18.3,27.5,24.1,30.9
N20002635,NORTH ANTRIM,12.2,24.0,20.5,27.5
N20002637,NORTH ANTRIM,11.5,23.6,20.1,27.1
N20002638,NORTH ANTRIM,19.6,28.2,24.9,31.6
N20002639,NORTH ANTRIM,41.0,40.3,37.2,43.5
N20002640,NORTH ANTRIM,88.8,67.4,63.6,71.1
N20002641,NORTH ANTRIM,89.3,67.7,63.9,71.4
N20002642,NORTH ANTRIM,61.8,52.1,48.9,55.6
N20002643,NORTH ANTRIM,51.4,46.2,43.2,49.5
N20002645,NORTH ANTRIM,5.8,20.4,16.6,24.0
N20002646,NORTH ANTRIM,40.3,39.9,36.8,43.1
N20002647,NORTH ANTRIM,9.6,22.5,18.9,26.1
N20002648,NORTH ANTRIM,5.2,20.1,16.3,23.7
N20002649,NORTH ANTRIM,27.1,32.5,29.4,35.7
N20002650,NORTH ANTRIM,10.1,22.8,19.2,26.3
N20002651,NORTH ANTRIM,7.7,21.5,17.8,25.0
N20002652,NORTH ANTRIM,7.9,21.6,17.9,25.1
N20002653,NORTH ANTRIM,5.6,20.3,16.5,23.9
N20002654,NORTH ANTRIM,2.7,18.6,14.8,22.3
N20002655,NORTH ANTRIM,45.6,42.9,39.8,46.1
N20002656,NORTH ANTRIM,5.5,20.2,16.5,23.8
N20002658,NORTH ANTRIM,28.3,33.1,30.0,36.4
N20002660,NORTH ANTRIM,5.7,20.3,16.6,24.0
N20002661,NORTH ANTRIM,7.6,21.4,17.7,24.9
N20002662,NORTH ANTRIM,7.4,21.3,17.6,24.8
N20002663,NORTH ANTRIM,22.0,29.6,26.3,32.8
N20002664,NORTH ANTRIM,21.6,29.3,26.1,32.6
N20002665,NORTH ANTRIM,5.5,20.2,16.5,23.8
N20002666,NORTH ANTRIM,14.0,25.0,21.6,28.5
N20002667,NORTH ANTRIM,11.0,23.3,19.8,26.8
N20002668,NORTH ANTRIM,11.7,23.7,20.2,27.2
N20002669,NORTH ANTRIM,8.4,21.9,18.2,25.4
N20002670,NORTH ANTRIM,7.6,21.4,17.7,24.9
N20002671,NORTH ANTRIM,10.1,22.8,19.2,26.3
N20002672,NORTH ANTRIM,9.3,22.4,18.8,25.9
N20002673,NORTH ANTRIM,2.4,18.5,14.7,22.2
N20002675,NORTH ANTRIM,6.3,20.7,16.9,24.3
N20002676,NORTH ANTRIM,9.9,22.7,19.1,26.2
N20002677,NORTH ANTRIM,7.4,21.3,17.6,24.8
N20002678,NORTH ANTRIM,5.6,20.3,16.5,23.9
N20002679,NORTH ANTRIM,2.7,18.6,14.8,22.3
N20002680,NORTH ANTRIM,5.0,19.9,16.2,23.6
N20002681,NORTH ANTRIM,6.1,20.6,16.8,24.2
N20002682,NORTH ANTRIM,5.5,20.2,16.5,23.8
N20002683,NORTH ANTRIM,5.0,19.9,16.2,23.6
N20002686,EAST ANTRIM,83.1,64.2,60.7,67.8
N20002689,EAST ANTRIM,42.4,41.1,38.0,44.3
N20002690,EAST ANTRIM,51.1,46.0,43.0,49.3
N20002691,EAST ANTRIM,45.4,42.8,39.7,46.0
N20002692,EAST ANTRIM,31.4,34.9,31.7,38.1
N20002693,EAST ANTRIM,22.0,29.6,26.3,32.8
N20002694,EAST ANTRIM,32.7,35.6,32.5,38.9
N20002695,EAST ANTRIM,26.8,32.3,29.2,35.5
N20002696,EAST ANTRIM,33.4,36.0,32.8,39.2
N20002697,EAST ANTRIM,33.2,35.9,32.7,39.1
N20002698,EAST ANTRIM,44.0,42.0,38.9,45.2
N20002699,EAST ANTRIM,25.0,31.3,28.1,34.5
N20002700,EAST ANTRIM,27.8,32.8,29.8,36.1
N20002704,EAST ANTRIM,17.7,27.1,23.8,30.6
N20002705,EAST ANTRIM,21.8,29.5,26.2,32.7
N20002707,EAST ANTRIM,16.7,26.6,23.2,30.1
N20002708,EAST ANTRIM,18.5,27.6,24.2,31.0
N20002710,EAST ANTRIM,20.7,28.8,25.6,32.2
N20002712,EAST ANTRIM,21.0,29.0,25.7,32.3
N20002713,EAST ANTRIM,21.5,29.3,26.0,32.6
N20002715,EAST ANTRIM,33.9,36.3,33.1,39.5
N20002716,EAST ANTRIM,22.6,29.9,26.7,33.2
N20002717,EAST ANTRIM,36.5,37.8,34.6,41.0
N20002718,EAST ANTRIM,36.3,37.7,34.5,40.9
N20002719,EAST ANTRIM,14.7,25.4,22.0,28.9
N20002720,EAST ANTRIM,43.6,41.8,38.7,45.0
N20002722,EAST ANTRIM,17.0,26.7,23.3,30.2
N20002723,EAST ANTRIM,14.2,25.1,21.7,28.6
N20002724,EAST ANTRIM,26.9,32.3,29.2,35.6
N20002725,EAST ANTRIM,18.8,27.8,24.4,31.2
N20002726,EAST ANTRIM,30.5,34.4,31.2,37.6
N20002727,EAST ANTRIM,31.8,35.1,31.9,38.3
N20002728,EAST ANTRIM,27.2,32.5,29.4,35.8
N20002729,EAST ANTRIM,26.0,31.8,28.7,35.1
N20002730,EAST ANTRIM,20.8,28.9,25.6,32.2
N20002731,EAST ANTRIM,21.1,29.1,25.8,32.4
N20002732,EAST ANTRIM,21.2,29.1,25.9,32.4
N20002733,EAST ANTRIM,28.8,33.4,30.3,36.6
N20002734,EAST ANTRIM,14.5,25.3,21.9,28.8
N20002735,EAST ANTRIM,20.2,28.5,25.3,31.9
N20002736,EAST ANTRIM,14.5,25.3,21.9,28.8
N20002737,EAST ANTRIM,26.9,32.3,29.2,35.6
N20002738,EAST ANTRIM,24.9,31.2,28.0,34.5
N20002739,EAST ANTRIM,6.8,21.0,17.2,24.5
N20002740,EAST ANTRIM,9.7,22.6,19.0,26.1
N20002741,EAST ANTRIM,4.0,19.4,15.6,23.0
N20002742,EAST ANTRIM,10.4,23.0,19.4,26.5
N20002743,EAST ANTRIM,4.1,19.4,15.6,23.1
N20002744,EAST ANTRIM,6.8,21.0,17.2,24.5
N20002745,EAST ANTRIM,5.7,20.3,16.6,24.0
N20002746,EAST ANTRIM,3.0,18.8,15.0,22.5
N20002747,EAST ANTRIM,5.2,20.1,16.3,23.7
N20002748,EAST ANTRIM,7.5,21.4,17.7,24.9
N20002749,EAST ANTRIM,6.2,20.6,16.9,24.2
N20002750,EAST ANTRIM,4.9,19.9,16.1,23.5
N20002751,EAST ANTRIM,5.8,20.4,16.6,24.0
N20002752,EAST ANTRIM,3.8,19.3,15.5,22.9
N20002753,EAST ANTRIM,4.4,19.6,15.8,23.2
N20002754,EAST ANTRIM,14.9,25.5,22.1,29.0
N20002755,EAST ANTRIM,11.6,23.7,20.1,27.2
N20002756,EAST ANTRIM,13.4,24.7,21.2,28.2
N20002757,EAST ANTRIM,16.7,26.6,23.2,30.1
N20002758,EAST ANTRIM,13.4,24.7,21.2,28.2
N20002760,EAST ANTRIM,20.1,28.5,25.2,31.9
N20002761,EAST ANTRIM,17.6,27.1,23.7,30.6
N20002762,EAST ANTRIM,19.0,27.9,24.5,31.3
N20002763,EAST ANTRIM,5.9,20.4,16.7,24.1
N20002764,EAST ANTRIM,8.3,21.8,18.1,25.3
N20002765,EAST ANTRIM,8.6,22.0,18.3,25.5
N20002766,EAST ANTRIM,6.2,20.6,16.9,24.2
N20002767,EAST ANTRIM,9.1,22.3,18.6,25.8
N20002768,EAST ANTRIM,6.0,20.5,16.8,24.1
N20002769,EAST ANTRIM,9.6,22.5,18.9,26.1
N20002770,EAST ANTRIM,8.8,22.1,18.4,25.6
N20002771,EAST ANTRIM,12.5,24.2,20.7,27.7
N20002772,EAST ANTRIM,1.5,18.0,14.2,21.7
N20002774,EAST ANTRIM,7.5,21.4,17.7,24.9
N20002775,EAST ANTRIM,6.2,20.6,16.9,24.2
N20002776,EAST ANTRIM,8.1,21.7,18.0,25.2
N20002777,EAST ANTRIM,7.7,21.5,17.8,25.0
N20002778,EAST ANTRIM,9.1,22.3,18.6,25.8
N20002779,EAST ANTRIM,8.2,21.8,18.1,25.3
N20002780,EAST ANTRIM,7.1,21.1,17.4,24.7
N20002781,EAST ANTRIM,5.4,20.2,16.4,23.8
N20002782,EAST ANTRIM,5.1,20.0,16.2,23.6
N20002783,EAST ANTRIM,5.7,20.3,16.6,24.0
N20002784,EAST ANTRIM,7.1,21.1,17.4,24.7
N20002785,EAST ANTRIM,7.0,21.1,17.4,24.6
N20002786,EAST ANTRIM,9.9,22.7,19.1,26.2
N20002788,EAST ANTRIM,7.3,21.2,17.5,24.8
N20002789,EAST ANTRIM,15.1,25.7,22.2,29.1
N20002790,EAST ANTRIM,11.3,23.5,19.9,27.0
N20002791,EAST ANTRIM,6.3,20.7,16.9,24.3
N20002792,EAST ANTRIM,11.2,23.4,19.9,27.0
N20002793,EAST ANTRIM,10.4,23.0,19.4,26.5
N20002794,EAST ANTRIM,9.9,22.7,19.1,26.2
N20002795,EAST ANTRIM,8.9,22.1,18.5,25.7
N20002796,EAST ANTRIM,13.9,25.0,21.5,28.4
N20002797,EAST ANTRIM,12.2,24.0,20.5,27.5
N20002798,EAST ANTRIM,16.5,26.5,23.0,29.9
N20002799,EAST ANTRIM,22.1,29.6,26.4,32.9
N20002800,EAST ANTRIM,13.9,25.0,21.5,28.4
N20002801,EAST ANTRIM,13.2,24.6,21.1,28.1
N20002802,EAST ANTRIM,2.9,18.8,14.9,22.4
N20002803,EAST ANTRIM,8.7,22.0,18.4,25.5
N20002804,EAST ANTRIM,6.0,20.5,16.8,24.1
N20002805,EAST ANTRIM,7.3,21.2,17.5,24.8
N20002806,EAST ANTRIM,8.3,21.8,18.1,25.3
N20002807,EAST ANTRIM,7.5,21.4,17.7,24.9
N20002808,EAST ANTRIM,6.7,20.9,17.2,24.5
N20002809,EAST ANTRIM,6.4,20.7,17.0,24.3
N20002810,EAST ANTRIM,6.9,21.0,17.3,24.6
N20002811,EAST ANTRIM,7.6,21.4,17.7,24.9
N20002812,EAST ANTRIM,6.0,20.5,16.8,24.1
N20002813,EAST ANTRIM,4.7,19.8,16.0,23.4
N20002814,EAST ANTRIM,10.3,22.9,19.3,26.4
N20002815,EAST ANTRIM,4.1,19.4,15.6,23.1
N20002816,EAST ANTRIM,6.7,20.9,17.2,24.5
N20002817,EAST ANTRIM,5.4,20.2,16.4,23.8
N20002818,EAST ANTRIM,5.4,20.2,16.4,23.8
N20002819,EAST ANTRIM,5.8,20.4,16.6,24.0
N20002820,EAST ANTRIM,13.1,24.5,21.0,28.0
N20002821,EAST ANTRIM,6.8,21.0,17.2,24.5
N20002822,EAST ANTRIM,9.7,22.6,19.0,26.1
N20002823,EAST ANTRIM,11.4,23.6,20.0,27.1
N20002824,EAST ANTRIM,16.5,26.5,23.0,29.9
N20002825,EAST ANTRIM,13.3,24.6,21.1,28.1
N20002826,EAST ANTRIM,9.4,22.4,18.8,25.9
N20002828,EAST ANTRIM,12.8,24.4,20.8,27.9
N20002829,EAST ANTRIM,7.7,21.5,17.8,25.0
N20002830,EAST ANTRIM,16.5,26.5,23.0,29.9
N20002831,EAST ANTRIM,11.6,23.7,20.1,27.2
N20002832,EAST ANTRIM,14.2,25.1,21.7,28.6
N20002833,EAST ANTRIM,8.8,22.1,18.4,25.6
N20002834,EAST ANTRIM,8.7,22.0,18.4,25.5
N20002835,EAST ANTRIM,14.3,25.2,21.8,28.7
N20002836,EAST ANTRIM,22.1,29.6,26.4,32.9
N20002837,MID ULSTER,68.4,55.8,52.6,59.4
N20002839,MID ULSTER,68.1,55.7,52.4,59.3
N20002840,MID ULSTER,44.3,42.2,39.1,45.4
N20002843,MID ULSTER,62.9,52.7,49.5,56.3
N20002846,MID ULSTER,10.6,23.1,19.5,26.6
N20002848,MID ULSTER,80.2,62.5,59.1,66.1
N20002850,MID ULSTER,87.9,66.9,63.2,70.5
N20002851,MID ULSTER,82.8,64.0,60.5,67.6
N20002852,MID ULSTER,94.7,70.7,66.8,74.5
N20002853,MID ULSTER,22.1,29.6,26.4,32.9
N20002855,MID ULSTER,55.2,48.4,45.3,51.7
N20002856,MID ULSTER,89.6,67.8,64.1,71.5
N20002857,MID ULSTER,33.0,35.8,32.6,39.0
N20002858,MID ULSTER,82.1,63.6,60.1,67.2
N20002859,MID ULSTER,95.4,71.1,67.2,75.0
N20002860,MID ULSTER,85.0,65.2,61.7,68.9
N20002861,MID ULSTER,93.9,70.3,66.4,74.0
N20002862,MID ULSTER,92.6,69.5,65.7,73.3
N20002863,MID ULSTER,90.4,68.3,64.5,72.0
N20002865,MID ULSTER,92.0,69.2,65.4,72.9
N20002867,MID ULSTER,10.9,23.3,19.7,26.8
N20002869,MID ULSTER,90.8,68.5,64.7,72.2
N20002870,MID ULSTER,86.5,66.1,62.5,69.7
N20002871,MID ULSTER,54.7,48.1,45.0,51.4
N20002872,MID ULSTER,23.7,30.5,27.3,33.8
N20002874,MID ULSTER,91.6,69.0,65.2,72.7
N20002875,MID ULSTER,93.5,70.0,66.2,73.8
N20002876,MID ULSTER,30.0,34.1,31.0,37.3
N20002877,MID ULSTER,55.9,48.8,45.6,52.1
N20002878,MID ULSTER,95.0,70.9,67.0,74.7
N20002879,MID ULSTER,46.1,43.2,40.1,46.4
N20002880,MID ULSTER,54.3,47.9,44.8,51.2
N20002881,MID ULSTER,34.7,36.8,33.6,40.0
N20002882,MID ULSTER,81.8,63.4,60.0,67.0
N20002883,MID ULSTER,44.3,42.2,39.1,45.4
N20002884,MID ULSTER,53.6,47.5,44.4,50.8
N20002885,MID ULSTER,92.1,69.3,65.4,73.0
N20002886,MID ULSTER,46.9,43.7,40.6,46.8
N20002887,MID ULSTER,92.7,69.6,65.8,73.3
N20002888,MID ULSTER,92.2,69.3,65.5,73.0
N20002890,MID ULSTER,89.7,67.9,64.1,71.6
N20002891,MID ULSTER,51.0,46.0,43.0,49.3
N20002892,MID ULSTER,81.7,63.4,59.9,67.0
N20002893,MID ULSTER,77.6,61.0,57.7,64.7
N20002894,MID ULSTER,76.4,60.4,57.0,64.0
N20002895,MID ULSTER,72.5,58.2,54.8,61.8
N20002896,MID ULSTER,59.9,51.0,47.9,54.5
N20002897,MID ULSTER,62.1,52.3,49.1,55.8
N20002900,MID ULSTER,70.1,56.8,53.5,60.4
N20002901,MID ULSTER,59.6,50.9,47.7,54.3
N20002902,MID ULSTER,53.5,47.4,44.3,50.7
N20002903,MID ULSTER,66.7,54.9,51.6,58.5
N20002904,MID ULSTER,61.1,51.7,48.5,55.2
N20002905,MID ULSTER,48.6,44.6,41.6,47.8
N20002906,MID ULSTER,79.7,62.2,58.8,65.8
N20002907,MID ULSTER,33.3,36.0,32.8,39.2
N20002908,MID ULSTER,63.6,53.1,49.9,56.7
N20002909,MID ULSTER,54.3,47.9,44.8,51.2
N20002910,MID ULSTER,56.0,48.8,45.7,52.2
N20002911,MID ULSTER,61.8,52.1,48.9,55.6
N20002912,MID ULSTER,50.5,45.7,42.7,49.0
N20002913,MID ULSTER,19.3,28.0,24.7,31.4
N20002914,MID ULSTER,39.1,39.2,36.1,42.4
N20002915,MID ULSTER,35.8,37.4,34.2,40.7
N20002916,MID ULSTER,82.0,63.5,60.1,67.1
N20002917,MID ULSTER,63.0,52.8,49.6,56.3
N20002920,MID ULSTER,40.6,40.1,37.0,43.3
N20002922,MID ULSTER,46.2,43.3,40.2,46.4
N20002923,MID ULSTER,51.2,46.1,43.1,49.4
N20002924,MID ULSTER,40.7,40.2,37.0,43.3
N20002926,MID ULSTER,27.4,32.6,29.5,35.9
N20002927,MID ULSTER,82.9,64.0,60.6,67.6
N20002928,MID ULSTER,42.7,41.3,38.2,44.5
N20002930,MID ULSTER,80.6,62.7,59.3,66.3
N20002931,MID ULSTER,25.7,31.7,28.5,34.9
N20002932,MID ULSTER,26.7,32.2,29.1,35.5
N20002933,MID ULSTER,80.1,62.5,59.0,66.1
N20002934,MID ULSTER,19.0,27.9,24.5,31.3
N20002935,MID ULSTER,10.8,23.2,19.6,26.7
N20002937,MID ULSTER,36.4,37.7,34.5,41.0
N20002938,MID ULSTER,8.8,22.1,18.4,25.6
N20002939,MID ULSTER,15.9,26.1,22.7,29.6
N20002940,MID ULSTER,36.2,37.6,34.4,40.9
N20002941,MID ULSTER,53.9,47.6,44.5,50.9
N20002942,MID ULSTER,43.9,42.0,38.9,45.2
N20002943,MID ULSTER,57.9,49.9,46.7,53.3
N20002945,MID ULSTER,81.1,63.0,59.6,66.6
N20002946,MID ULSTER,74.1,59.1,55.7,62.6
N20002947,MID ULSTER,50.4,45.6,42.6,48.9
N20002948,MID ULSTER,91.3,68.8,65.0,72.5
N20002949,MID ULSTER,69.5,56.5,53.2,60.1
N20002950,MID ULSTER,61.4,51.9,48.7,55.4
N20002953,MID ULSTER,62.3,52.4,49.2,55.9
N20002954,MID ULSTER,68.2,55.7,52.4,59.3
N20002956,MID ULSTER,90.9,68.6,64.8,72.3
N20002957,MID ULSTER,76.2,60.3,56.9,63.9
N20002958,MID ULSTER,73.2,58.6,55.2,62.1
N20002960,MID ULSTER,24.1,30.8,27.6,34.0
N20002961,MID ULSTER,73.1,58.5,55.2,62.1
N20002962,MID ULSTER,66.5,54.8,51.5,58.3
N20002964,MID ULSTER,56.1,48.9,45.7,52.2
N20002965,MID ULSTER,67.5,55.3,52.1,58.9
N20002967,MID ULSTER,26.9,32.3,29.2,35.6
N20002968,MID ULSTER,15.0,25.6,22.2,29.0
N20002969,MID ULSTER,21.3,29.2,25.9,32.5
N20002970,MID ULSTER,89.2,67.6,63.9,71.3
N20002971,MID ULSTER,60.0,51.1,47.9,54.5
N20002972,MID ULSTER,91.1,68.7,64.9,72.4
N20002973,MID ULSTER,76.3,60.3,57.0,63.9
N20002974,MID ULSTER,64.8,53.8,50.6,57.3
N20002979,MID ULSTER,18.3,27.5,24.1,30.9
N20002982,MID ULSTER,86.4,66.0,62.4,69.7
N20002983,MID ULSTER,73.5,58.7,55.4,62.3
N20002984,MID ULSTER,75.3,59.7,56.4,63.3
N20002986,MID ULSTER,64.5,53.6,50.4,57.2
N20002988,MID ULSTER,66.1,54.5,51.3,58.1
N20002989,MID ULSTER,88.0,66.9,63.2,70.6
N20002990,MID ULSTER,82.1,63.6,60.1,67.2
N20002991,MID ULSTER,94.8,70.8,66.9,74.6
N20002993,MID ULSTER,89.3,67.7,63.9,71.4
N20002994,MID ULSTER,20.8,28.9,25.6,32.2
N20002995,MID ULSTER,94.1,70.4,66.5,74.2
N20002997,MID ULSTER,92.9,69.7,65.9,73.5
N20002998,MID ULSTER,87.9,66.9,63.2,70.5
N20002999,MID ULSTER,89.8,68.0,64.2,71.7
N20003001,MID ULSTER,94.5,70.6,66.7,74.4
N20003002,MID ULSTER,82.9,64.0,60.6,67.6
N20003003,MID ULSTER,85.8,65.7,62.1,69.3
N20003004,MID ULSTER,38.6,39.0,35.8,42.2
N20003005,MID ULSTER,87.5,66.6,63.0,70.3
N20003006,MID ULSTER,86.9,66.3,62.7,70.0
N20003007,MID ULSTER,83.7,64.5,61.0,68.1
N20003009,MID ULSTER,82.9,64.0,60.6,67.6
N20003010,MID ULSTER,91.4,68.9,65.1,72.6
N20003012,MID ULSTER,92.6,69.5,65.7,73.3
N20003013,MID ULSTER,87.3,66.5,62.9,70.2
N20003014,MID ULSTER,91.1,68.7,64.9,72.4
N20003018,MID ULSTER,73.3,58.6,55.3,62.2
N20003019,MID ULSTER,56.9,49.3,46.2,52.7
N20003020,FERMANAGH AND SOUTH TYRONE,84.5,65.0,61.4,68.6
N20003021,FERMANAGH AND SOUTH TYRONE,77.7,61.1,57.8,64.7
N20003022,FERMANAGH AND SOUTH TYRONE,84.6,65.0,61.5,68.6
N20003025,FERMANAGH AND SOUTH TYRONE,88.4,67.2,63.4,70.8
N20003026,FERMANAGH AND SOUTH TYRONE,84.6,65.0,61.5,68.6
N20003027,FERMANAGH AND SOUTH TYRONE,38.9,39.1,36.0,42.3
N20003028,FERMANAGH AND SOUTH TYRONE,84.0,64.7,61.2,68.3
N20003030,FERMANAGH AND SOUTH TYRONE,86.7,66.2,62.6,69.9
N20003031,FERMANAGH AND SOUTH TYRONE,72.2,58.0,54.7,61.6
N20003032,FERMANAGH AND SOUTH TYRONE,83.7,64.5,61.0,68.1
N20003033,FERMANAGH AND SOUTH TYRONE,90.4,68.3,64.5,72.0
N20003034,FERMANAGH AND SOUTH TYRONE,73.1,58.5,55.2,62.1
N20003035,FERMANAGH AND SOUTH TYRONE,92.6,69.5,65.7,73.3
N20003036,FERMANAGH AND SOUTH TYRONE,47.2,43.8,40.7,47.0
N20003037,FERMANAGH AND SOUTH TYRONE,81.4,63.2,59.7,66.8
N20003038,FERMANAGH AND SOUTH TYRONE,65.3,54.1,50.9,57.6
N20003039,FERMANAGH AND SOUTH TYRONE,55.4,48.5,45.4,51.8
N20003040,FERMANAGH AND SOUTH TYRONE,44.7,42.4,39.4,45.6
N20003041,FERMANAGH AND SOUTH TYRONE,89.7,67.9,64.1,71.6
N20003042,FERMANAGH AND SOUTH TYRONE,81.1,63.0,59.6,66.6
N20003043,FERMANAGH AND SOUTH TYRONE,54.5,48.0,44.9,51.3
N20003044,FERMANAGH AND SOUTH TYRONE,53.3,47.3,44.2,50.6
N20003045,FERMANAGH AND SOUTH TYRONE,47.7,44.1,41.0,47.3
N20003046,FERMANAGH AND SOUTH TYRONE,57.6,49.7,46.6,53.1
N20003047,FERMANAGH AND SOUTH TYRONE,55.1,48.3,45.2,51.6
N20003048,FERMANAGH AND SOUTH TYRONE,18.5,27.6,24.2,31.0
N20003049,FERMANAGH AND SOUTH TYRONE,40.2,39.9,36.7,43.1
N20003050,FERMANAGH AND SOUTH TYRONE,52.0,46.5,43.5,49.8
N20003051,FERMANAGH AND SOUTH TYRONE,43.7,41.9,38.8,45.0
N20003052,FERMANAGH AND SOUTH TYRONE,10.8,23.2,19.6,26.7
N20003053,FERMANAGH AND SOUTH TYRONE,2.5,18.5,14.7,22.2
N20003054,FERMANAGH AND SOUTH TYRONE,40.6,40.1,37.0,43.3
N20003055,FERMANAGH AND SOUTH TYRONE,32.2,35.3,32.2,38.6
