SA2011,sex,religion_brought_up_in,count
N00000682,Male,Protestant and Other Christian,86
N00000682,Male,Other religions and none,7
N00000682,Female,Catholic,150
N00000682,Female,Protestant and Other Christian,74
N00000682,Female,Other religions and none,5
N00000683,Male,Catholic,48
N00000683,Male,Protestant and Other Christian,140
N00000683,Male,Other religions and none,8
N00000683,Female,Catholic,47
N00000683,Female,Protestant and Other Christian,143
N00000683,Female,Other religions and none,5
N00000684,Male,Catholic,210
N00000684,Male,Protestant and Other Christian,75
N00000684,Male,Other religions and none,10
N00000684,Female,Catholic,221
N00000684,Female,Protestant and Other Christian,70
N00000684,Female,Other religions and none,9
N00000685,Male,Catholic,116
N00000685,Male,Protestant and Other Christian,41
N00000685,Male,Other religions and none,4
N00000685,Female,Catholic,114
N00000685,Female,Protestant and Other Christian,48
N00000685,Female,Other religions and none,3
N00000686,Male,Catholic,99
N00000686,Male,Protestant and Other Christian,142
N00000686,Male,Other religions and none,8
N00000686,Female,Catholic,95
N00000686,Female,Protestant and Other Christian,145
N00000686,Female,Other religions and none,10
N00000687,Male,Catholic,22
N00000687,Male,Protestant and Other Christian,162
N00000687,Male,Other religions and none,5
N00000687,Female,Catholic,24
N00000687,Female,Protestant and Other Christian,154
N00000687,Female,Other religions and none,12
N00000688,Male,Catholic,132
N00000688,Male,Protestant and Other Christian,77
N00000688,Male,Other religions and none,15
N00000688,Female,Catholic,121
N00000688,Female,Protestant and Other Christian,53
N00000688,Female,Other religions and none,9
N00000689,Male,Catholic,42
N00000689,Male,Protestant and Other Christian,150
N00000689,Male,Other religions and none,8
N00000689,Female,Catholic,54
N00000689,Female,Protestant and Other Christian,132
N00000689,Female,Other religions and none,6
N00000690,Male,Catholic,30
N00000690,Male,Protestant and Other Christian,98
N00000690,Male,Other religions and none,11
N00000690,Female,Catholic,24
N00000690,Female,Protestant and Other Christian,111
N00000690,Female,Other religions and none,8
N00000691,Male,Catholic,9
N00000691,Male,Protestant and Other Christian,120
N00000691,Male,Other religions and none,9
N00000691,Female,Catholic,9
N00000691,Female,Protestant and Other Christian,144
N00000691,Female,Other religions and none,12
N00000692,Male,Catholic,9
N00000692,Male,Protestant and Other Christian,98
N00000692,Male,Other religions and none,9
N00000692,Female,Catholic,8
N00000692,Female,Protestant and Other Christian,113
N00000692,Female,Other religions and none,7
N00000693,Male,Catholic,12
N00000693,Male,Protestant and Other Christian,112
N00000693,Male,Other religions and none,11
N00000693,Female,Catholic,22
N00000693,Female,Protestant and Other Christian,125
N00000693,Female,Other religions and none,5
N00000694,Male,Catholic,61
N00000694,Male,Protestant and Other Christian,310
N00000694,Male,Other religions and none,25
N00000694,Female,Catholic,85
N00000694,Female,Protestant and Other Christian,369
N00000694,Female,Other religions and none,23
N00000695,Male,Catholic,32
N00000695,Male,Protestant and Other Christian,190
N00000695,Male,Other religions and none,23
N00000695,Female,Catholic,26
N00000695,Female,Protestant and Other Christian,225
N00000695,Female,Other religions and none,22
N00000696,Male,Catholic,32
N00000696,Male,Protestant and Other Christian,58
N00000696,Male,Other religions and none,4
N00000696,Female,Catholic,25
N00000696,Female,Protestant and Other Christian,55
N00000696,Female,Other religions and none,6
N00000697,Male,Catholic,32
N00000697,Male,Protestant and Other Christian,137
N00000697,Male,Other religions and none,14
N00000697,Female,Catholic,20
N00000697,Female,Protestant and Other Christian,161
N00000697,Female,Other religions and none,16
N00000698,Male,Catholic,32
N00000698,Male,Protestant and Other Christian,175
N00000698,Male,Other religions and none,11
N00000698,Female,Catholic,37
N00000698,Female,Protestant and Other Christian,187
N00000698,Female,Other religions and none,9
N00000699,Male,Catholic,18
N00000699,Male,Protestant and Other Christian,87
N00000699,Male,Other religions and none,10
N00000699,Female,Catholic,20
N00000699,Female,Protestant and Other Christian,114
N00000699,Female,Other religions and none,7
N00000700,Male,Catholic,75
N00000700,Male,Protestant and Other Christian,58
N00000700,Male,Other religions and none,9
N00000700,Female,Catholic,58
N00000700,Female,Protestant and Other Christian,56
N00000700,Female,Other religions and none,6
N00000701,Male,Catholic,5
N00000701,Male,Protestant and Other Christian,104
N00000701,Male,Other religions and none,11
N00000701,Female,Catholic,5
N00000701,Female,Protestant and Other Christian,100
N00000701,Female,Other religions and none,10
N00000702,Male,Catholic,71
N00000702,Male,Protestant and Other Christian,272
N00000702,Male,Other religions and none,30
N00000702,Female,Catholic,66
N00000702,Female,Protestant and Other Christian,309
N00000702,Female,Other religions and none,23
N00000703,Male,Catholic,18
N00000703,Male,Protestant and Other Christian,143
N00000703,Male,Other religions and none,17
N00000703,Female,Catholic,11
N00000703,Female,Protestant and Other Christian,135
N00000703,Female,Other religions and none,18
N00000704,Male,Catholic,33
N00000704,Male,Protestant and Other Christian,281
N00000704,Male,Other religions and none,23
N00000704,Female,Catholic,34
N00000704,Female,Protestant and Other Christian,265
N00000704,Female,Other religions and none,20
N00000705,Male,Catholic,70
N00000705,Male,Protestant and Other Christian,231
N00000705,Male,Other religions and none,20
N00000705,Female,Catholic,81
N00000705,Female,Protestant and Other Christian,260
N00000705,Female,Other religions and none,18
N00000706,Male,Catholic,78
N00000706,Male,Protestant and Other Christian,140
N00000706,Male,Other religions and none,9
N00000706,Female,Catholic,66
N00000706,Female,Protestant and Other Christian,126
N00000706,Female,Other religions and none,18
N00000707,Male,Catholic,14
N00000707,Male,Protestant and Other Christian,152
N00000707,Male,Other religions and none,15
N00000707,Female,Catholic,11
N00000707,Female,Protestant and Other Christian,161
N00000707,Female,Other religions and none,7
N00000708,Male,Catholic,77
N00000708,Male,Protestant and Other Christian,151
N00000708,Male,Other religions and none,18
N00000708,Female,Catholic,75
N00000708,Female,Protestant and Other Christian,137
N00000708,Female,Other religions and none,8
N00000709,Male,Catholic,23
N00000709,Male,Protestant and Other Christian,197
N00000709,Male,Other religions and none,15
N00000709,Female,Catholic,18
N00000709,Female,Protestant and Other Christian,193
N00000709,Female,Other religions and none,19
N00000710,Male,Catholic,19
N00000710,Male,Protestant and Other Christian,142
N00000710,Male,Other religions and none,8
N00000710,Female,Catholic,18
N00000710,Female,Protestant and Other Christian,151
N00000710,Female,Other religions and none,7
N00000711,Male,Catholic,24
N00000711,Male,Protestant and Other Christian,222
N00000711,Male,Other religions and none,16
N00000711,Female,Catholic,26
N00000711,Female,Protestant and Other Christian,215
N00000711,Female,Other religions and none,19
N00000712,Male,Catholic,49
N00000712,Male,Protestant and Other Christian,140
N00000712,Male,Other religions and none,8
N00000712,Female,Catholic,48
N00000712,Female,Protestant and Other Christian,135
N00000712,Female,Other religions and none,5
N00000713,Male,Catholic,117
N00000713,Male,Protestant and Other Christian,102
N00000713,Male,Other religions and none,8
N00000713,Female,Catholic,111
N00000713,Female,Protestant and Other Christian,77
N00000713,Female,Other religions and none,6
N00000714,Male,Catholic,92
N00000714,Male,Protestant and Other Christian,126
N00000714,Male,Other religions and none,12
N00000714,Female,Catholic,101
N00000714,Female,Protestant and Other Christian,112
N00000714,Female,Other religions and none,10
N00000715,Male,Catholic,105
N00000715,Male,Protestant and Other Christian,202
N00000715,Male,Other religions and none,22
N00000715,Female,Catholic,122
N00000715,Female,Protestant and Other Christian,177
N00000715,Female,Other religions and none,28
N00000716,Male,Catholic,93
N00000716,Male,Protestant and Other Christian,309
N00000716,Male,Other religions and none,26
N00000716,Female,Catholic,95
N00000716,Female,Protestant and Other Christian,343
N00000716,Female,Other religions and none,31
N00000717,Male,Catholic,76
N00000717,Male,Protestant and Other Christian,178
N00000717,Male,Other religions and none,30
N00000717,Female,Catholic,74
N00000717,Female,Protestant and Other Christian,196
N00000717,Female,Other religions and none,22
N00000718,Male,Catholic,356
N00000718,Male,Protestant and Other Christian,530
N00000718,Male,Other religions and none,82
N00000718,Female,Catholic,335
N00000718,Female,Protestant and Other Christian,569
N00000718,Female,Other religions and none,51
N00000719,Male,Catholic,42
N00000719,Male,Protestant and Other Christian,84
N00000719,Male,Other religions and none,10
N00000719,Female,Catholic,32
N00000719,Female,Protestant and Other Christian,78
N00000719,Female,Other religions and none,14
N00000720,Male,Catholic,74
N00000720,Male,Protestant and Other Christian,154
N00000720,Male,Other religions and none,18
N00000720,Female,Catholic,69
N00000720,Female,Protestant and Other Christian,158
N00000720,Female,Other religions and none,11
N00000721,Male,Catholic,147
N00000721,Male,Protestant and Other Christian,86
N00000721,Male,Other religions and none,5
N00000721,Female,Catholic,132
N00000721,Female,Protestant and Other Christian,82
N00000721,Female,Other religions and none,8
N00000722,Male,Catholic,43
N00000722,Male,Protestant and Other Christian,194
N00000722,Male,Other religions and none,12
N00000722,Female,Catholic,35
N00000722,Female,Protestant and Other Christian,200
N00000722,Female,Other religions and none,11
N00000723,Male,Catholic,218
N00000723,Male,Protestant and Other Christian,13
N00000723,Male,Other religions and none,4
N00000723,Female,Catholic,196
N00000723,Female,Protestant and Other Christian,8
N00000723,Female,Other religions and none,6
N00000724,Male,Catholic,151
N00000724,Male,Protestant and Other Christian,95
N00000724,Male,Other religions and none,12
N00000724,Female,Catholic,128
N00000724,Female,Protestant and Other Christian,101
N00000724,Female,Other religions and none,8
N00000725,Male,Catholic,135
N00000725,Male,Protestant and Other Christian,100
N00000725,Male,Other religions and none,7
N00000725,Female,Catholic,115
N00000725,Female,Protestant and Other Christian,112
N00000725,Female,Other religions and none,8
N00000726,Male,Catholic,157
N00000726,Male,Protestant and Other Christian,81
N00000726,Male,Other religions and none,7
N00000726,Female,Catholic,136
N00000726,Female,Protestant and Other Christian,58
N00000726,Female,Other religions and none,6
N00000727,Male,Catholic,61
N00000727,Male,Protestant and Other Christian,67
N00000727,Male,Other religions and none,6
N00000727,Female,Catholic,58
N00000727,Female,Protestant and Other Christian,75
N00000727,Female,Other religions and none,7
N00000728,Male,Catholic,105
N00000728,Male,Protestant and Other Christian,130
N00000728,Male,Other religions and none,17
N00000728,Female,Catholic,107
N00000728,Female,Protestant and Other Christian,119
N00000728,Female,Other religions and none,17
N00000729,Male,Catholic,53
N00000729,Male,Protestant and Other Christian,110
N00000729,Male,Other religions and none,14
N00000729,Female,Catholic,46
N00000729,Female,Protestant and Other Christian,116
N00000729,Female,Other religions and none,16
