DZ2021_cd,DZ2021_nm,lgd1993
N20000843,Castle_S2,BELFAST
N20000839,Castle_R4,BELFAST
N20000841,Castle_S1,BELFAST
N20000837,Castle_P2,BELFAST
N20000828,Castle_K3,BELFAST
N20000832,Castle_N3,BELFAST
N20000826,Castle_N1,BELFAST
N20000831,Castle_N2,BELFAST
N20000836,Castle_R2,BELFAST
N20000838,Castle_R3,BELFAST
N20000833,Castle_R1,BELFAST
N20000830,Castle_L4,BELFAST
N20000834,Castle_L5,BELFAST
N20000734,Oldpark_G1,BELFAST
N20000840,Castle_R5,BELFAST
N20000738,Oldpark_G3,BELFAST
N20000846,Castle_U1,BELFAST
N20000745,Oldpark_G5,BELFAST
N20000750,Oldpark_L2,BELFAST
N20000754,Oldpark_R1,BELFAST
N20000757,Oldpark_L3,BELFAST
N20000763,Oldpark_L5,BELFAST
N20000764,Oldpark_R3,BELFAST
N20000759,Oldpark_R2,BELFAST
N20000747,Oldpark_L1,BELFAST
N20000849,Castle_U3,BELFAST
N20000851,Castle_U4,BELFAST
N20000848,Castle_U2,BELFAST
N20000847,Castle_T3,BELFAST
N20000850,Castle_T4,BELFAST
N20000852,Castle_U5,BELFAST
N20000769,Oldpark_R5,BELFAST
N20000766,Oldpark_R4,BELFAST
N20000772,Oldpark_U1,BELFAST
N20000777,Oldpark_S2,BELFAST
N20000778,Oldpark_S3,BELFAST
N20000771,Oldpark_S1,BELFAST
N20000773,Oldpark_T1,BELFAST
N20000853,Castle_T5,BELFAST
N20000779,Oldpark_T2,BELFAST
N20000781,Oldpark_T3,BELFAST
N20000780,Oldpark_S4,BELFAST
N20000782,Oldpark_S5,BELFAST
N20000783,Oldpark_U3,BELFAST
N20000774,Oldpark_U2,BELFAST
N20000775,Oldpark_R6,BELFAST
N20000776,Oldpark_Q4,BELFAST
N20001389,Court_G2,BELFAST
N20001398,Court_K2,BELFAST
N20001396,Court_K1,BELFAST
N20001406,Court_K3,BELFAST
N20001412,Court_K5,BELFAST
N20001431,Court_S3,BELFAST
N20001433,Court_W2,BELFAST
N20001429,Court_W1,BELFAST
N20001423,Court_Q3,BELFAST
N20001430,Court_Q4,BELFAST
N20001418,Court_Q2,BELFAST
N20001414,Court_Q1,BELFAST
N20001080,Botanic_A2,BELFAST
N20001079,Botanic_A1,BELFAST
N20000855,Castle_Q3,BELFAST
N20000785,Oldpark_U4,BELFAST
N20000786,Oldpark_U5,BELFAST
N20000784,Oldpark_T4,BELFAST
N20000854,Castle_Q2,BELFAST
N20000886,Titanic_H1,BELFAST
N20000894,Titanic_H3,BELFAST
N20000887,Titanic_H2,BELFAST
N20000885,Titanic_B4,BELFAST
N20000882,Titanic_B2,BELFAST
N20001083,Botanic_B3,BELFAST
N20001086,Botanic_B4,BELFAST
N20001082,Botanic_B2,BELFAST
N20001081,Botanic_B1,BELFAST
N20000896,Titanic_H4,BELFAST
N20000904,Titanic_P1,BELFAST
N20000913,Titanic_S2,BELFAST
N20000912,Titanic_P2,BELFAST
N20000924,Titanic_P4,BELFAST
N20000918,Titanic_P3,BELFAST
N20000922,Titanic_S3,BELFAST
N20000928,Titanic_S4,BELFAST
N20000931,Titanic_T5,BELFAST
N20000934,Titanic_Y1,BELFAST
N20000941,Titanic_Z2,BELFAST
N20000939,Titanic_Y2,BELFAST
N20000942,Titanic_Y3,BELFAST
N20001094,Botanic_D2,BELFAST
N20001105,Botanic_H3,BELFAST
N20001101,Botanic_D3,BELFAST
N20001097,Botanic_C4,BELFAST
N20001103,Botanic_H2,BELFAST
N20001099,Botanic_H1,BELFAST
N20001090,Botanic_C3,BELFAST
N20001088,Botanic_C2,BELFAST
N20001091,Botanic_D1,BELFAST
N20001085,Botanic_A4,BELFAST
N20001087,Botanic_C1,BELFAST
N20001084,Botanic_A3,BELFAST
N20001438,Court_W3,BELFAST
N20001444,Court_W4,BELFAST
N20001095,Botanic_F2,BELFAST
N20001089,Botanic_A5,BELFAST
N20001093,Botanic_F1,BELFAST
N20001100,Botanic_F3,BELFAST
N20001102,Botanic_F4,BELFAST
N20001124,Botanic_L2,BELFAST
N20001122,Botanic_L1,BELFAST
N20001108,Botanic_F5,BELFAST
N20001110,Botanic_H5,BELFAST
N20001123,Botanic_H7,BELFAST
N20001132,Botanic_L3,BELFAST
N20001135,Botanic_R1,BELFAST
N20001133,Botanic_L4,BELFAST
N20001139,Botanic_R3,BELFAST
N20001148,Botanic_R5,BELFAST
N20001143,Botanic_R4,BELFAST
N20001137,Botanic_R2,BELFAST
N20001153,Botanic_Q4,BELFAST
N20001157,Botanic_Q5,BELFAST
N20001151,Botanic_Q3,BELFAST
N20001147,Botanic_T4,BELFAST
N20001142,Botanic_Q2,BELFAST
N20001134,Botanic_N5,BELFAST
N20001130,Botanic_N3,BELFAST
N20001136,Botanic_Q1,BELFAST
N20001112,Botanic_H6,BELFAST
N20001107,Botanic_H4,BELFAST
N20001119,Botanic_J3,BELFAST
N20001113,Botanic_J1,BELFAST
N20001120,Botanic_J4,BELFAST
N20001109,Botanic_D4,BELFAST
N20001118,Botanic_N1,BELFAST
N20001114,Botanic_J2,BELFAST
N20001131,Botanic_N4,BELFAST
N20001127,Botanic_N2,BELFAST
N20001121,Botanic_P1,BELFAST
N20000944,Titanic_Y4,BELFAST
N20001024,Lisnasharragh_C1,BELFAST
N20001027,Lisnasharragh_C2,BELFAST
N20001030,Lisnasharragh_C3,BELFAST
N20001035,Lisnasharragh_F1,BELFAST
N20001037,Lisnasharragh_F3,BELFAST
N20001042,Lisnasharragh_F4,BELFAST
N20001155,Botanic_W3,BELFAST
