DZ2021_cd,DZ2021_nm,DEA2014_nm,dea_1972,dea_1984,dea_1993,dea_2012
N20002529,Castlereagh_East_F5,Castlereagh East,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N20002530,Castlereagh_East_E5,Castlereagh East,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N20002525,Castlereagh_East_E4,Castlereagh East,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N20002520,Castlereagh_East_C6,Castlereagh East,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N20002512,Castlereagh_East_E2,Castlereagh East,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N20002506,Castlereagh_East_C4,Castlereagh East,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N20002507,Castlereagh_East_C5,Castlereagh East,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N20002504,Castlereagh_East_C3,Castlereagh East,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N20002508,Castlereagh_East_D1,Castlereagh East,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N20002516,Castlereagh_East_D2,Castlereagh East,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N20002519,Castlereagh_East_D3,Castlereagh East,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N20002524,Castlereagh_East_D4,Castlereagh East,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
N20000980,Ormiston_L1,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000989,Ormiston_L2,Ormiston,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Ormiston
N20000996,Ormiston_L3,Ormiston,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Ormiston
N20000991,Ormiston_J5,Ormiston,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Ormiston
N20000992,Ormiston_P1,Ormiston,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Ormiston
N20000986,Ormiston_J4,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000977,Ormiston_J1,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000981,Ormiston_J3,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000978,Ormiston_J2,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000960,Ormiston_C4,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000967,Ormiston_F3,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000965,Ormiston_C5,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000959,Ormiston_F1,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000963,Ormiston_F2,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000971,Ormiston_F4,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000970,Ormiston_G1,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000974,Ormiston_G2,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000983,Ormiston_G4,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000979,Ormiston_N1,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000982,Ormiston_F5,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000997,Ormiston_N3,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000988,Ormiston_N2,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000995,Ormiston_R1,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000993,Ormiston_K3,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000985,Ormiston_H5,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000975,Ormiston_G3,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000973,Ormiston_H2,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000976,Ormiston_H3,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000984,Ormiston_H4,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000902,Titanic_R1,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000897,Titanic_K4,Titanic,BELFAST AREA B,VICTORIA,POTTINGER,Titanic
N20000909,Titanic_R2,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000923,Titanic_R3,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000990,Ormiston_K2,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000987,Ormiston_K1,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000994,Ormiston_K4,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20001017,Lisnasharragh_B1,Lisnasharragh,BELFAST AREA B,VICTORIA,POTTINGER,Lisnasharragh
N20000935,Titanic_X2,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000929,Titanic_R4,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000920,Titanic_Q5,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000926,Titanic_X1,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000917,Titanic_Q4,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000937,Titanic_X3,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000932,Titanic_W2,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000936,Titanic_W3,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20001018,Lisnasharragh_A1,Lisnasharragh,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N20000940,Titanic_Z1,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000938,Titanic_U4,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000933,Titanic_U3,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000930,Titanic_U2,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000919,Titanic_T3,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000921,Titanic_T4,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000925,Titanic_U1,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000927,Titanic_W1,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000914,Titanic_T1,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000903,Titanic_N3,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000910,Titanic_L4,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000908,Titanic_S1,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000901,Titanic_L2,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000905,Titanic_L3,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000900,Titanic_N2,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000899,Titanic_J4,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000906,Titanic_J5,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000915,Titanic_T2,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000911,Titanic_N4,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000907,Titanic_Q2,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000916,Titanic_Q3,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000898,Titanic_Q1,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000895,Titanic_K3,Titanic,BELFAST AREA B,VICTORIA,POTTINGER,Titanic
N20000888,Titanic_J2,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000879,Titanic_E4,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000871,Titanic_E2,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000878,Titanic_J1,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000875,Titanic_E3,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000874,Titanic_F3,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000880,Titanic_F5,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000891,Titanic_J3,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000892,Titanic_N1,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000893,Titanic_L1,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000884,Titanic_B3,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000873,Titanic_F2,Titanic,BELFAST AREA B,POTTINGER,POTTINGER,Titanic
N20000877,Titanic_F4,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000870,Titanic_F1,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000867,Titanic_E1,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000864,Titanic_C5,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000862,Titanic_C3,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000861,Titanic_C2,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000863,Titanic_C4,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000869,Titanic_D4,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000865,Titanic_D1,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000866,Titanic_D2,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000868,Titanic_D3,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000872,Titanic_D5,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000876,Titanic_G1,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000883,Titanic_G3,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000889,Titanic_K1,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000881,Titanic_G2,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000890,Titanic_K2,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000966,Ormiston_E2,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000964,Ormiston_E1,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000972,Ormiston_H1,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000969,Ormiston_E4,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000968,Ormiston_E3,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000961,Ormiston_D3,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000962,Ormiston_D4,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000958,Ormiston_D2,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000957,Ormiston_D1,Ormiston,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
N20000858,Titanic_A2,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000859,Titanic_A3,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000856,Titanic_A1,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000825,Castle_Q1,Castle,BELFAST AREA G,CASTLE,CASTLE,Castle
N20000857,Titanic_B1,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000860,Titanic_C1,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20000829,Castle_K4,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000835,Castle_P1,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000844,Castle_T2,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000842,Castle_T1,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000845,Castle_S3,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000843,Castle_S2,Castle,BELFAST AREA H,OLDPARK,OLDPARK,Castle
N20000839,Castle_R4,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000841,Castle_S1,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000837,Castle_P2,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000828,Castle_K3,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000832,Castle_N3,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000826,Castle_N1,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000831,Castle_N2,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000836,Castle_R2,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000838,Castle_R3,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000833,Castle_R1,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000830,Castle_L4,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000834,Castle_L5,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000734,Oldpark_G1,Oldpark,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N20000840,Castle_R5,Castle,BELFAST AREA H,OLDPARK,OLDPARK,Castle
N20000738,Oldpark_G3,Oldpark,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N20000846,Castle_U1,Castle,BELFAST AREA H,OLDPARK,OLDPARK,Castle
N20000745,Oldpark_G5,Oldpark,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N20000750,Oldpark_L2,Oldpark,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N20000754,Oldpark_R1,Oldpark,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N20000757,Oldpark_L3,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000763,Oldpark_L5,Oldpark,BELFAST AREA G,COURT,COURT,Oldpark
N20000764,Oldpark_R3,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000759,Oldpark_R2,Oldpark,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N20000747,Oldpark_L1,Oldpark,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
N20000849,Castle_U3,Castle,BELFAST AREA H,OLDPARK,OLDPARK,Castle
N20000851,Castle_U4,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000848,Castle_U2,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000847,Castle_T3,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000850,Castle_T4,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000852,Castle_U5,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000769,Oldpark_R5,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000766,Oldpark_R4,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000772,Oldpark_U1,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000777,Oldpark_S2,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000778,Oldpark_S3,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000771,Oldpark_S1,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000773,Oldpark_T1,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000853,Castle_T5,Castle,BELFAST AREA H,CASTLE,CASTLE,Castle
N20000779,Oldpark_T2,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000781,Oldpark_T3,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000780,Oldpark_S4,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000782,Oldpark_S5,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000783,Oldpark_U3,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000774,Oldpark_U2,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000775,Oldpark_R6,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000776,Oldpark_Q4,Oldpark,BELFAST AREA G,COURT,COURT,Oldpark
N20001389,Court_G2,Court,BELFAST AREA G,COURT,COURT,Court
N20001398,Court_K2,Court,BELFAST AREA G,COURT,COURT,Court
N20001396,Court_K1,Court,BELFAST AREA G,COURT,COURT,Court
N20001406,Court_K3,Court,BELFAST AREA G,COURT,COURT,Court
N20001412,Court_K5,Court,BELFAST AREA G,COURT,COURT,Court
N20001431,Court_S3,Court,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
N20001433,Court_W2,Court,BELFAST AREA G,LOWER FALLS,LOWER FALLS,Court
N20001429,Court_W1,Court,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
N20001423,Court_Q3,Court,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
N20001430,Court_Q4,Court,BELFAST AREA G,LOWER FALLS,LOWER FALLS,Court
N20001418,Court_Q2,Court,BELFAST AREA G,COURT,LOWER FALLS,Court
N20001414,Court_Q1,Court,BELFAST AREA G,LOWER FALLS,LOWER FALLS,Court
N20001080,Botanic_A2,Botanic,BELFAST AREA G,COURT,LAGANBANK,Botanic
N20001079,Botanic_A1,Botanic,BELFAST AREA G,COURT,LAGANBANK,Botanic
N20000855,Castle_Q3,Castle,BELFAST AREA G,COURT,CASTLE,Castle
N20000785,Oldpark_U4,Oldpark,BELFAST AREA G,COURT,OLDPARK,Oldpark
N20000786,Oldpark_U5,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000784,Oldpark_T4,Oldpark,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
N20000854,Castle_Q2,Castle,BELFAST AREA G,CASTLE,CASTLE,Castle
N20000886,Titanic_H1,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000894,Titanic_H3,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000887,Titanic_H2,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000885,Titanic_B4,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000882,Titanic_B2,Titanic,BELFAST AREA B,VICTORIA,VICTORIA,Titanic
N20001083,Botanic_B3,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001086,Botanic_B4,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001082,Botanic_B2,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001081,Botanic_B1,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20000896,Titanic_H4,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000904,Titanic_P1,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000913,Titanic_S2,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000912,Titanic_P2,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000924,Titanic_P4,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000918,Titanic_P3,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000922,Titanic_S3,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000928,Titanic_S4,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000931,Titanic_T5,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000934,Titanic_Y1,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000941,Titanic_Z2,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000939,Titanic_Y2,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20000942,Titanic_Y3,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20001094,Botanic_D2,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001105,Botanic_H3,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001101,Botanic_D3,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001097,Botanic_C4,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001103,Botanic_H2,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001099,Botanic_H1,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001090,Botanic_C3,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001088,Botanic_C2,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001091,Botanic_D1,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001085,Botanic_A4,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001087,Botanic_C1,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001084,Botanic_A3,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001438,Court_W3,Court,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
N20001444,Court_W4,Court,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
N20001095,Botanic_F2,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001089,Botanic_A5,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001093,Botanic_F1,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001100,Botanic_F3,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001102,Botanic_F4,Botanic,BELFAST AREA F,LAGANSIDE,LAGANBANK,Botanic
N20001124,Botanic_L2,Botanic,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N20001122,Botanic_L1,Botanic,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N20001108,Botanic_F5,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001110,Botanic_H5,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001123,Botanic_H7,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001132,Botanic_L3,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001135,Botanic_R1,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001133,Botanic_L4,Botanic,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N20001139,Botanic_R3,Botanic,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N20001148,Botanic_R5,Botanic,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N20001143,Botanic_R4,Botanic,BELFAST AREA C,BALMORAL,BALMORAL,Botanic
N20001137,Botanic_R2,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001153,Botanic_Q4,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001157,Botanic_Q5,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001151,Botanic_Q3,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001147,Botanic_T4,Botanic,BELFAST AREA A,LAGANSIDE,LAGANBANK,Botanic
N20001142,Botanic_Q2,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001134,Botanic_N5,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001130,Botanic_N3,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001136,Botanic_Q1,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001112,Botanic_H6,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001107,Botanic_H4,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001119,Botanic_J3,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001113,Botanic_J1,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001120,Botanic_J4,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001109,Botanic_D4,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001118,Botanic_N1,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001114,Botanic_J2,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001131,Botanic_N4,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001127,Botanic_N2,Botanic,BELFAST AREA C,LAGANSIDE,LAGANBANK,Botanic
N20001121,Botanic_P1,Botanic,BELFAST AREA A,POTTINGER,POTTINGER,Botanic
N20000944,Titanic_Y4,Titanic,BELFAST AREA A,POTTINGER,POTTINGER,Titanic
N20001024,Lisnasharragh_C1,Lisnasharragh,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N20001027,Lisnasharragh_C2,Lisnasharragh,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N20001030,Lisnasharragh_C3,Lisnasharragh,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N20001035,Lisnasharragh_F1,Lisnasharragh,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N20001037,Lisnasharragh_F3,Lisnasharragh,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N20001042,Lisnasharragh_F4,Lisnasharragh,BELFAST AREA A,POTTINGER,POTTINGER,Lisnasharragh
N20001155,Botanic_W3,Botanic,BELFAST AREA A,LAGANSIDE,LAGANBANK,Botanic
N20001145,Botanic_P2,Botanic,BELFAST AREA A,LAGANSIDE,LAGANBANK,Botanic
N20001141,Botanic_T2,Botanic,BELFAST AREA A,LAGANSIDE,LAGANBANK,Botanic
N20001138,Botanic_T1,Botanic,BELFAST AREA A,LAGANSIDE,LAGANBANK,Botanic
N20001146,Botanic_T3,Botanic,BELFAST AREA A,LAGANSIDE,LAGANBANK,Botanic
N20001150,Botanic_W1,Botanic,BELFAST AREA A,LAGANSIDE,LAGANBANK,Botanic
N20001154,Botanic_W2,Botanic,BELFAST AREA A,LAGANSIDE,LAGANBANK,Botanic
N20001160,Botanic_W5,Botanic,BELFAST AREA A,LAGANSIDE,LAGANBANK,Botanic
