Geography,SA2011,LGD,MDM_rank,Income_rank,Employment_rank,MDM_decile
Killeen,N00000407,"Armagh City, Banbridge and Craigavon",1845,1126,2639,5
Killeen,N00000408,"Armagh City, Banbridge and Craigavon",2644,1884,2821,6
Killeen,N00000409,"Armagh City, Banbridge and Craigavon",2560,3834,1784,6
Killeen,N00000410,"Armagh City, Banbridge and Craigavon",2707,1579,3606,6
Killylea,N00000411,"Armagh City, Banbridge and Craigavon",1480,795,2112,4
Killylea,N00000412,"Armagh City, Banbridge and Craigavon",2740,2699,2733,7
Killylea,N00000413,"Armagh City, Banbridge and Craigavon",2383,1573,3090,6
Killylea,N00000414,"Armagh City, Banbridge and Craigavon",1714,610,3100,4
Killylea,N00000415,"Armagh City, Banbridge and Craigavon",2239,2620,1968,5
Killylea,N00000416,"Armagh City, Banbridge and Craigavon",2407,1948,2779,6
Laurelvale,N00000417,"Armagh City, Banbridge and Craigavon",2530,1390,2878,6
Laurelvale,N00000418,"Armagh City, Banbridge and Craigavon",2806,3007,2648,7
Laurelvale,N00000419,"Armagh City, Banbridge and Craigavon",3622,2765,3844,8
Laurelvale,N00000420,"Armagh City, Banbridge and Craigavon",3062,3682,3621,7
Laurelvale,N00000421,"Armagh City, Banbridge and Craigavon",2576,1280,3791,6
Laurelvale,N00000422,"Armagh City, Banbridge and Craigavon",2384,3883,1443,6
Loughgall,N00000423,"Armagh City, Banbridge and Craigavon",2790,1995,3040,7
Loughgall,N00000424,"Armagh City, Banbridge and Craigavon",2946,1963,3798,7
Loughgall,N00000425,"Armagh City, Banbridge and Craigavon",2888,1811,3799,7
Loughgall,N00000426,"Armagh City, Banbridge and Craigavon",1942,1571,1984,5
Loughgall,N00000427,"Armagh City, Banbridge and Craigavon",2031,1914,2221,5
Loughgall,N00000428,"Armagh City, Banbridge and Craigavon",2320,2213,2417,6
Loughgall,N00000429,"Armagh City, Banbridge and Craigavon",1940,653,2943,5
Markethill,N00000430,"Armagh City, Banbridge and Craigavon",3095,3239,2755,7
Markethill,N00000431,"Armagh City, Banbridge and Craigavon",1066,253,2252,3
Markethill,N00000432,"Armagh City, Banbridge and Craigavon",1782,1744,1735,4
Markethill,N00000433,"Armagh City, Banbridge and Craigavon",836,393,1058,2
Markethill,N00000434,"Armagh City, Banbridge and Craigavon",2069,2421,1846,5
Markethill,N00000435,"Armagh City, Banbridge and Craigavon",1316,636,1361,3
Markethill,N00000436,"Armagh City, Banbridge and Craigavon",2053,595,2948,5
Milford,N00000437,"Armagh City, Banbridge and Craigavon",3492,2719,3671,8
Milford,N00000438,"Armagh City, Banbridge and Craigavon",3653,3615,4263,9
Milford,N00000439,"Armagh City, Banbridge and Craigavon",3014,1940,4069,7
Milford,N00000440,"Armagh City, Banbridge and Craigavon",2544,2883,3044,6
Milford,N00000441,"Armagh City, Banbridge and Craigavon",2678,3094,2424,6
Milford,N00000442,"Armagh City, Banbridge and Craigavon",923,306,1273,3
Observatory,N00000443,"Armagh City, Banbridge and Craigavon",2661,761,3378,6
Observatory,N00000444,"Armagh City, Banbridge and Craigavon",792,309,1418,2
Observatory,N00000445,"Armagh City, Banbridge and Craigavon",4103,2648,4207,10
Observatory,N00000446,"Armagh City, Banbridge and Craigavon",4316,3964,3925,10
Observatory,N00000447,"Armagh City, Banbridge and Craigavon",3553,4259,2146,8
Observatory,N00000448,"Armagh City, Banbridge and Craigavon",359,408,497,1
Poyntz Pass,N00000449,"Armagh City, Banbridge and Craigavon",1820,941,3188,5
Poyntz Pass,N00000450,"Armagh City, Banbridge and Craigavon",2653,2184,2305,6
Poyntz Pass,N00000451,"Armagh City, Banbridge and Craigavon",1964,1204,1877,5
Poyntz Pass,N00000452,"Armagh City, Banbridge and Craigavon",1406,638,2463,4
Poyntz Pass,N00000453,"Armagh City, Banbridge and Craigavon",459,208,883,2
Poyntz Pass,N00000454,"Armagh City, Banbridge and Craigavon",1988,1387,2343,5
Rich Hill_1,N00000455,"Armagh City, Banbridge and Craigavon",2915,3745,2515,7
Rich Hill_1,N00000456,"Armagh City, Banbridge and Craigavon",3772,2779,3646,9
Rich Hill_1,N00000457,"Armagh City, Banbridge and Craigavon",3569,3537,2973,8
Rich Hill_1,N00000458,"Armagh City, Banbridge and Craigavon",4277,4255,4337,10
Rich Hill_2,N00000459,"Armagh City, Banbridge and Craigavon",3275,3581,2117,8
Rich Hill_2,N00000460,"Armagh City, Banbridge and Craigavon",2516,2457,2401,6
Rich Hill_2,N00000461,"Armagh City, Banbridge and Craigavon",3520,1905,4004,8
Rich Hill_2,N00000462,"Armagh City, Banbridge and Craigavon",2078,2917,1295,5
Tandragee,N00000463,"Armagh City, Banbridge and Craigavon",964,448,1572,3
Tandragee,N00000464,"Armagh City, Banbridge and Craigavon",1641,513,2179,4
Tandragee,N00000465,"Armagh City, Banbridge and Craigavon",689,162,1408,2
Tandragee,N00000466,"Armagh City, Banbridge and Craigavon",3596,2743,3935,8
Tandragee,N00000467,"Armagh City, Banbridge and Craigavon",2906,3214,2238,7
Tandragee,N00000468,"Armagh City, Banbridge and Craigavon",3683,3731,2975,9
Tandragee,N00000469,"Armagh City, Banbridge and Craigavon",3323,3069,3484,8
The Mall,N00000470,"Armagh City, Banbridge and Craigavon",2137,1511,1894,5
The Mall,N00000471,"Armagh City, Banbridge and Craigavon",2773,2659,2314,7
The Mall,N00000472,"Armagh City, Banbridge and Craigavon",1359,1606,906,3
The Mall,N00000473,"Armagh City, Banbridge and Craigavon",1207,308,2549,3
The Mall,N00000474,"Armagh City, Banbridge and Craigavon",2627,4054,1684,6
The Mall,N00000475,"Armagh City, Banbridge and Craigavon",433,56,884,1
The Mall,N00000476,"Armagh City, Banbridge and Craigavon",1560,504,2358,4
Academy,N00000477,Mid and East Antrim,4295,3705,4304,10
Academy,N00000478,Mid and East Antrim,380,75,774,1
Academy,N00000479,Mid and East Antrim,4162,3246,3973,10
Academy,N00000480,Mid and East Antrim,3540,4437,2033,8
Academy,N00000481,Mid and East Antrim,2606,908,3184,6
Ahoghill_1,N00000482,Mid and East Antrim,913,4233,379,3
Ahoghill_1,N00000483,Mid and East Antrim,3837,3439,3715,9
Ahoghill_1,N00000484,Mid and East Antrim,1893,3255,1538,5
Ahoghill_1,N00000485,Mid and East Antrim,3427,4090,2834,8
Ahoghill_1,N00000486,Mid and East Antrim,3923,3808,4063,9
Ahoghill_2,N00000487,Mid and East Antrim,3551,3557,3377,8
Ahoghill_2,N00000488,Mid and East Antrim,4235,4220,4344,10
Ahoghill_2,N00000489,Mid and East Antrim,3758,3867,3586,9
Ahoghill_2,N00000490,Mid and East Antrim,3191,3334,3307,8
Ahoghill_2,N00000491,Mid and East Antrim,3826,3274,3923,9
Ahoghill_2,N00000492,Mid and East Antrim,3428,3569,3421,8
Ardeevin,N00000493,Mid and East Antrim,4454,4456,4188,10
Ardeevin,N00000494,Mid and East Antrim,4156,3739,4094,10
Ardeevin,N00000495,Mid and East Antrim,4159,3805,4223,10
Ardeevin,N00000496,Mid and East Antrim,4193,3722,4090,10
Ardeevin,N00000497,Mid and East Antrim,3259,2353,3792,8
Ardeevin,N00000498,Mid and East Antrim,3821,4372,3449,9
Ballee,N00000499,Mid and East Antrim,2662,3570,1882,6
Ballee,N00000500,Mid and East Antrim,1205,1783,895,3
Ballee,N00000501,Mid and East Antrim,819,1025,648,2
Ballee,N00000502,Mid and East Antrim,394,1143,226,1
Ballee,N00000503,Mid and East Antrim,424,585,616,1
Ballee,N00000504,Mid and East Antrim,108,136,279,1
Ballykeel,N00000505,Mid and East Antrim,832,357,1860,2
Ballykeel,N00000506,Mid and East Antrim,4296,3987,3942,10
Ballykeel,N00000507,Mid and East Antrim,362,290,551,1
Ballykeel,N00000508,Mid and East Antrim,2511,3031,2031,6
Ballykeel,N00000509,Mid and East Antrim,121,85,399,1
Ballykeel,N00000510,Mid and East Antrim,237,203,268,1
Ballyloughan,N00000511,Mid and East Antrim,4238,4470,4413,10
Ballyloughan,N00000512,Mid and East Antrim,4365,3929,4437,10
Ballyloughan,N00000513,Mid and East Antrim,3996,4190,3335,9
Ballyloughan,N00000514,Mid and East Antrim,4335,3661,4286,10
Ballyloughan,N00000515,Mid and East Antrim,4240,4481,3701,10
Ballyloughan,N00000516,Mid and East Antrim,4212,4145,3774,10
Ballyloughan,N00000517,Mid and East Antrim,4432,4459,3794,10
Broughshane_1,N00000518,Mid and East Antrim,3631,2752,4381,9
Broughshane_1,N00000519,Mid and East Antrim,4047,3476,4001,9
Broughshane_1,N00000520,Mid and East Antrim,3257,3311,2581,8
Broughshane_1,N00000521,Mid and East Antrim,2250,1149,2081,5
Broughshane_2,N00000522,Mid and East Antrim,3075,3033,2270,7
Broughshane_2,N00000523,Mid and East Antrim,3793,2202,3884,9
Broughshane_2,N00000524,Mid and East Antrim,4133,3153,4415,10
Broughshane_2,N00000525,Mid and East Antrim,2615,2790,1774,6
Castle Demesne,N00000526,Mid and East Antrim,2336,3385,2609,6
Castle Demesne,N00000527,Mid and East Antrim,1116,1871,2162,3
Castle Demesne,N00000528,Mid and East Antrim,327,151,1712,1
Castle Demesne,N00000529,Mid and East Antrim,938,364,1279,3
Castle Demesne,N00000530,Mid and East Antrim,1788,865,1940,4
Castle Demesne,N00000531,Mid and East Antrim,1450,1075,1902,4
Castle Demesne,N00000532,Mid and East Antrim,1128,520,1692,3
Castle Demesne,N00000533,Mid and East Antrim,787,3532,406,2
Craigywarren,N00000534,Mid and East Antrim,2188,896,3965,5
Craigywarren,N00000535,Mid and East Antrim,3366,2570,3910,8
Craigywarren,N00000536,Mid and East Antrim,2366,1193,2364,6
Craigywarren,N00000537,Mid and East Antrim,3123,3010,3552,7
Craigywarren,N00000538,Mid and East Antrim,3074,1751,4161,7
Craigywarren,N00000539,Mid and East Antrim,3541,3630,3341,8
Cullybackey,N00000540,Mid and East Antrim,3909,4097,3776,9
Cullybackey,N00000541,Mid and East Antrim,3991,4055,3859,9
Cullybackey,N00000542,Mid and East Antrim,3743,4137,2817,9
Cullybackey,N00000543,Mid and East Antrim,3269,2341,2886,8
Cullybackey,N00000544,Mid and East Antrim,1936,2163,1389,5
Cullybackey,N00000545,Mid and East Antrim,2392,3947,1391,6
Cullybackey,N00000546,Mid and East Antrim,1456,2610,1602,4
Cullybackey,N00000547,Mid and East Antrim,1232,1565,1124,3
Cullybackey,N00000548,Mid and East Antrim,1606,2248,1675,4
Dunclug,N00000549,Mid and East Antrim,558,1711,264,2
Dunclug,N00000550,Mid and East Antrim,3692,2943,3523,9
Dunclug,N00000551,Mid and East Antrim,686,514,1316,2
Dunclug,N00000552,Mid and East Antrim,2015,1581,2229,5
Dunclug,N00000553,Mid and East Antrim,1279,1540,1453,3
Dunclug,N00000554,Mid and East Antrim,383,708,759,1
Dunclug,N00000555,Mid and East Antrim,522,1548,518,2
Dunclug,N00000556,Mid and East Antrim,400,398,739,1
Dunminning,N00000557,Mid and East Antrim,1963,619,3233,5
Dunminning,N00000558,Mid and East Antrim,2914,2276,2763,7
Dunminning,N00000559,Mid and East Antrim,3549,3029,3969,8
Dunminning,N00000560,Mid and East Antrim,2675,1787,3650,6
Dunminning,N00000561,Mid and East Antrim,3292,3653,3675,8
Dunminning,N00000562,Mid and East Antrim,2814,3810,2714,7
Fair Green,N00000563,Mid and East Antrim,1220,846,1017,3
Fair Green,N00000564,Mid and East Antrim,1244,331,2246,3
Fair Green,N00000565,Mid and East Antrim,1323,1174,1266,3
Fair Green,N00000566,Mid and East Antrim,3198,3102,1844,8
Galgorm_1,N00000567,Mid and East Antrim,3868,3928,3677,9
Galgorm_1,N00000568,Mid and East Antrim,4301,4416,4261,10
Galgorm_1,N00000569,Mid and East Antrim,2800,2870,2502,7
Galgorm_1,N00000570,Mid and East Antrim,4102,3577,3491,10
Galgorm_2,N00000571,Mid and East Antrim,3526,1928,4443,8
Galgorm_2,N00000572,Mid and East Antrim,4170,2875,4322,10
Galgorm_2,N00000573,Mid and East Antrim,4504,4512,4451,10
Galgorm_2,N00000574,Mid and East Antrim,4430,3873,4392,10
Glenravel,N00000575,Mid and East Antrim,1925,837,2757,5
Glenravel,N00000576,Mid and East Antrim,1918,1296,2324,5
Glenravel,N00000577,Mid and East Antrim,2512,4201,2572,6
Glenravel,N00000578,Mid and East Antrim,3544,3767,3246,8
Glenravel,N00000579,Mid and East Antrim,3752,3919,3114,9
Glenravel,N00000580,Mid and East Antrim,2587,1389,3089,6
Glenravel,N00000581,Mid and East Antrim,3854,3297,4296,9
Glenwhirry,N00000582,Mid and East Antrim,3538,2922,3933,8
Glenwhirry,N00000583,Mid and East Antrim,3367,3507,3325,8
Glenwhirry,N00000584,Mid and East Antrim,3218,2261,3876,8
Glenwhirry,N00000585,Mid and East Antrim,2351,1710,3895,6
Glenwhirry,N00000586,Mid and East Antrim,2825,2180,3948,7
Glenwhirry,N00000587,Mid and East Antrim,3484,2528,4241,8
Glenwhirry,N00000588,Mid and East Antrim,3639,3509,3546,9
Grange,N00000589,Mid and East Antrim,3419,3345,3220,8
Grange,N00000590,Mid and East Antrim,1861,934,2688,5
Grange,N00000591,Mid and East Antrim,2783,1661,3525,7
Grange,N00000592,Mid and East Antrim,3025,3743,2754,7
Grange,N00000593,Mid and East Antrim,3511,3189,4016,8
Grange,N00000594,Mid and East Antrim,3415,4144,4030,8
Grange,N00000595,Mid and East Antrim,2885,1902,3199,7
Harryville,N00000596,Mid and East Antrim,2923,3593,2858,7
Harryville,N00000597,Mid and East Antrim,267,179,965,1
Harryville,N00000598,Mid and East Antrim,1197,1078,1568,3
Harryville,N00000599,Mid and East Antrim,240,1333,205,1
Harryville,N00000600,Mid and East Antrim,2649,2135,3281,6
Harryville,N00000601,Mid and East Antrim,1757,686,2399,4
Harryville,N00000602,Mid and East Antrim,4174,3659,4339,10
Kells_1,N00000603,Mid and East Antrim,2601,2412,2583,6
Kells_1,N00000604,Mid and East Antrim,2864,4178,2404,7
Kells_1,N00000605,Mid and East Antrim,2397,1987,2505,6
Kells_1,N00000606,Mid and East Antrim,3280,3900,3476,8
Kells_1,N00000607,Mid and East Antrim,1201,1016,1310,3
Kells_2,N00000608,Mid and East Antrim,3306,3639,3707,8
Kells_2,N00000609,Mid and East Antrim,2607,1260,2813,6
Kells_2,N00000610,Mid and East Antrim,3564,2593,3753,8
Kells_2,N00000611,Mid and East Antrim,3349,2651,3785,8
Moat,N00000612,Mid and East Antrim,756,701,1119,2
Moat,N00000613,Mid and East Antrim,922,1386,780,3
Moat,N00000614,Mid and East Antrim,568,2069,182,2
Moat,N00000615,Mid and East Antrim,197,538,102,1
Moat,N00000616,Mid and East Antrim,1108,662,1135,3
Moat,N00000617,Mid and East Antrim,970,681,1080,3
Park,N00000618,Mid and East Antrim,1613,557,2621,4
Park,N00000619,Mid and East Antrim,4405,4224,4401,10
Park,N00000620,Mid and East Antrim,3893,3526,3961,9
Park,N00000621,Mid and East Antrim,2797,1886,3106,7
Park,N00000622,Mid and East Antrim,2507,1438,3425,6
Portglenone_1,N00000623,Mid and East Antrim,2422,2098,2930,6
Portglenone_1,N00000624,Mid and East Antrim,3296,3489,3777,8
Portglenone_1,N00000625,Mid and East Antrim,2296,2775,1742,6
Portglenone_1,N00000626,Mid and East Antrim,2913,1724,3238,7
Portglenone_2,N00000627,Mid and East Antrim,1884,1082,2415,5
Portglenone_2,N00000628,Mid and East Antrim,3361,3326,3597,8
Portglenone_2,N00000629,Mid and East Antrim,1670,402,2334,4
Portglenone_2,N00000630,Mid and East Antrim,760,655,834,2
Slemish,N00000631,Mid and East Antrim,1742,711,3407,4
Slemish,N00000632,Mid and East Antrim,2759,1512,3986,7
Slemish,N00000633,Mid and East Antrim,2486,1002,3796,6
Slemish,N00000634,Mid and East Antrim,2181,1220,2871,5
Slemish,N00000635,Mid and East Antrim,3184,3897,3787,8
Slemish,N00000636,Mid and East Antrim,2684,1931,3424,6
Summerfield,N00000637,Mid and East Antrim,3645,4147,2860,9
Summerfield,N00000638,Mid and East Antrim,3307,4358,2220,8
Summerfield,N00000639,Mid and East Antrim,3690,3464,2849,9
Summerfield,N00000640,Mid and East Antrim,2229,2464,1814,5
Summerfield,N00000641,Mid and East Antrim,4094,4413,3557,10
Summerfield,N00000642,Mid and East Antrim,3869,4214,3917,9
Ballyhoe and Corkey,N00000643,Causeway Coast and Glens,2302,2677,2723,6
Ballyhoe and Corkey,N00000644,Causeway Coast and Glens,1417,931,1694,4
Ballyhoe and Corkey,N00000645,Causeway Coast and Glens,2051,986,3084,5
Ballyhoe and Corkey,N00000646,Causeway Coast and Glens,2391,3823,2830,6
Benvardin,N00000647,Causeway Coast and Glens,1027,1064,1035,3
Benvardin,N00000648,Causeway Coast and Glens,1961,798,2606,5
Benvardin,N00000649,Causeway Coast and Glens,3312,3683,3080,8
Benvardin,N00000650,Causeway Coast and Glens,2628,2006,2620,6
Carnany,N00000651,Causeway Coast and Glens,28,141,33,1
Carnany,N00000652,Causeway Coast and Glens,2701,1689,2420,6
Carnany,N00000653,Causeway Coast and Glens,3412,1758,3284,8
Carnany,N00000654,Causeway Coast and Glens,1338,3644,353,3
Carnany,N00000655,Causeway Coast and Glens,2543,1800,2057,6
Carnany,N00000656,Causeway Coast and Glens,1340,2536,441,3
Clogh Mills,N00000657,Causeway Coast and Glens,2016,1195,2687,5
Clogh Mills,N00000658,Causeway Coast and Glens,3030,3194,3265,7
Clogh Mills,N00000659,Causeway Coast and Glens,2768,2552,3626,7
Clogh Mills,N00000660,Causeway Coast and Glens,1588,1323,1516,4
Dervock,N00000661,Causeway Coast and Glens,1229,223,2185,3
Dervock,N00000662,Causeway Coast and Glens,1824,1768,1726,5
Dervock,N00000663,Causeway Coast and Glens,3058,3155,3386,7
Dervock,N00000664,Causeway Coast and Glens,1719,1015,2749,4
Dunloy,N00000665,Causeway Coast and Glens,2564,2873,2429,6
Dunloy,N00000666,Causeway Coast and Glens,2820,3127,3588,7
Dunloy,N00000667,Causeway Coast and Glens,2726,1175,4253,7
Dunloy,N00000668,Causeway Coast and Glens,2152,3723,1546,5
Dunloy,N00000669,Causeway Coast and Glens,2785,3351,2541,7
Fairhill,N00000670,Causeway Coast and Glens,2938,2969,1974,7
Fairhill,N00000671,Causeway Coast and Glens,1525,3551,603,4
Fairhill,N00000672,Causeway Coast and Glens,3702,3485,3062,9
Fairhill,N00000673,Causeway Coast and Glens,2052,1600,1807,5
Glebe,N00000674,Causeway Coast and Glens,3471,1763,3388,8
Glebe,N00000675,Causeway Coast and Glens,4018,2889,3901,9
Glebe,N00000676,Causeway Coast and Glens,3365,4129,2210,8
Glebe,N00000677,Causeway Coast and Glens,1486,2258,859,4
Killoquin Lower,N00000678,Causeway Coast and Glens,2314,2111,2512,6
Killoquin Lower,N00000679,Causeway Coast and Glens,3314,3112,3229,8
Killoquin Lower,N00000680,Causeway Coast and Glens,2213,2472,1648,5
Killoquin Lower,N00000681,Causeway Coast and Glens,2481,1896,2608,6
Killoquin Upper,N00000682,Causeway Coast and Glens,3037,3198,4185,7
Killoquin Upper,N00000683,Causeway Coast and Glens,3230,3343,2784,8
Killoquin Upper,N00000684,Causeway Coast and Glens,2513,1550,3600,6
Killoquin Upper,N00000685,Causeway Coast and Glens,1723,3587,1138,4
Knockaholet,N00000686,Causeway Coast and Glens,3267,3746,3755,8
Knockaholet,N00000687,Causeway Coast and Glens,2235,2106,1951,5
Knockaholet,N00000688,Causeway Coast and Glens,2177,1383,3181,5
Knockaholet,N00000689,Causeway Coast and Glens,3289,3671,3372,8
Newhill,N00000690,Causeway Coast and Glens,2186,3645,1624,5
Newhill,N00000691,Causeway Coast and Glens,843,512,968,2
Newhill,N00000692,Causeway Coast and Glens,211,307,301,1
Newhill,N00000693,Causeway Coast and Glens,1752,1560,1414,4
Newhill,N00000694,Causeway Coast and Glens,1479,822,1575,4
Newhill,N00000695,Causeway Coast and Glens,1848,927,2226,5
Route,N00000696,Causeway Coast and Glens,9,62,32,1
Route,N00000697,Causeway Coast and Glens,2863,1320,2518,7
Route,N00000698,Causeway Coast and Glens,2195,1344,1581,5
Route,N00000699,Causeway Coast and Glens,1755,3346,916,4
Route,N00000700,Causeway Coast and Glens,909,1097,407,3
Seacon,N00000701,Causeway Coast and Glens,851,790,818,2
Seacon,N00000702,Causeway Coast and Glens,2373,1335,2917,6
Seacon,N00000703,Causeway Coast and Glens,2334,3436,1633,6
Seacon,N00000704,Causeway Coast and Glens,2531,2974,1822,6
Seacon,N00000705,Causeway Coast and Glens,3494,3480,2672,8
Stranocum,N00000706,Causeway Coast and Glens,1795,781,2449,4
Stranocum,N00000707,Causeway Coast and Glens,2878,2653,2356,7
Stranocum,N00000708,Causeway Coast and Glens,2840,3223,2773,7
Stranocum,N00000709,Causeway Coast and Glens,2754,2698,3041,7
The Vow,N00000710,Causeway Coast and Glens,2693,2596,2302,6
The Vow,N00000711,Causeway Coast and Glens,1849,1155,2632,5
The Vow,N00000712,Causeway Coast and Glens,2035,1955,2610,5
The Vow,N00000713,Causeway Coast and Glens,2444,2096,2866,6
The Vow,N00000714,Causeway Coast and Glens,2202,1026,3170,5
Ballydown_1,N00000715,"Armagh City, Banbridge and Craigavon",3175,1836,3147,7
Ballydown_1,N00000716,"Armagh City, Banbridge and Craigavon",4222,4283,3500,10
Ballydown_1,N00000717,"Armagh City, Banbridge and Craigavon",3785,2482,3611,9
Ballydown_2,N00000718,"Armagh City, Banbridge and Craigavon",3689,2932,3572,9
Ballydown_2,N00000719,"Armagh City, Banbridge and Craigavon",3220,1033,4082,8
