SA2011,age_band,religion_brought_up_in,count
N00004113,25-44,Protestant and Other Christian,134
N00004113,25-44,Other religions and none,18
N00004113,45+,Catholic,23
N00004113,45+,Protestant and Other Christian,231
N00004113,45+,Other religions and none,14
N00004114,0-24,Catholic,16
N00004114,0-24,Protestant and Other Christian,69
N00004114,0-24,Other religions and none,19
N00004114,25-44,Catholic,19
N00004114,25-44,Protestant and Other Christian,74
N00004114,25-44,Other religions and none,14
N00004114,45+,Catholic,5
N00004114,45+,Protestant and Other Christian,83
N00004114,45+,Other religions and none,6
N00004115,0-24,Catholic,18
N00004115,0-24,Protestant and Other Christian,118
N00004115,0-24,Other religions and none,27
N00004115,25-44,Catholic,16
N00004115,25-44,Protestant and Other Christian,102
N00004115,25-44,Other religions and none,18
N00004115,45+,Catholic,6
N00004115,45+,Protestant and Other Christian,90
N00004115,45+,Other religions and none,9
N00004116,0-24,Catholic,16
N00004116,0-24,Protestant and Other Christian,243
N00004116,0-24,Other religions and none,43
N00004116,25-44,Catholic,13
N00004116,25-44,Protestant and Other Christian,150
N00004116,25-44,Other religions and none,14
N00004116,45+,Catholic,16
N00004116,45+,Protestant and Other Christian,195
N00004116,45+,Other religions and none,16
N00004117,0-24,Catholic,23
N00004117,0-24,Protestant and Other Christian,162
N00004117,0-24,Other religions and none,33
N00004117,25-44,Catholic,17
N00004117,25-44,Protestant and Other Christian,101
N00004117,25-44,Other religions and none,7
N00004117,45+,Catholic,16
N00004117,45+,Protestant and Other Christian,144
N00004117,45+,Other religions and none,12
N00004118,0-24,Catholic,3
N00004118,0-24,Protestant and Other Christian,60
N00004118,0-24,Other religions and none,25
N00004118,25-44,Catholic,6
N00004118,25-44,Protestant and Other Christian,58
N00004118,25-44,Other religions and none,6
N00004118,45+,Catholic,10
N00004118,45+,Protestant and Other Christian,126
N00004118,45+,Other religions and none,6
N00004119,0-24,Catholic,16
N00004119,0-24,Protestant and Other Christian,68
N00004119,0-24,Other religions and none,21
N00004119,25-44,Catholic,9
N00004119,25-44,Protestant and Other Christian,79
N00004119,25-44,Other religions and none,8
N00004119,45+,Catholic,13
N00004119,45+,Protestant and Other Christian,107
N00004119,45+,Other religions and none,5
N00004120,0-24,Catholic,16
N00004120,0-24,Protestant and Other Christian,36
N00004120,0-24,Other religions and none,15
N00004120,25-44,Catholic,12
N00004120,25-44,Protestant and Other Christian,54
N00004120,25-44,Other religions and none,17
N00004120,45+,Catholic,11
N00004120,45+,Protestant and Other Christian,94
N00004120,45+,Other religions and none,4
N00004121,0-24,Catholic,12
N00004121,0-24,Protestant and Other Christian,100
N00004121,0-24,Other religions and none,28
N00004121,25-44,Catholic,7
N00004121,25-44,Protestant and Other Christian,72
N00004121,25-44,Other religions and none,13
N00004121,45+,Catholic,9
N00004121,45+,Protestant and Other Christian,121
N00004121,45+,Other religions and none,8
N00004122,0-24,Catholic,13
N00004122,0-24,Protestant and Other Christian,85
N00004122,0-24,Other religions and none,34
N00004122,25-44,Catholic,11
N00004122,25-44,Protestant and Other Christian,83
N00004122,25-44,Other religions and none,11
N00004122,45+,Catholic,11
N00004122,45+,Protestant and Other Christian,126
N00004122,45+,Other religions and none,5
N00004123,0-24,Catholic,12
N00004123,0-24,Protestant and Other Christian,42
N00004123,0-24,Other religions and none,21
N00004123,25-44,Catholic,8
N00004123,25-44,Protestant and Other Christian,46
N00004123,25-44,Other religions and none,3
N00004123,45+,Catholic,23
N00004123,45+,Protestant and Other Christian,188
N00004123,45+,Other religions and none,8
N00004124,0-24,Catholic,12
N00004124,0-24,Protestant and Other Christian,47
N00004124,0-24,Other religions and none,30
N00004124,25-44,Catholic,15
N00004124,25-44,Protestant and Other Christian,50
N00004124,25-44,Other religions and none,7
N00004124,45+,Catholic,16
N00004124,45+,Protestant and Other Christian,124
N00004124,45+,Other religions and none,7
N00004125,0-24,Catholic,11
N00004125,0-24,Protestant and Other Christian,57
N00004125,0-24,Other religions and none,26
N00004125,25-44,Catholic,14
N00004125,25-44,Protestant and Other Christian,54
N00004125,25-44,Other religions and none,4
N00004125,45+,Catholic,25
N00004125,45+,Protestant and Other Christian,157
N00004125,45+,Other religions and none,6
N00004126,0-24,Catholic,15
N00004126,0-24,Protestant and Other Christian,57
N00004126,0-24,Other religions and none,22
N00004126,25-44,Catholic,1
N00004126,25-44,Protestant and Other Christian,49
N00004126,25-44,Other religions and none,12
N00004126,45+,Catholic,10
N00004126,45+,Protestant and Other Christian,116
N00004126,45+,Other religions and none,10
N00004127,0-24,Catholic,17
N00004127,0-24,Protestant and Other Christian,52
N00004127,0-24,Other religions and none,28
N00004127,25-44,Catholic,12
N00004127,25-44,Protestant and Other Christian,49
N00004127,25-44,Other religions and none,7
N00004127,45+,Catholic,15
N00004127,45+,Protestant and Other Christian,132
N00004127,45+,Other religions and none,12
N00004128,0-24,Catholic,14
N00004128,0-24,Protestant and Other Christian,86
N00004128,0-24,Other religions and none,21
N00004128,25-44,Catholic,12
N00004128,25-44,Protestant and Other Christian,61
N00004128,25-44,Other religions and none,13
N00004128,45+,Catholic,17
N00004128,45+,Protestant and Other Christian,192
N00004128,45+,Other religions and none,9
N00004129,0-24,Catholic,3
N00004129,0-24,Protestant and Other Christian,63
N00004129,0-24,Other religions and none,20
N00004129,25-44,Catholic,7
N00004129,25-44,Protestant and Other Christian,40
N00004129,25-44,Other religions and none,11
N00004129,45+,Catholic,10
N00004129,45+,Protestant and Other Christian,150
N00004129,45+,Other religions and none,4
N00004130,0-24,Catholic,4
N00004130,0-24,Protestant and Other Christian,48
N00004130,0-24,Other religions and none,26
N00004130,25-44,Catholic,13
N00004130,25-44,Protestant and Other Christian,52
N00004130,25-44,Other religions and none,8
N00004130,45+,Catholic,17
N00004130,45+,Protestant and Other Christian,119
N00004130,45+,Other religions and none,3
N00004131,0-24,Catholic,3
N00004131,0-24,Protestant and Other Christian,47
N00004131,0-24,Other religions and none,14
N00004131,25-44,Catholic,3
N00004131,25-44,Protestant and Other Christian,39
N00004131,25-44,Other religions and none,9
N00004131,45+,Catholic,16
N00004131,45+,Protestant and Other Christian,149
N00004131,45+,Other religions and none,9
N00004132,0-24,Catholic,6
N00004132,0-24,Protestant and Other Christian,69
N00004132,0-24,Other religions and none,18
N00004132,25-44,Catholic,8
N00004132,25-44,Protestant and Other Christian,52
N00004132,25-44,Other religions and none,7
N00004132,45+,Catholic,14
N00004132,45+,Protestant and Other Christian,147
N00004132,45+,Other religions and none,7
N00004133,0-24,Catholic,4
N00004133,0-24,Protestant and Other Christian,51
N00004133,0-24,Other religions and none,40
N00004133,25-44,Catholic,5
N00004133,25-44,Protestant and Other Christian,61
N00004133,25-44,Other religions and none,8
N00004133,45+,Catholic,12
N00004133,45+,Protestant and Other Christian,119
N00004133,45+,Other religions and none,12
N00004134,0-24,Catholic,8
N00004134,0-24,Protestant and Other Christian,65
N00004134,0-24,Other religions and none,11
N00004134,25-44,Catholic,7
N00004134,25-44,Protestant and Other Christian,25
N00004134,25-44,Other religions and none,7
N00004134,45+,Catholic,20
N00004134,45+,Protestant and Other Christian,165
N00004134,45+,Other religions and none,9
N00004135,0-24,Catholic,6
N00004135,0-24,Protestant and Other Christian,72
N00004135,0-24,Other religions and none,27
N00004135,25-44,Catholic,5
N00004135,25-44,Protestant and Other Christian,58
N00004135,25-44,Other religions and none,18
N00004135,45+,Catholic,11
N00004135,45+,Protestant and Other Christian,134
N00004135,45+,Other religions and none,14
N00004136,0-24,Catholic,7
N00004136,0-24,Protestant and Other Christian,67
N00004136,0-24,Other religions and none,34
N00004136,25-44,Catholic,5
N00004136,25-44,Protestant and Other Christian,40
N00004136,25-44,Other religions and none,11
N00004136,45+,Catholic,14
N00004136,45+,Protestant and Other Christian,211
N00004136,45+,Other religions and none,13
N00004137,0-24,Catholic,11
N00004137,0-24,Protestant and Other Christian,66
N00004137,0-24,Other religions and none,26
N00004137,25-44,Catholic,7
N00004137,25-44,Protestant and Other Christian,31
N00004137,25-44,Other religions and none,2
N00004137,45+,Catholic,28
N00004137,45+,Protestant and Other Christian,192
N00004137,45+,Other religions and none,13
N00004138,0-24,Catholic,11
N00004138,0-24,Protestant and Other Christian,81
N00004138,0-24,Other religions and none,28
N00004138,25-44,Catholic,19
N00004138,25-44,Protestant and Other Christian,97
N00004138,25-44,Other religions and none,16
N00004138,45+,Catholic,7
N00004138,45+,Protestant and Other Christian,91
N00004138,45+,Other religions and none,2
N00004139,0-24,Catholic,24
N00004139,0-24,Protestant and Other Christian,137
N00004139,0-24,Other religions and none,36
N00004139,25-44,Catholic,21
N00004139,25-44,Protestant and Other Christian,129
N00004139,25-44,Other religions and none,15
N00004139,45+,Catholic,34
N00004139,45+,Protestant and Other Christian,277
N00004139,45+,Other religions and none,13
N00004140,0-24,Catholic,17
N00004140,0-24,Protestant and Other Christian,70
N00004140,0-24,Other religions and none,40
N00004140,25-44,Catholic,18
N00004140,25-44,Protestant and Other Christian,81
N00004140,25-44,Other religions and none,15
N00004140,45+,Catholic,22
N00004140,45+,Protestant and Other Christian,138
N00004140,45+,Other religions and none,9
N00004141,0-24,Catholic,6
N00004141,0-24,Protestant and Other Christian,67
N00004141,0-24,Other religions and none,11
N00004141,25-44,Catholic,9
N00004141,25-44,Protestant and Other Christian,46
N00004141,25-44,Other religions and none,5
N00004141,45+,Catholic,10
N00004141,45+,Protestant and Other Christian,133
N00004141,45+,Other religions and none,9
N00004142,0-24,Catholic,9
N00004142,0-24,Protestant and Other Christian,70
N00004142,0-24,Other religions and none,10
N00004142,25-44,Catholic,12
N00004142,25-44,Protestant and Other Christian,60
N00004142,25-44,Other religions and none,4
N00004142,45+,Catholic,13
N00004142,45+,Protestant and Other Christian,154
N00004142,45+,Other religions and none,24
N00004143,0-24,Catholic,10
N00004143,0-24,Protestant and Other Christian,61
N00004143,0-24,Other religions and none,28
N00004143,25-44,Catholic,13
N00004143,25-44,Protestant and Other Christian,52
N00004143,25-44,Other religions and none,5
N00004143,45+,Catholic,17
N00004143,45+,Protestant and Other Christian,134
N00004143,45+,Other religions and none,7
N00004144,0-24,Catholic,21
N00004144,0-24,Protestant and Other Christian,154
N00004144,0-24,Other religions and none,35
N00004144,25-44,Catholic,23
N00004144,25-44,Protestant and Other Christian,144
N00004144,25-44,Other religions and none,9
N00004144,45+,Catholic,19
N00004144,45+,Protestant and Other Christian,176
N00004144,45+,Other religions and none,9
N00004145,0-24,Catholic,7
N00004145,0-24,Protestant and Other Christian,66
N00004145,0-24,Other religions and none,17
N00004145,25-44,Catholic,12
N00004145,25-44,Protestant and Other Christian,67
N00004145,25-44,Other religions and none,8
N00004145,45+,Catholic,10
N00004145,45+,Protestant and Other Christian,112
N00004145,45+,Other religions and none,6
N00004146,0-24,Catholic,19
N00004146,0-24,Protestant and Other Christian,87
N00004146,0-24,Other religions and none,31
N00004146,25-44,Catholic,18
N00004146,25-44,Protestant and Other Christian,72
N00004146,25-44,Other religions and none,15
N00004146,45+,Catholic,10
N00004146,45+,Protestant and Other Christian,96
N00004146,45+,Other religions and none,12
N00004147,0-24,Catholic,10
N00004147,0-24,Protestant and Other Christian,88
N00004147,0-24,Other religions and none,34
N00004147,25-44,Catholic,11
N00004147,25-44,Protestant and Other Christian,87
N00004147,25-44,Other religions and none,15
N00004147,45+,Catholic,11
N00004147,45+,Protestant and Other Christian,87
N00004147,45+,Other religions and none,9
N00004148,0-24,Catholic,2
N00004148,0-24,Protestant and Other Christian,20
N00004148,0-24,Other religions and none,6
N00004148,25-44,Catholic,7
N00004148,25-44,Protestant and Other Christian,30
N00004148,25-44,Other religions and none,3
N00004148,45+,Catholic,12
N00004148,45+,Protestant and Other Christian,128
N00004148,45+,Other religions and none,7
N00004149,0-24,Catholic,4
N00004149,0-24,Protestant and Other Christian,33
N00004149,0-24,Other religions and none,18
N00004149,25-44,Catholic,4
N00004149,25-44,Protestant and Other Christian,32
N00004149,25-44,Other religions and none,6
N00004149,45+,Catholic,15
N00004149,45+,Protestant and Other Christian,158
N00004149,45+,Other religions and none,6
N00004150,0-24,Catholic,22
N00004150,0-24,Protestant and Other Christian,54
N00004150,0-24,Other religions and none,55
N00004150,25-44,Catholic,18
N00004150,25-44,Protestant and Other Christian,73
N00004150,25-44,Other religions and none,23
N00004150,45+,Catholic,26
N00004150,45+,Protestant and Other Christian,205
N00004150,45+,Other religions and none,23
N00004151,0-24,Catholic,6
N00004151,0-24,Protestant and Other Christian,29
N00004151,0-24,Other religions and none,19
N00004151,25-44,Catholic,9
N00004151,25-44,Protestant and Other Christian,36
N00004151,25-44,Other religions and none,16
N00004151,45+,Catholic,15
N00004151,45+,Protestant and Other Christian,140
N00004151,45+,Other religions and none,3
N00004152,0-24,Catholic,8
N00004152,0-24,Protestant and Other Christian,27
N00004152,0-24,Other religions and none,16
N00004152,25-44,Catholic,10
N00004152,25-44,Protestant and Other Christian,45
N00004152,25-44,Other religions and none,10
N00004152,45+,Catholic,13
N00004152,45+,Protestant and Other Christian,102
N00004152,45+,Other religions and none,6
N00004153,0-24,Catholic,8
N00004153,0-24,Protestant and Other Christian,52
N00004153,0-24,Other religions and none,25
N00004153,25-44,Catholic,11
N00004153,25-44,Protestant and Other Christian,52
N00004153,25-44,Other religions and none,4
N00004153,45+,Catholic,11
N00004153,45+,Protestant and Other Christian,180
N00004153,45+,Other religions and none,9
N00004154,0-24,Catholic,4
N00004154,0-24,Protestant and Other Christian,42
N00004154,0-24,Other religions and none,17
N00004154,25-44,Catholic,5
N00004154,25-44,Protestant and Other Christian,23
N00004154,25-44,Other religions and none,9
N00004154,45+,Catholic,14
N00004154,45+,Protestant and Other Christian,131
N00004154,45+,Other religions and none,8
N00004155,0-24,Catholic,6
N00004155,0-24,Protestant and Other Christian,56
N00004155,0-24,Other religions and none,24
N00004155,25-44,Catholic,4
N00004155,25-44,Protestant and Other Christian,71
N00004155,25-44,Other religions and none,11
N00004155,45+,Catholic,12
N00004155,45+,Protestant and Other Christian,100
N00004155,45+,Other religions and none,6
N00004156,0-24,Catholic,7
N00004156,0-24,Protestant and Other Christian,54
N00004156,0-24,Other religions and none,17
N00004156,25-44,Catholic,10
N00004156,25-44,Protestant and Other Christian,43
N00004156,25-44,Other religions and none,12
N00004156,45+,Catholic,10
N00004156,45+,Protestant and Other Christian,73
N00004156,45+,Other religions and none,6
N00004157,0-24,Catholic,15
N00004157,0-24,Protestant and Other Christian,94
N00004157,0-24,Other religions and none,46
N00004157,25-44,Catholic,13
N00004157,25-44,Protestant and Other Christian,79
N00004157,25-44,Other religions and none,11
N00004157,45+,Catholic,16
N00004157,45+,Protestant and Other Christian,190
N00004157,45+,Other religions and none,9
N00004158,0-24,Catholic,16
N00004158,0-24,Protestant and Other Christian,65
N00004158,0-24,Other religions and none,31
N00004158,25-44,Catholic,18
N00004158,25-44,Protestant and Other Christian,80
N00004158,25-44,Other religions and none,16
N00004158,45+,Catholic,16
N00004158,45+,Protestant and Other Christian,171
N00004158,45+,Other religions and none,5
N00004159,0-24,Catholic,9
N00004159,0-24,Protestant and Other Christian,18
N00004159,0-24,Other religions and none,18
N00004159,25-44,Catholic,4
N00004159,25-44,Protestant and Other Christian,13
N00004159,25-44,Other religions and none,3
N00004159,45+,Catholic,3
N00004159,45+,Protestant and Other Christian,57
N00004159,45+,Other religions and none,5
N00004160,0-24,Catholic,4
N00004160,0-24,Protestant and Other Christian,34
N00004160,0-24,Other religions and none,27
N00004160,25-44,Catholic,9
N00004160,25-44,Protestant and Other Christian,37
N00004160,25-44,Other religions and none,12
N00004160,45+,Catholic,5
N00004160,45+,Protestant and Other Christian,69
N00004160,45+,Other religions and none,5
N00004161,0-24,Catholic,9
N00004161,0-24,Protestant and Other Christian,75
N00004161,0-24,Other religions and none,48
N00004161,25-44,Catholic,8
N00004161,25-44,Protestant and Other Christian,70
N00004161,25-44,Other religions and none,19
N00004161,45+,Catholic,4
N00004161,45+,Protestant and Other Christian,62
N00004161,45+,Other religions and none,4
N00004162,0-24,Catholic,2
N00004162,0-24,Protestant and Other Christian,44
N00004162,0-24,Other religions and none,20
N00004162,25-44,Catholic,5
N00004162,25-44,Protestant and Other Christian,42
N00004162,25-44,Other religions and none,9
N00004162,45+,Catholic,7
N00004162,45+,Protestant and Other Christian,68
N00004162,45+,Other religions and none,5
N00004163,0-24,Catholic,15
N00004163,0-24,Protestant and Other Christian,83
N00004163,0-24,Other religions and none,31
N00004163,25-44,Catholic,15
N00004163,25-44,Protestant and Other Christian,78
N00004163,25-44,Other religions and none,11
N00004163,45+,Catholic,12
N00004163,45+,Protestant and Other Christian,133
N00004163,45+,Other religions and none,10
N00004164,0-24,Catholic,15
N00004164,0-24,Protestant and Other Christian,103
N00004164,0-24,Other religions and none,31
N00004164,25-44,Catholic,11
N00004164,25-44,Protestant and Other Christian,114
N00004164,25-44,Other religions and none,22
N00004164,45+,Catholic,16
N00004164,45+,Protestant and Other Christian,87
N00004164,45+,Other religions and none,8
N00004165,0-24,Catholic,10
N00004165,0-24,Protestant and Other Christian,122
N00004165,0-24,Other religions and none,44
N00004165,25-44,Catholic,19
N00004165,25-44,Protestant and Other Christian,136
N00004165,25-44,Other religions and none,21
N00004165,45+,Catholic,5
N00004165,45+,Protestant and Other Christian,63
N00004165,45+,Other religions and none,4
N00004166,0-24,Catholic,8
N00004166,0-24,Protestant and Other Christian,48
N00004166,0-24,Other religions and none,9
N00004166,25-44,Catholic,6
N00004166,25-44,Protestant and Other Christian,61
N00004166,25-44,Other religions and none,10
N00004166,45+,Catholic,9
N00004166,45+,Protestant and Other Christian,97
N00004166,45+,Other religions and none,4
N00004167,0-24,Catholic,6
N00004167,0-24,Protestant and Other Christian,81
N00004167,0-24,Other religions and none,39
N00004167,25-44,Catholic,10
N00004167,25-44,Protestant and Other Christian,92
N00004167,25-44,Other religions and none,34
N00004167,45+,Catholic,7
N00004167,45+,Protestant and Other Christian,100
N00004167,45+,Other religions and none,10
N00004168,0-24,Catholic,3
N00004168,0-24,Protestant and Other Christian,46
N00004168,0-24,Other religions and none,19
N00004168,25-44,Catholic,3
N00004168,25-44,Protestant and Other Christian,33
N00004168,25-44,Other religions and none,4
N00004168,45+,Catholic,6
N00004168,45+,Protestant and Other Christian,83
N00004168,45+,Other religions and none,7
N00004169,0-24,Catholic,5
N00004169,0-24,Protestant and Other Christian,43
N00004169,0-24,Other religions and none,24
N00004169,25-44,Catholic,16
N00004169,25-44,Protestant and Other Christian,50
N00004169,25-44,Other religions and none,6
N00004169,45+,Catholic,13
N00004169,45+,Protestant and Other Christian,146
N00004169,45+,Other religions and none,10
N00004170,0-24,Catholic,9
N00004170,0-24,Protestant and Other Christian,37
N00004170,0-24,Other religions and none,26
N00004170,25-44,Catholic,9
N00004170,25-44,Protestant and Other Christian,56
N00004170,25-44,Other religions and none,13
N00004170,45+,Catholic,13
N00004170,45+,Protestant and Other Christian,118
N00004170,45+,Other religions and none,11
N00004171,0-24,Catholic,5
N00004171,0-24,Protestant and Other Christian,41
N00004171,0-24,Other religions and none,8
N00004171,25-44,Catholic,8
N00004171,25-44,Protestant and Other Christian,24
N00004171,25-44,Other religions and none,5
N00004171,45+,Catholic,18
N00004171,45+,Protestant and Other Christian,193
N00004171,45+,Other religions and none,7
N00004172,0-24,Catholic,2
N00004172,0-24,Protestant and Other Christian,33
N00004172,0-24,Other religions and none,12
N00004172,25-44,Catholic,2
N00004172,25-44,Protestant and Other Christian,30
N00004172,25-44,Other religions and none,5
N00004172,45+,Catholic,5
N00004172,45+,Protestant and Other Christian,146
N00004172,45+,Other religions and none,12
N00004173,0-24,Catholic,3
N00004173,0-24,Protestant and Other Christian,35
N00004173,0-24,Other religions and none,22
N00004173,25-44,Catholic,17
N00004173,25-44,Protestant and Other Christian,46
N00004173,25-44,Other religions and none,11
N00004173,45+,Catholic,17
N00004173,45+,Protestant and Other Christian,104
N00004173,45+,Other religions and none,4
N00004174,0-24,Catholic,11
N00004174,0-24,Protestant and Other Christian,43
N00004174,0-24,Other religions and none,23
N00004174,25-44,Catholic,6
N00004174,25-44,Protestant and Other Christian,33
N00004174,25-44,Other religions and none,10
N00004174,45+,Catholic,16
N00004174,45+,Protestant and Other Christian,125
N00004174,45+,Other religions and none,6
N00004175,0-24,Catholic,3
N00004175,0-24,Protestant and Other Christian,59
N00004175,0-24,Other religions and none,24
N00004175,25-44,Catholic,6
N00004175,25-44,Protestant and Other Christian,51
N00004175,25-44,Other religions and none,6
N00004175,45+,Catholic,9
N00004175,45+,Protestant and Other Christian,114
N00004175,45+,Other religions and none,8
N00004176,0-24,Catholic,10
N00004176,0-24,Protestant and Other Christian,44
N00004176,0-24,Other religions and none,18
N00004176,25-44,Catholic,10
N00004176,25-44,Protestant and Other Christian,39
N00004176,25-44,Other religions and none,6
N00004176,45+,Catholic,18
N00004176,45+,Protestant and Other Christian,253
N00004176,45+,Other religions and none,8
N00004177,0-24,Catholic,7
N00004177,0-24,Protestant and Other Christian,18
N00004177,0-24,Other religions and none,5
N00004177,25-44,Catholic,1
N00004177,25-44,Protestant and Other Christian,19
N00004177,25-44,Other religions and none,2
N00004177,45+,Catholic,15
N00004177,45+,Protestant and Other Christian,81
N00004177,45+,Other religions and none,8
N00004178,0-24,Catholic,16
N00004178,0-24,Protestant and Other Christian,50
N00004178,0-24,Other religions and none,36
N00004178,25-44,Catholic,18
N00004178,25-44,Protestant and Other Christian,60
N00004178,25-44,Other religions and none,12
N00004178,45+,Catholic,13
N00004178,45+,Protestant and Other Christian,98
N00004178,45+,Other religions and none,7
N00004179,0-24,Catholic,37
N00004179,0-24,Protestant and Other Christian,30
N00004179,0-24,Other religions and none,20
N00004179,25-44,Catholic,29
N00004179,25-44,Protestant and Other Christian,28
N00004179,25-44,Other religions and none,7
N00004179,45+,Catholic,64
N00004179,45+,Protestant and Other Christian,118
N00004179,45+,Other religions and none,11
N00004180,0-24,Catholic,21
N00004180,0-24,Protestant and Other Christian,26
N00004180,0-24,Other religions and none,12
N00004180,25-44,Catholic,24
N00004180,25-44,Protestant and Other Christian,29
N00004180,25-44,Other religions and none,7
N00004180,45+,Catholic,48
N00004180,45+,Protestant and Other Christian,102
N00004180,45+,Other religions and none,4
N00004181,0-24,Catholic,28
N00004181,0-24,Protestant and Other Christian,33
N00004181,0-24,Other religions and none,18
N00004181,25-44,Catholic,18
N00004181,25-44,Protestant and Other Christian,26
N00004181,25-44,Other religions and none,7
N00004181,45+,Catholic,51
N00004181,45+,Protestant and Other Christian,81
N00004181,45+,Other religions and none,5
N00004182,0-24,Catholic,55
N00004182,0-24,Protestant and Other Christian,24
N00004182,0-24,Other religions and none,16
N00004182,25-44,Catholic,24
N00004182,25-44,Protestant and Other Christian,35
N00004182,25-44,Other religions and none,8
N00004182,45+,Catholic,79
N00004182,45+,Protestant and Other Christian,93
N00004182,45+,Other religions and none,7
N00004183,0-24,Catholic,0
N00004183,0-24,Protestant and Other Christian,1
N00004183,0-24,Other religions and none,0
N00004183,25-44,Catholic,2
N00004183,25-44,Protestant and Other Christian,4
N00004183,25-44,Other religions and none,2
N00004183,45+,Catholic,17
N00004183,45+,Protestant and Other Christian,70
N00004183,45+,Other religions and none,2
N00004184,0-24,Catholic,32
N00004184,0-24,Protestant and Other Christian,17
N00004184,0-24,Other religions and none,12
N00004184,25-44,Catholic,26
N00004184,25-44,Protestant and Other Christian,33
N00004184,25-44,Other religions and none,3
N00004184,45+,Catholic,37
N00004184,45+,Protestant and Other Christian,99
N00004184,45+,Other religions and none,1
N00004185,0-24,Catholic,28
N00004185,0-24,Protestant and Other Christian,99
N00004185,0-24,Other religions and none,16
N00004185,25-44,Catholic,38
N00004185,25-44,Protestant and Other Christian,90
N00004185,25-44,Other religions and none,11
N00004185,45+,Catholic,53
N00004185,45+,Protestant and Other Christian,358
N00004185,45+,Other religions and none,9
N00004186,0-24,Catholic,11
N00004186,0-24,Protestant and Other Christian,33
N00004186,0-24,Other religions and none,22
N00004186,25-44,Catholic,21
N00004186,25-44,Protestant and Other Christian,47
N00004186,25-44,Other religions and none,8
N00004186,45+,Catholic,25
N00004186,45+,Protestant and Other Christian,131
N00004186,45+,Other religions and none,7
N00004187,0-24,Catholic,12
N00004187,0-24,Protestant and Other Christian,38
N00004187,0-24,Other religions and none,12
N00004187,25-44,Catholic,12
N00004187,25-44,Protestant and Other Christian,42
N00004187,25-44,Other religions and none,3
N00004187,45+,Catholic,15
N00004187,45+,Protestant and Other Christian,241
N00004187,45+,Other religions and none,7
N00004188,0-24,Catholic,8
N00004188,0-24,Protestant and Other Christian,64
N00004188,0-24,Other religions and none,14
N00004188,25-44,Catholic,13
N00004188,25-44,Protestant and Other Christian,64
N00004188,25-44,Other religions and none,7
N00004188,45+,Catholic,17
N00004188,45+,Protestant and Other Christian,98
N00004188,45+,Other religions and none,4
N00004189,0-24,Catholic,4
N00004189,0-24,Protestant and Other Christian,15
N00004189,0-24,Other religions and none,16
N00004189,25-44,Catholic,6
N00004189,25-44,Protestant and Other Christian,21
N00004189,25-44,Other religions and none,6
N00004189,45+,Catholic,11
N00004189,45+,Protestant and Other Christian,127
N00004189,45+,Other religions and none,6
N00004190,0-24,Catholic,7
N00004190,0-24,Protestant and Other Christian,74
N00004190,0-24,Other religions and none,21
N00004190,25-44,Catholic,6
N00004190,25-44,Protestant and Other Christian,59
N00004190,25-44,Other religions and none,8
N00004190,45+,Catholic,22
N00004190,45+,Protestant and Other Christian,282
N00004190,45+,Other religions and none,7
N00004191,0-24,Catholic,12
N00004191,0-24,Protestant and Other Christian,105
N00004191,0-24,Other religions and none,46
N00004191,25-44,Catholic,22
N00004191,25-44,Protestant and Other Christian,104
N00004191,25-44,Other religions and none,15
N00004191,45+,Catholic,29
N00004191,45+,Protestant and Other Christian,253
N00004191,45+,Other religions and none,12
N00004192,0-24,Catholic,5
N00004192,0-24,Protestant and Other Christian,51
N00004192,0-24,Other religions and none,20
N00004192,25-44,Catholic,12
N00004192,25-44,Protestant and Other Christian,58
N00004192,25-44,Other religions and none,7
N00004192,45+,Catholic,11
N00004192,45+,Protestant and Other Christian,124
N00004192,45+,Other religions and none,7
N00004193,0-24,Catholic,6
N00004193,0-24,Protestant and Other Christian,40
N00004193,0-24,Other religions and none,34
N00004193,25-44,Catholic,15
N00004193,25-44,Protestant and Other Christian,55
N00004193,25-44,Other religions and none,9
N00004193,45+,Catholic,24
N00004193,45+,Protestant and Other Christian,104
N00004193,45+,Other religions and none,3
N00004194,0-24,Catholic,1
N00004194,0-24,Protestant and Other Christian,47
N00004194,0-24,Other religions and none,11
N00004194,25-44,Catholic,6
N00004194,25-44,Protestant and Other Christian,34
N00004194,25-44,Other religions and none,6
N00004194,45+,Catholic,9
N00004194,45+,Protestant and Other Christian,148
N00004194,45+,Other religions and none,3
N00004195,0-24,Catholic,2
N00004195,0-24,Protestant and Other Christian,69
N00004195,0-24,Other religions and none,35
N00004195,25-44,Catholic,5
N00004195,25-44,Protestant and Other Christian,69
N00004195,25-44,Other religions and none,12
N00004195,45+,Catholic,4
N00004195,45+,Protestant and Other Christian,77
N00004195,45+,Other religions and none,3
N00004196,0-24,Catholic,43
N00004196,0-24,Protestant and Other Christian,279
N00004196,0-24,Other religions and none,67
N00004196,25-44,Catholic,38
N00004196,25-44,Protestant and Other Christian,255
N00004196,25-44,Other religions and none,29
N00004196,45+,Catholic,42
N00004196,45+,Protestant and Other Christian,238
N00004196,45+,Other religions and none,18
N00004197,0-24,Catholic,5
N00004197,0-24,Protestant and Other Christian,72
N00004197,0-24,Other religions and none,32
N00004197,25-44,Catholic,4
N00004197,25-44,Protestant and Other Christian,53
N00004197,25-44,Other religions and none,18
N00004197,45+,Catholic,2
N00004197,45+,Protestant and Other Christian,55
N00004197,45+,Other religions and none,4
N00004198,0-24,Catholic,6
